"country","party_id","party","party_short","comment","party_name","polity_notes","country_short"
"Croatia","#1910008","Croatian Social Liberal Party (HSLS)","HSLS",,"Croatian Social Liberal Party",,"HRV"
"Croatia","#1910009","Croatian Democratic Alliance of Slavonia and Baranja (HDSSB)","HDSSB",,"Croatian Democratic Alliance of Slavonia and Baranja",,"HRV"
"Croatia","#1910010","Croatian Party of Rights (HSP)","HSP",,"Croatian Party of Rights",,"HRV"
"Croatia","#1910011","Istrian Democratic Assembly (IDS)","IDS",,"Istrian Democratic Assembly",,"HRV"
"Croatia","#1910015","Croatian Christian Democratic Union (HKDU)","HKDU",,"Croatian Christian Democratic Union",,"HRV"
"Croatia","#1910016","Croatian People's Party (HPS)","HPS",,"Croatian People's Party",,"HRV"
"Croatia","#1910017","Independent Democratic Serbian Party (SDSS)","SDSS",,"Independent Democratic Serbian Party",,"HRV"
"Croatia","#1910018","Croatian Bloc (HB)","HB",,"Croatian Bloc",,"HRV"
"Croatia","#1910019","Coalition of the Croatian Peasant Party and the Croatian Social Liberal Party (HSS and HSLS)","HSS and HSLS",,"Coalition of the Croatian Peasant Party and the Croatian Social Liberal Party",,"HRV"
"Croatia","#1910020","Minority Party",,,"Minority Party",,"HRV"
"Croatia","#1910021","Croatian Youth Party (HSM)","HSM",,"Croatian Youth Party",,"HRV"
"Czech Republic","#2030001","Czech Social Democratic Party (CSSD)","CSSD",,"Czech Social Democratic Party",,"CZE"
"Czech Republic","#2030002","Civic Democratic Party (ODS)","ODS",,"Civic Democratic Party",,"CZE"
"Czech Republic","#2030003","Christian Democratic Union - Czech People's Party (KDU-CSL)","KDU-CSL",,"Christian Democratic Union - Czech People's Party",,"CZE"
"Czech Republic","#2030004","Communist Party of Bohemia and Moravia (KSCM)","KSCM",,"Communist Party of Bohemia and Moravia",,"CZE"
"Czech Republic","#2030005","Green Party (SZ)","SZ",,"Green Party",,"CZE"
"Czech Republic","#2030006","Action of Dissatisfied Citizens (ANO 2011)","ANO 2011",,"Action of Dissatisfied Citizens",,"CZE"
"Czech Republic","#2030010","TOP 09 (TOP 09)","TOP 09",,"TOP 09",,"CZE"
"Czech Republic","#2030011","Civic Democratic Alliance (ODA)","ODA",,"Civic Democratic Alliance",,"CZE"
"Czech Republic","#2030012","Czech Pirate Party (Pirati)","Pirati",,"Czech Pirate Party",,"CZE"
"Czech Republic","#2030013","Dawn of Direct Democracy of Tomio Okamura (Usvit)","Usvit",,"Dawn of Direct Democracy of Tomio Okamura",,"CZE"
"Czech Republic","#2030014","Public Affairs (VV)","VV",,"Public Affairs",,"CZE"
"Czech Republic","#2030017","Freedom Union - Democratic Union (US-DEU)","US-DEU",,"Freedom Union - Democratic Union",,"CZE"
"Czech Republic","#2030018","Association for the Republic - Czech Republican Party (SPR-RSC)","SPR-RSC",,"Association for the Republic - Czech Republican Party",,"CZE"
"Czech Republic","#2030019","Balbin's Poetic Party (BPS)","BPS",,"Balbin's Poetic Party",,"CZE"
"Czech Republic","#2030020","National Socialists - Left of the 21st century (LEV 21)","LEV 21",,"National Socialists - Left of the 21st century",,"CZE"
"Czech Republic","#2030021","Czech National Social Party (CSNS)","CSNS",,"Czech National Social Party",,"CZE"
"Czech Republic","#2030022","Path of Change (CZ)","CZ",,"Path of Change",,"CZE"
"Czech Republic","#2030023","Humanistic Party (HS)","HS",,"Humanistic Party",,"CZE"
"Czech Republic","#2030024","Moravian Democratic Party (MDS)","MDS",,"Moravian Democratic Party",,"CZE"
"Czech Republic","#2030025","Republicans (R)","R",,"Republicans",,"CZE"
"Czech Republic","#2030026","Right Block (RB)","RB",,"Right Block",,"CZE"
"Czech Republic","#2030027","Miroslav Sladek's Republicans (RMS)","RMS",,"Miroslav Sladek's Republicans",,"CZE"
"Czech Republic","#2030028","Democratic League (DL)","DL",,"Democratic League",,"CZE"
"Czech Republic","#2030029","Association of Independents (SNK)","SNK",,"Association of Independents",,"CZE"
"Czech Republic","#2030030","The Block of Jana Bobosikova and Party of Common Sense (SZR)","SZR",,"The Block of Jana Bobosikova and Party of Common Sense","The Block of Jana Bobosikova and Party of Common Sense (SZR - Sovereignty) was formerly known as the ""Common Sense Party (SZR)."" This party changed names multiple times prior to the 2010 election.","CZE"
"Czech Republic","#2030031","Party of Citizen Rights-Zemanites (SPO)","SPO",,"Party of Citizen Rights-Zemanites",,"CZE"
"Czech Republic","#2030037","National Citizen's Platform",,,"National Citizen's Platform",,"CZE"
"Czech Republic","#2030038","Action for the Abolition of the Senate and Against Tunnelling of the Pension Funds (AZS)","AZS",,"Action for the Abolition of the Senate and Against Tunnelling of the Pension Funds",,"CZE"
"Czech Republic","#2030039","Citizen Coalition - Political Club (CC-PC)","CC-PC",,"Citizen Coalition - Political Club",,"CZE"
"Czech Republic","#2030040","Czech Movement for National Unity (CHNJ)","CHNJ",,"Czech Movement for National Unity",,"CZE"
"Czech Republic","#2030041","Vote for the Right Bloc (CIBULKA)","CIBULKA",,"Vote for the Right Bloc",,"CZE"
"Czech Republic","#2030042","Czech Right (CP)","CP",,"Czech Right",,"CZE"
"Czech Republic","#2030043","Czech Social Democratic Movement (CSDH)","CSDH",,"Czech Social Democratic Movement",,"CZE"
"Czech Republic","#2030044","Czech National Socialistic Party (CSNS 2005)","CSNS 2005",,"Czech National Socialistic Party",,"CZE"
"Czech Republic","#2030045","Worker's Party of the Social Justice (DSSS)","DSSS",,"Worker's Party of the Social Justice",,"CZE"
"Czech Republic","#2030046","Democratic Union (DU)","DU",,"Democratic Union",,"CZE"
"Czech Republic","#2030047","European Center (ES)","ES",,"European Center",,"CZE"
"Czech Republic","#2030048","Folklore and Society (FiS)","FiS",,"Folklore and Society",,"CZE"
"Czech Republic","#2030049","Hope (H)","H",,"Hope",,"CZE"
"Czech Republic","#2030050","Humanistic Alliance (HA)","HA",,"Humanistic Alliance",,"CZE"
"Czech Republic","#2030051","Helax-Ostrava has fun (HOB)","HOB",,"Helax-Ostrava has fun",,"CZE"
"Czech Republic","#2030052","Cheer Up - Voting Bloc (HV)","HV",,"Cheer Up - Voting Bloc",,"CZE"
"Czech Republic","#2030053","The Jesus is the Lord (Jesus is the Lord)",,"Jesus is the Lord","The Jesus is the Lord","The Jesus is the Lord (Jesus is the Lord) was formerly known as ""www.4vize.cz"" (4 VIZE). The party was renamed prior to the 2010 Czech legislative election, but later returned to its original name.","CZE"
"Czech Republic","#2030054","Club of Committed Non-Party Members (KAN)","KAN",,"Club of Committed Non-Party Members",,"CZE"
"Czech Republic","#2030055","Czech Crown - royal party (KC)","KC",,"Czech Crown - royal party",,"CZE"
"Czech Republic","#2030056","Key Moment (KH)","KH",,"Key Moment",,"CZE"
"Czech Republic","#2030057","Coalition for the Czech Republic (Koal CR)","Koal CR",,"Coalition for the Czech Republic",,"CZE"
"Czech Republic","#2030058","Conservative Party (KONS)","KONS",,"Conservative Party",,"CZE"
"Czech Republic","#2030059","Left Bloc (LB)","LB",,"Left Bloc",,"CZE"
"Czech Republic","#2030060","Liberals.cz (LiRA)","LiRA",,"Liberals.cz","Liberals.cz (LiRA) were known as the ""Liberal Reform Party"" until 2008.","CZE"
"Czech Republic","#2030061","Hope (N)","N",,"Hope",,"CZE"
"Czech Republic","#2030062","National Democratic Party (NDS)","NDS",,"National Democratic Party",,"CZE"
"Czech Republic","#2030063","Independent Democrats (NEZ/DEM)","NEZ/DEM",,"Independent Democrats",,"CZE"
"Czech Republic","#2030064","New Movement (NH)","NH",,"New Movement",,"CZE"
"Czech Republic","#2030065","National Prosperity (NP)","NP",,"National Prosperity",,"CZE"
"Czech Republic","#2030066","National Party (NS)","NS",,"National Party",,"CZE"
"Czech Republic","#2030067","Citizens of the Czech Republic (OBCANE)","OBCANE",,"Citizens of the Czech Republic",,"CZE"
"Czech Republic","#2030068","Law and Justice (PaS)","PaS",,"Law and Justice",,"CZE"
"Czech Republic","#2030069","Roma Democratic Social Party (RDS)","RDS",,"Roma Democratic Social Party",,"CZE"
"Czech Republic","#2030070","Roma Civic Initiative (ROI)","ROI",,"Roma Civic Initiative",,"CZE"
"Czech Republic","#2030071","Association Of Pensioners Of The Czech Republic (SDCR)","SDCR",,"Association Of Pensioners Of The Czech Republic",,"CZE"
"Czech Republic","#2030072","Free Democrats - Liberal Social National Party (SD-LSNS)","SD-LSNS",,"Free Democrats - Liberal Social National Party",,"CZE"
"Czech Republic","#2030073","Democratic Socialism Party (SDS)","SDS",,"Democratic Socialism Party",,"CZE"
"Czech Republic","#2030074","SNK European Democrats (SNK ED)","SNK ED",,"SNK European Democrats","SNK European Democrats (SNK ED) was founded after a merger of Association of Independents (SNK) and the European Democrats in 2006.","CZE"
"Czech Republic","#2030075","Freeholders Party of the Czech Republic (Soukromnici, SsCR)",,"Soukromnici, SsCR","Freeholders Party of the Czech Republic",,"CZE"
"Czech Republic","#2030076","Czech Sovereignty (SUVERENITA)","SUVERENITA",,"Czech Sovereignty",,"CZE"
"Czech Republic","#2030077","Party of Free Citizens (SVOBODNI)","SVOBODNI",,"Party of Free Citizens",,"CZE"
"Czech Republic","#2030078","Rural Party - Citizens Joint Strength (SV-SOS)","SV-SOS",,"Rural Party - Citizens Joint Strength",,"CZE"
"Czech Republic","#2030079","Party for Life Security (SZJ)","SZJ",,"Party for Life Security",,"CZE"
"Czech Republic","#2030080","Freedom Union (US)","US",,"Freedom Union",,"CZE"
"Czech Republic","#2030081","Choice for Tomorrow (VPB)","VPB",,"Choice for Tomorrow","Choice for Tomorrow (VPB) is listed as ""Vote for Future"" in the CSES MODULE 3 Codebook. It was inferred that this party was equivalent to ""Choice for Tomorrow (VPB)"" listed in the MODULE 2 Codebook.","CZE"
"Czech Republic","#2030082","Political Change Movement (ZMENA)","ZMENA",,"Political Change Movement",,"CZE"
"Czech Republic","#2030083","Citizens.cz",,,"Citizens.cz",,"CZE"
"Czech Republic","#2030084","Moravians",,,"Moravians","Moravians were founded in 2005 as a merger of ""The Movement of Autonomous Moravia and Silesia - Moravian National Union (HSD-SMS)"" and ""the Moravian Democratic Party"".","CZE"
"Czech Republic","#2030085","Stop",,,"Stop",,"CZE"
"Czech Republic","#2030086","Party of Equal Chances",,,"Party of Equal Chances",,"CZE"
"Czech Republic","#2030087","Coalition KDU-CSL and US-DEU	",,,"Coalition KDU-CSL and US-DEU	",,"CZE"
"Czech Republic","#2030088","Active Independent Citizens (ANEO)","ANEO",,"Active Independent Citizens",,"CZE"
"Denmark","#2080001","Social Democrats (Sd)","Sd",,"Social Democrats",,"DNK"
"Denmark","#2080002","Liberal Party (V)","V",,"Liberal Party",,"DNK"
"Denmark","#2080003","Progress Party (FrP)","FrP",,"Progress Party",,"DNK"
"Denmark","#2080004","Socialist People's Party (SF)","SF",,"Socialist People's Party",,"DNK"
"Denmark","#2080005","United List - Red-Greens (En - O)","En - O",,"United List - Red-Greens",,"DNK"
"Denmark","#2080006","Danish Social Liberal Party (RV)","RV",,"Danish Social Liberal Party",,"DNK"
"Denmark","#2080007","Conservative People's Party (KF)","KF",,"Conservative People's Party",,"DNK"
"Denmark","#2080008","Christian Democrats (KD)","KD",,"Christian Democrats","Christian Democrats (KD) were known as ""Christian People's Party"" until 2003.","DNK"
"Denmark","#2080009","New Alliance (NA)",,,"New Alliance",,"DNK"
"Denmark","#2080010","Danish People's Party (DF)","DF",,"Danish People's Party",,"DNK"
"Denmark","#2080011","Centre Democrats (CD)","CD",,"Centre Democrats",,"DNK"
"Denmark","#2080014","Democratic Renewal",,,"Democratic Renewal",,"DNK"
"Denmark","#2080015","Minority Party",,,"Minority Party",,"DNK"
"Estonia","#2330001","Estonian Reform Party (ER e)","ER e",,"Estonian Reform Party",,"EST"
"Estonia","#2330002","Estonian Centre Party (EK)","EK",,"Estonian Centre Party",,"EST"
"Estonia","#2330003","Social Democratic Party (SDE)","SDE",,"Social Democratic Party",,"EST"
"Estonia","#2330004","Pro Patria and Res Publica Union (IRL)","IRL",,"Pro Patria and Res Publica Union",,"EST"
"Estonia","#2330005","Estonian Greens (EER)","EER",,"Estonian Greens",,"EST"
"Estonia","#2330006","Conservative People's Party of Estonia (EKRE)","EKRE",,"Conservative People's Party of Estonia",,"EST"
"Estonia","#2330007","Estonian Independence Party (EIP)","EIP",,"Estonian Independence Party",,"EST"
"Estonia","#2330009","Estonian Free Party (EV)","EV",,"Estonian Free Party",,"EST"
"Estonia","#2330013","Russian Party in Estonia (VEE)","VEE",,"Russian Party in Estonia","Russian Party in Estonia (VEE) merged with the Social Democratic Party in 2012.","EST"
"Estonia","#2330014","Estonian Christian Democrats (EKD)","EKD",,"Estonian Christian Democrats",,"EST"
"Estonia","#2330016","Estonian People's Union (ER a)","ER a",,"Estonian People's Union","Estonian People's Union (ER a) merged with the Estonian Patriotic Movement in 2012 to form the Conservative People's Party.","EST"
"Finland","#2460001","Center Party (KESK)","KESK",,"Center Party",,"FIN"
"Finland","#2460002","Social Democratic Party of Finland (SDP)","SDP",,"Social Democratic Party of Finland",,"FIN"
"Finland","#2460003","National Coalition Party (KOK)","KOK",,"National Coalition Party",,"FIN"
"Finland","#2460004","True Finns (PS)","PS",,"True Finns","True Finns (PS) changed their official abbreviation from ""Ps"" to ""PS"" after the 2011 election.","FIN"
"Finland","#2460005","Green League (VIHR)","VIHR",,"Green League",,"FIN"
"Finland","#2460006","Left Alliance (VAS)","VAS",,"Left Alliance",,"FIN"
"Finland","#2460007","Christian Democrats (KD)","KD",,"Christian Democrats",,"FIN"
"Finland","#2460008","Swedish People's Party in Finland (RKP - SFP)","RKP - SFP",,"Swedish People's Party in Finland",,"FIN"
"Finland","#2460009","The Independence Party (IPU)","IPU",,"The Independence Party",,"FIN"
"Finland","#2460012","For the Poor (KA)","KA",,"For the Poor",,"FIN"
"Finland","#2460013","For Peace and Socialism - Communist Worker's Party (KTP)","KTP",,"For Peace and Socialism - Communist Worker's Party",,"FIN"
"Finland","#2460014","Liberal People's Party (LKP)","LKP",,"Liberal People's Party","Liberal People's Party (LKP) is listed as ""Progressive Finnish Party"" in the MODULE 2 Codebook. In the MODULE 3 Codebook, the LKP is listed as ""Liberals.""","FIN"
"Finland","#2460015","Change 2011 (M11)","M11",,"Change 2011",,"FIN"
"Finland","#2460016","Pirate Party of Finland (PP)","PP",,"Pirate Party of Finland",,"FIN"
"Finland","#2460017","Finnish Senior Citizen Party (SEP)","SEP",,"Finnish Senior Citizen Party",,"FIN"
"Finland","#2460018","Communist Party of Finland (SKP - Y)","SKP - Y",,"Communist Party of Finland",,"FIN"
"Finland","#2460019","Finnish People's Blue-Whites (SKS)","SKS",,"Finnish People's Blue-Whites",,"FIN"
"Finland","#2460020","Finnish Workers Party (STP)","STP",,"Finnish Workers Party",,"FIN"
"Finland","#2460021","Freedom Party (SVR)","SVR",,"Freedom Party",,"FIN"
"Finland","#2460022","Joint Responsibility Party (YVP)","YVP",,"Joint Responsibility Party",,"FIN"
"Finland","#2460023","Forces for Change in Finland",,,"Forces for Change in Finland",,"FIN"
"Finland","#2460024","The Finnish Patriotic Movement (IKL)","IKL",,"The Finnish Patriotic Movement",,"FIN"
"France","#2500001","Union for a Popular Movement (UMP)","UMP",,"Union for a Popular Movement","Union for a Popular Movement (UMP) was founded in 2002 as a merger of Rally for the Republic (RPR), Liberal Democracy (DL), and parts of the Union for French Democracy (UDF), the Radical Party, and the Popular Party for French Democracy.","FRA"
"France","#2500002","Socialist Party (PS)","PS",,"Socialist Party",,"FRA"
"France","#2500003","Democratic Movement (MoDem)","MoDem",,"Democratic Movement","Democratic Movement (MoDem) was formerly known as ""Union for French Democracy"" (UDF). The UDF was dissolved in 2007. As all assets and leadership transferred into MoDem, both parties were assigned the same IMD party code.","FRA"
"France","#2500004","French Communist Party (PCF)","PCF",,"French Communist Party",,"FRA"
"France","#2500005","Europe Ecology - The Greens (EELV)","EELV",,"Europe Ecology - The Greens","Europe Ecology - The Greens (EELV) were known as ""Greens (V)"" until 2010.","FRA"
"France","#2500006","Left Front (FDG)","FDG",,"Left Front",,"FRA"
"France","#2500007","National Front (FN)","FN",,"National Front",,"FRA"
"France","#2500008","Rally For The Republic (RPR)","RPR",,"Rally For The Republic",,"FRA"
"France","#2500009","Workers' Struggle (LO)","LO",,"Workers' Struggle",,"FRA"
"France","#2500010","Movement for France (MPF)","MPF",,"Movement for France",,"FRA"
"France","#2500011","Hunting, Fishing, Nature and Tradition (CPNT)","CPNT",,"Hunting, Fishing, Nature and Tradition",,"FRA"
"France","#2500012","Republican And Civic Movement (MDC)","MDC",,"Republican And Civic Movement",,"FRA"
"France","#2500013","Liberal Democracy (LD)","LD",,"Liberal Democracy",,"FRA"
"France","#2500014","Revolutionary Communist League (LCR)","LCR",,"Revolutionary Communist League",,"FRA"
"France","#2500015","Farmers Association",,,"Farmers Association",,"FRA"
"France","#2500016","Sans Etiquette",,,"Sans Etiquette",,"FRA"
"France","#2500018","Radical Party of the Left (PRG)","PRG",,"Radical Party of the Left",,"FRA"
"France","#2500019","Miscellaneous left (DVG)","DVG",,"Miscellaneous left",,"FRA"
"France","#2500020","New Centre (NC)","NC",,"New Centre",,"FRA"
"France","#2500021","Miscellaneous right (DVD)","DVD",,"Miscellaneous right",,"FRA"
