country,name_english,year_first,year_last,share,year_share,paris_id,name_short
JPN,Japan Restoration [Innovation] Party,2012,2014,20.4,2012,2080,JReP
SWE,Protectionists / New Lantmanna Party.,1887,1893,46.8,1890,2087,Pr
SWE,Free Traders / Old Lantmanna Party,1887,1890,58.6,1887,2088,Fri
SWE,Moderate Free Traders,1893,1896,26.1,1893,2090,FH
NZL,Reform Party,1884,1935,54.7,1887,2094,RP
NZL,Liberal Party / United Party,1890,1931,72.9,1893,2095,LP/UP
DEU,Progressive People's Party,1912,1912,12.3,1912,2101,FVP
DEU,German Progress Party,1881,1881,12.7,1881,2108,DFP
DEU,Liberal Union,1881,1881,8.1,1881,2109,LV
DEU,Christian Democratic Union / Christian Social Union,1949,2013,50.2,1957,211,CDU/CSU
DEU,National Liberal Party,1881,1912,22.3,1887,2110,NLP
DEU,German Free-minded Party,1884,1890,17.6,1884,2111,DFP
DEU,Free-minded People's Party,1893,1907,8.7,1893,2113,FVP
LUX,Radical Liberal Party,1934,1937,10.3,1934,2116,PRL
LUX,Radical Party,1928,1928,6.3,1928,2117,PR
LUX,Radical Socialist Party,1925,1931,9.7,1928,2118,RSP
GBR,Irish Nationalist [Parliamentary] Party,1885,1885,6.1,1885,2119,INP
DNK,[New] Liberal Alliance,2015,2015,7.4,2015,212,LA
GBR,Liberal Unionist Party,1886,1910,12.5,1886,2120,LUP
GBR,National Liberal Party – Lloyd George,1918,1918,12.6,1918,2123,NLP-LG
DEU,German Conservative Party,1881,1912,16.3,1881,2125,DKP
NLD,Liberal Union,1884,1918,55.8,1884,2128,LU
FRA,Union for French Democracy,1978,2007,21.6,1978,213,UDF
SVK,Ordinary People and Independents,2012,2012,8.6,2012,2130,OĽaNO
LUX,Liberal League,1918,1922,23,1922,2136,LL
HRV,Croatian Social Liberal Party,1992,2000,17.7,1992,214,HSLS
CZE,Action of Dissatisfied Citizens,2013,2013,18.6,2013,2141,ANO
GEO,Burjanadze - Democrats Bloc,2003,2003,8.8,2003,2146,BDA
GEO,Citizens’ Union of Georgia,1995,1999,41.8,1999,2148,SMK
GEO,Democratic Party,1992,1992,6.3,1992,2149,DP
ROU,Justice and Truth Alliance,2004,2004,31.3,2004,215,ADA
GEO,Election Bloc ’For a New Georgia’,2003,2003,21.3,2003,2150,AS
GEO,Bloc 11th October,1992,1992,10.7,1992,2151,B-11-O
GEO,Bloc Peace,1992,1992,20.4,1992,2152,B-P
GEO,Georgian Labour Party,2003,2008,12,2003,2153,SLP
GEO,Industry will save Georgia,1999,1999,7.1,1999,2159,MGS
MEX,Party of the Democratic Revolution,1991,2015,29.8,2006,216,PRD
GEO,National Democratic Party of Georgia,1992,1995,8.4,1995,2161,NDPG
GEO,New Rights,2003,2008,7.3,2003,2162,AM
GEO,Union for the Democratic Revival,1995,2003,25.2,1999,2168,DAP
GEO,Union of Georgian Traditionalists,1992,1992,4.9,1992,2169,KTK
SVK,Alliance of the New Citizen,2002,2002,8,2002,217,ANO
GEO,United National Movement,2003,2012,67.8,2004,2172,ENM
GEO,Unity Bloc,1992,1992,7.4,1992,2173,BE
SRB,Serbian Radical Party,1992,2008,32.1,2007,2175,SRS
SRB,Serbian Renewal Movement,1990,2014,20,1997,2176,SPO
SRB,Socialist Party of Serbia,1990,2014,48.1,1990,2178,SPS
SRB,Party of United Pensioners of Serbia,2012,2014,,2012,2179,PUPS
COL,Alternative Democratic Pole,2006,2010,7.7,2006,218,PDA
SRB,Turnover – Cedomir Jovanovic,2012,2012,6.8,2012,2180,P-CJ
SRB,United Regions of Serbia,2012,2012,5.8,2012,2181,URS
SRB,Democratic Opposition of Serbia,2000,2000,65.7,2000,2188,DOS
SRB,Democratic Party,1990,2014,25.5,2007,2189,DS
SRB,Democratic Party of Serbia,1993,2012,18.6,2007,2190,DSS
SRB,For a European Serbia Alliance,2008,2008,39.3,2008,2192,ZES
SRB,G17 Plus,2003,2007,11.6,2003,2193,G17+
SRB,Let's get Serbia moving - Tomislav Nikolic,2012,2012,25.2,2012,2195,PS-TN
SRB,Liberal Democratic Party,2007,2008,6,2007,2196,LDP
SRB,New Democracy,1997,1997,,1997,2197,ND
PRY,Beloved Fatherland Party,2003,2003,15.9,2003,220,PPQ
UKR,People’s Democratic Party of Ukraine,1998,1998,5.2,1998,2206,NDPU
UKR,People's Movement of Ukraine,1990,1998,9.7,1998,2207,Rukh
UKR,Social Democratic Party of Ukraine (United),2002,2002,6.5,2002,2210,SDPU(O)
UKR,Socialist Party of the Ukraine,1998,2006,8.8,1998,2211,SPU
UKR,For a United Ukraine!,2002,2002,12.3,2002,2224,ZYU
UKR,Party of Greens of Ukraine,1990,1998,5.6,1998,2226,PZU
UKR,Yulia Tymoshenko Bloc,2002,2012,32.1,2007,2228,BYuT
CZE,Tradition Responsibility Prosperity 09,2010,2013,16.7,2010,223,TOP09
UKR,Our Ukraine – People's Self-Defense Bloc,2002,2007,24.5,2002,2231,NUNS
UKR,Party of Regions,2006,2012,35.9,2007,2234,PR
RUS,Agrarian Party of Russia,1993,1993,8,1993,2235,APR
RUS,Communist Party ot the Russian Federation,1993,2011,24.8,1999,2236,KPRF
RUS,Democratic Party of Russia,1993,1993,5.5,1993,2238,DPR
ISL,Citizens' Movement,2009,2009,7.2,2009,224,B
RUS,Fatherland – All Russia,1999,1999,13.6,1999,2240,OVR
RUS,Unity,1999,1999,23.8,1999,2242,Y
RUS,Just Russia,2007,2011,13.5,2011,2244,SR
RUS,Liberal Democratic Party of Russia,1993,2011,22.9,1993,2245,LDPR
RUS,Motherland -- National Patriotic Union,2003,2003,9.2,2003,2246,Rodina
RUS,Our Home - Russia,1995,1995,10.3,1995,2247,NDR
RUS,Party of Russian Unity and Accord,1993,1993,6.7,1993,2249,PRES
BRA,Brazilian Social Democracy Party,1990,2014,17.5,1998,225,PSDB
RUS,"Russian United Democratic Party ""Yabloko""",1993,1999,7.9,1993,2252,Yabloko
RUS,Russia’s Democratic Choice,1993,1993,15.5,1993,2253,DVR
RUS,Union of Right Forces,1999,1999,8.7,1999,2255,SPS
RUS,United Russia,2003,2011,65,2007,2256,YR
RUS,Women of Russia,1993,1993,8.1,1993,2257,ZR
MDA,Party Alliance Our Moldova,2009,2009,7.4,2009,2259,AMN
SVK,Slovak Democratic Coalition,1998,1998,26.3,1998,226,SDK
MDA,Party of Communists of the Republic of Moldova,1998,2014,50.1,2001,2260,PCRM
MDA,Party of Democratic Forces,1998,1998,8.8,1998,2261,PFD
MDA,Agrarian Democratic Party of Moldova,1994,1994,43.2,1994,2262,PDAM
MDA,Bloc of Peasants and Intellectuals,1994,1994,9.2,1994,2263,BTI
MDA,Christian Democratic People's Party,1994,2005,9.1,2005,2264,CDPP
MDA,Democratic Party of Moldova,2009,2014,15.8,2014,2265,PDM
MDA,Electoral Bloc Democratic Convention of Moldova,1998,1998,19.4,1998,2266,CDM
MDA,"Electoral Bloc ""Democratic Moldova""",2005,2005,28.5,2005,2267,BMD
MDA,"Electoral Bloc ""For a Democratic and Prosperous Moldova""",1998,1998,18.2,1998,2268,PMDP
MDA,Electoral Block 'Braghis Alliance',2001,2001,13.4,2001,2269,BEAB
MDA,Liberal Democratic Party of Moldova,2009,2014,29.4,2010,2271,PLDM
MDA,Liberal Party,2009,2014,14.7,2009,2272,PL
TUR,Nation Party,1965,1965,6.3,1965,228,MP
ITA,Civic Choice,2013,2013,8.3,2013,2281,SC
BEL,Belgian Labour Party,1894,1939,39.4,1925,2289,BWP-POB
IRL,Farmers' Party,1921,1927,12.1,1923,2292,FP
XKX,Democratic Party of Kosovo,2001,2014,34.3,2007,2294,PDK
XKX,Democratic League of Kosovo,2001,2014,45.7,2001,2295,LDK
XKX,Self-determination,2010,2014,13.6,2014,2296,VV!
ALB,Socialist Movement for Integration,2005,2013,10.5,2013,2297,LSI
AGO,People's Movement for the Liberation of Angola – Labour Party,1980,2012,100,1980,2298,MPLA
BGD,Bangladesh People's League,1973,2014,77.7,2008,2299,BAL
SVK,Association of Workers of Slovakia,1994,1994,7.3,1994,230,ZRS
BEN,Cowry Forces for an Emerging Benin,2007,2015,37.6,2007,2300,FCBE
BWA,Botswana Democratic Party,1965,2014,80.6,1965,2301,BDP
ZMB,Patriotic Front,2006,2011,38.4,2011,2302,PF
EGY,New Wafd Party,1984,2015,15.1,1984,2303,Wafd
IDN,Party of the Functional Groups,1971,2014,74.5,1997,2304,Golkar
KOR,[United] Democratic Party,2008,2012,36.5,2012,2305,MD
KOR,Liberty Forward Party / Advancement Unification Party,2008,2008,6.8,2008,2306,LFP/AUP
KOR,New World Party -- The Grand National Party,2000,2012,42.8,2012,2307,HD-SD
JAM,Jamaica Labour Party,1944,2011,100,1983,2308,JLP
JAM,People's National Party,1944,2011,66.7,2011,2309,PNP
GHA,National Democratic Congress,1992,2012,94.5,1992,2311,NDC
GHA,New Patriotic Party,1996,2012,55.6,2004,2312,NPP
NGA,All Nigeria People's Party,1999,2011,31.2,1999,2313,ANPP
MOZ,Liberation Front of Mozambique,1977,2014,100,1977,2314,FRELIMO
MOZ,Mozambican National Resistance,1994,2014,38.8,1999,2315,RENAMO
KEN,Kenya African National Union,1961,2002,100,1969,2316,KANU
MLI,Rally for Mali,2002,2013,33.3,2002,2319,RPM
CAN,Progressive Conservative Party of Canada,1945,2000,53.7,1958,232,PCP
MUS,Labour Party,1953,2014,60,1959,2320,PT
MNG,Democratic Party,1990,2012,45,1996,2321,AN
MNG,Mongolian People's [Revolutionary] Party,1951,2012,100,1954,2322,MAN
MAR,Socialist Union of Popular Forces,1977,2011,15.4,2002,2324,USFP
NER,Nigerien Party for Democracy and Socialism,1993,2011,33,2011,2325,PNDS
THA,Democrat Party,1946,2011,35.2,2011,2327,PP
TZA,Party of the Revolution,1980,2015,100,1980,2328,CCM
SEN,Senegalese Democratic Party,1978,2012,69.2,2007,2329,PDS
PHL,Liberal Party,1946,2013,64.1,1949,2330,PLP
NAM,South West Africa People's Organization,1989,2014,80,2014,2331,SWAPO
ZMB,Forum for Democracy and Development,2001,2001,15.6,2001,2332,FDD
ZMB,Movement for Multi-party Democracy,1991,2011,74.8,1991,2333,MMD
ZMB,United National Independence Party,1962,2001,100,1973,2334,UNIP
ZMB,United Party for National Development,2001,2011,23.9,2001,2335,UPND
BWA,Botswana National Front,1969,2009,37.1,1994,2336,BNF
BWA,Botswana Congress Party,1999,2014,20.4,2014,2337,BCP
BGD,Islam Conference Bangladesh,1991,1991,6.1,1991,2340,JEB
BGD,National Party (Ershad),1986,2014,83.9,1988,2341,JD
AGO,National Union for the Total Independence of Angola,1992,2012,34.1,1992,2343,UNITA
TZA,Party for Democracy and Progress,1995,2015,31.8,2015,2344,Chadema
TZA,Civic United Front,1995,2015,14.2,2005,2345,CCW
SRB,New Serbia,2014,2014,,2014,2346,NS
GEO,Christian Democratic Movement,2008,2008,8.6,2008,2349,KDM
ISR,Israel is Our Home,2006,2015,11.7,2009,235,YB
NER,National Movement for the Development of Society,1989,2011,100,1989,2350,MNSD-N
NER,Nigerien Alliance for Democracy and Progress,1993,2011,15.3,1993,2351,ANDP
NER,Democratic and Social Convention,1993,2004,29.7,1995,2352,CDS
NGA,Action Congress of Nigeria,2007,2011,18.4,2011,2353,ACN
NGA,People's Democratic Party,1999,2015,71.9,2007,2354,PDP
NAM,United Democratic Front,1989,1989,5.7,1989,2355,UDF
NAM,Democratic Turnhalle Alliance,1978,2004,82.2,1978,2356,DTA
NAM,Congress of Democrats,1999,2004,9.9,1999,2358,CD
KEN,Party of National Unity,2007,2007,20.8,2007,2359,PNU
KEN,Orange Democratic Movement,2007,2013,47.8,2007,2360,ODM
KEN,Wiper Democratic Movement – Kenya,2007,2013,9,2013,2362,WDM-K
BEN,Democratic Renewal Party,1991,2015,21.5,2007,2365,PRD
BEN,G13 Baobab Alliance,2011,2011,5.9,2011,2366,G-13
BEN,Social Democratic Party,1991,1999,9.3,1999,2368,PSD
LTU,Order and Justice – Liberal Democratic Party,2004,2012,12.7,2008,237,TT-LDP
EGY,National Democratic Party,1976,2010,86.7,2000,2370,HDW
EGY,Muslim Brotherhood,1987,1987,,1987,2371,MB
THA,Thai Nation Party / Chart Thai Party,1975,2007,23.8,1983,2373,PCT
THA,People's Power Party,2007,2007,39.6,2007,2376,PPP
THA,Motherland Party,2007,2007,5.6,2007,2377,PPD
SEN,Alliance of the Forces of Progress,2001,2001,16.1,2001,2379,AFP
SEN,Socialist Party / Senegalese Progressive Union,1959,2001,100,1968,2380,PS / UPS
SEN,And-Jëf / African Party for Democracy and Socialism,1998,1998,4.9,1998,2382,AJ/PADS
PAK,Pakistan Peoples Party,1970,2013,60.1,1977,2383,PPP
PAK,Pakistan Muslim League (Nawaz ),1993,2013,48.6,2013,2384,PML(N)
PAK,Pakistan Muslim League (Quaid e Azam Group),2002,2008,25.7,2002,2385,PML(Q)
PAK,Muttahida Quami Movement /Worship of the Real Group,1990,2013,7.4,2008,2387,MQM/HPG
PHL,Lakas – Christian Muslim Democrats,1992,2013,49,1998,2388,Lakas-CMD
PHL,Nacionalist Party,1907,2013,100,1938,2389,PNP
JPN,Left Wing Socialist Party,1952,1955,15.4,1955,239,LWSP
USA,People's Party,1892,1894,6.3,1892,2395,PP
LUX,Party of Peasants and Middle Classes,1931,1931,6.9,1931,2398,PPCM
LUX,Independent National Party,1919,1925,14.9,1922,2399,PNI
LUX,Independent People's Party,1918,1919,9.4,1918,2400,PPI
LUX,Democratic List,1937,1937,9.8,1937,2401,LD
ESP,Republican Action,1931,1933,1.1,1933,2413,AR
ITA,Italian People's Party,1919,1994,20.5,1919,2418,PPI
ITA,Radical Party,1904,1913,12.2,1913,2419,PRI
USA,Progressive Party (Roosevelt),1912,1914,8.7,1912,2425,PP
USA,Socialist Party of America,1912,1912,6.9,1912,2427,SPA
JPN,Seiyukai Club,1928,1932,58.2,1932,2439,RS
IRL,Irish Parliamentary Party,1918,1918,11.1,1918,2441,IPP
IRL,Society of the Gaels,1922,1933,39,1923,2442,CG
IRL,National Centre Party,1933,1933,9.2,1933,2443,NCP
IRL,Sinn Féin (Pro-Treaty),1921,1921,45.3,1921,2444,SF(T+)
MKD,New Social Democratic Party,2006,2006,6,2006,2447,NSDP
MKD,Union of Macedonia,1994,1994,29.5,1994,2448,SM
MKD,Liberal Party of Macedonia,1990,1990,14.7,1990,2449,LP
KOR,Our Party,2004,2004,38.3,2004,2452,Uri
ECU,Patriotic Society Party,2006,2013,18.6,2006,246,PSP
MUS,Mauritian Militant Movement,1976,2014,63.6,1982,2460,MMM
MUS,Mauritian Party of Xavier-Luc Duval,2000,2005,,2000,2461,PMXD
PHL,Partner of the Free Filipino,2007,2007,19.2,2007,2465,KAMPI
PHL,Nationalist People's Coalition,1992,2013,30.4,2001,2466,KMB
MNG,Civil Will-Green Party,2004,2012,5.5,2012,2468,IZN
ESP,Communist Party / United Left,1977,2011,10.8,1979,247,IU
ROU,People's Party – Dan Diaconescu,2012,2012,14,2012,2474,PP-DD
MLI,Sudanese Union – African Democratic Rally,1947,1992,100,1959,2475,US-RDA
MLI,Union for the Republic and Democracy,2007,2013,23.1,2007,2476,URD
MLI,"The Alliance for Democracy in Mali – Pan-African Party for Liberty, Solidarity and Justice",1992,2013,88.4,1997,2477,ADEMA-PASJ
MLI,National Congress for Democratic Initiative,1992,2002,9.4,2002,2478,CNID
MAR,Justice and Development Party,2002,2011,27.1,2011,2479,PJD
AUS,Lang Labour Party,1931,1940,14.4,1934,248,LLP
MAR,National Rally of Independents,1984,2011,17.2,1984,2480,RNI
MAR,Popular Movement,1970,2011,25,1970,2481,MP
MAR,Istiqlal / Independence Party,1963,2011,30,1963,2482,I
MYS,Pan-Malaysian Islamic Party,1959,2013,21.3,1959,2483,PAS
MYS,People's Justice Party,1999,2013,20.4,2013,2485,Keadilan
MYS,Democratic Action Party,1969,2013,21,1986,2486,DAP
BRA,Brazilian Communist Party,1945,1945,8.6,1945,2489,PCB
FIN,Liberal People's Party,1919,1972,12.8,1919,249,L
IND,Socialist Party,1998,2009,4.9,1998,2491,SP
IND,Telugu Desam Party,1999,1999,3.7,1999,2492,TDP
IND,All India Trinamool Congress,2014,2014,6.3,2014,2494,AITMC
IND,Janata Dal (United),2009,2009,3.7,2009,2498,JD(U)
IRL,Sinn Fein / We Ourselves,1918,1957,19,1918,2507,SF
ISL,Bright Future,2013,2013,8.2,2013,2517,BF
HRV,Kukuriku Coalition,2011,2011,40.4,2011,2522,KK
HRV,Croatian Party of Rights,1992,2003,7.1,1992,253,HSP
ARG,Front for Victory,2005,2015,51.4,2015,2530,FPV-PJ
ESP,Carlist Party,1933,1933,0,1933,2540,PC
KOR,United Progressive Party,2012,2012,10.3,2012,2543,UPP
KOR,United Liberal Party,1996,2000,16.2,1996,2545,ULD
KOR,Democratic Labour Party,2004,2008,13,2004,2546,DLP
KOR,Millenium Democratic Party,2000,2004,35.9,2000,2548,MDP
KOR,National Unification Party,1992,1992,17.4,1992,2549,NUP
MDA,Socialist Party of Moldova,1994,1994,,1994,2551,PSM
MDA,Party of Socialists of the Republic of Moldova,2014,2014,20.5,2014,2553,PSRM
IDN,Prosperous Justice Party / Welfare and Justice Party,2004,2009,7.9,2009,2556,PKS
IDN,National Mandate Party,1999,2009,7.3,1999,2557,PAN
IDN,United Development Party,1977,2009,29.3,1977,2558,PPP
IDN,National Awakening Party,1999,2014,12.6,1999,2559,PKB
CHL,Radical Party,1915,1969,30.5,1921,256,PR
IDN,Indonesian Democratic Party of Struggle,1999,2014,33.8,1999,2560,PDIP
IDN,Democratic Party,2004,2014,20.9,2009,2561,PD
LBN,Free Patriotic Movement,2005,2005,16.4,2005,2564,FPM
LBN,Progressive Socialist Party,1960,1996,6.3,1996,2565,PSP
LBN,Lebanese Phalanges Party,1960,1972,9.1,1968,2566,Kateab
EST,independent (Independents),1917,1990,42.6,1938,2567,indep
ALB,independent (Independent (Pavarur)),1923,1923,18.2,1923,2569,indep
SVK,Most-Hid,2010,2012,8.1,2010,258,MH
AUS,independent (Independent Federalist),1898,1898,7,1898,2586,indep
AZE,independent (Independents),1990,2015,48.2,2010,2593,indep
BLR,independent (Independent ex-Communist),2000,2000,85.5,2000,2603,indep
BEN,independent (Independents),1947,1957,12.1,1957,2611,indep
BOL,independent (Independents),1933,1949,20.9,1944,2615,indep
BGR,Bulgarian People's Union,2005,2005,5.2,2005,263,BNS
BGR,independent (Independent),1899,1901,18.9,1899,2633,indep
CHL,independent (Independent),1989,1989,21.6,1989,2639,indep
CYP,independent (Independents),1960,1960,5.2,1960,2652,indep
DNK,independent (no party affiliation),1909,1909,5.7,1909,2658,indep
EGY,independent (Independents),1926,2015,61.8,2015,2670,indep
GEO,independent (Independents),1992,1995,26.7,1992,2691,indep
GHA,independent (Independents),1951,1956,15.4,1954,2704,indep
GRC,independent (Independent),1905,1905,8.5,1905,2708,indep
GTM,independent (Independents),1953,1953,7.1,1953,2711,indep
HUN,independent (Independent),1920,1921,5.5,1921,2719,indep
IND,independent (Independent groupings),1930,1930,28.8,1930,2726,indep
IRL,independent (no party affiliation),1922,2011,12.2,2011,2735,indep
JAM,independent (IND),1944,1955,30.2,1944,2744,indep
JPN,independent (Independents),1890,1917,17.9,1904,2748,indep
BEL,Liberal Party [Party of Liberty and Progress],1880,1968,63.9,1880,275,LP-PL
KOR,independent (Independents),1948,1978,62.9,1950,2757,indep
LVA,independent (no party affiliation),1990,1990,10.3,1990,2766,indep
DNK,Communist Party of Denmark,1945,1947,12.5,1945,277,DKP
LBN,independent (Independents),1943,1972,80.5,1951,2770,indep
LTU,independent (no party affiliation),1990,1990,47.4,1990,2778,indep
MKD,independent (Independents),1994,1994,13.8,1994,2784,indep
MYS,independent (Independents),1959,2004,5.9,1974,2789,indep
MLT,independent (Ind),1945,1945,23.8,1945,2798,indep
MUS,independent (Independents),1953,1963,12.9,1953,2802,indep
BEL,Walloon Rally,1971,1974,6.7,1971,281,RW
MNG,independent (Independents),1990,2012,8.8,1990,2816,indep
JPN,New Frontier Party,1996,1996,28,1996,282,NFP
MNE,independent (elected members),1906,1906,81.6,1906,2820,indep
MAR,independent (Independents),1963,1977,66.2,1970,2825,indep
NAM,independent (Independents),1926,1926,15.4,1926,2835,indep
PRT,Unified Democratic Coalition,1987,2015,12.1,1987,284,CDU
NZL,independent (Independent),1881,1881,100,1881,2842,indep
NER,independent (Independent),1996,1996,6.1,1996,2849,indep
AUS,Liberal National Party of Queensland,2010,2013,9.1,2010,285,LNPQ
NGA,independent (Independents),1923,1964,100,1943,2854,indep
NIC,Constitutionalist Liberal Party,1936,2011,53.2,2001,286,PLC
PAK,independent (Independents),1970,2013,100,1985,2867,indep
PAN,independent (Independents),1972,1978,100,1972,2871,indep
PHL,independent (Independent),1928,1987,13.3,1987,2884,indep
POL,independent (Independents),1957,1985,16.1,1985,2888,indep
RUS,independent (Independents),1906,1984,26.8,1979,2897,indep
CHE,Social Democratic Party of Switzerland,1893,2015,30.8,1917,29,SP
PER,National Solidarity Party,2000,2000,4,2000,290,SN
BIH,Alliance of Independent Social Democrats,1998,2014,19.1,2006,292,SNSD
ZAF,independent (Independents),1910,1933,27.3,1933,2923,indep
ESP,independent (Independents),1933,1933,4.9,1933,2927,indep
LKA,independent (Independents),1947,1977,29.1,1947,2930,indep
SWE,independent (Independents),1881,1881,38.8,1881,2934,indep
TWN,independent (Independents),1969,1969,27.3,1969,2941,indep
TZA,independent (Independents),1960,1960,16.9,1960,2946,indep
THA,independent (Independents),1933,1983,100,1933,2951,indep
TUR,independent (Independents),1931,1969,9.5,1931,2956,indep
UKR,independent (Independents),1994,1994,54.9,1994,2960,indep
NLD,Party for Freedom,2006,2012,15.4,2010,298,PVV
ZMB,independent (Independents),1954,1959,45.7,1954,2984,indep
GEO,Georgian Dream – Democratic Georgia,2012,2012,55,2012,2988,KODS
HUN,Hungarian Socialist Workers' Party,1958,1985,81.7,1958,299,MSZMP
JPN,Japan Socialist Party / Social Democratic Party,1946,2005,33.1,1958,3,JSP/SDP
LUX,Democratic Party,1945,2013,22.2,1974,300,DP
GRC,Coalition of the Radical Left,2007,2015,35.5,2015,301,SYRIZA
BEL,Communist Party,1936,1949,12.7,1946,302,KPB-PCB
LVA,Christian Democratic Union,1993,1995,6.4,1995,304,KDS
TUR,Justice and Development Party,2002,2015,49.8,2011,306,AKP
CHE,Swiss People's Party,1919,2015,29.4,2015,308,SVP
SVN,Party of Miro Cerar / Modern Center Party,2014,2014,34.5,2014,3098,SMC
PRT,Portuguese Communist Party,1975,1983,18.2,1983,310,PCP
FRA,Republican-Socialist Party,1928,1936,7.6,1936,3102,PRS
MNE,Socialist People’s Party of Montenegro,1998,2012,36.1,1998,3104,SNP-CG
FRA,Popular Liberal Action,1898,1898,6.1,1898,3105,ALP
FRA,Independent Radicals,1902,1932,16.8,1902,3108,RI
SVK,Direction -- Social Democracy,2002,2012,44.4,2012,311,Smer – SD
ISR,Pensioners of Israel,2006,2006,5.9,2006,3121,Gil
ISR,The Movement,2013,2013,5,2013,3127,Hat
ISR,There is a Future,2013,2015,14.3,2013,3128,Yesh
ISR,Energy,1992,2003,9.6,1992,3131,Meretz
HRV,Croatian Labourists – Labour Party,2011,2011,5.1,2011,3143,CL-LP
FRA,Republican Union / Democratic Alliance,1881,1936,82.3,1881,3159,UR/AD
FRA,Left Republicans,1893,1936,29.7,1902,3160,GR
MNE,Serbian Radical Party,1992,2006,7.6,1992,3161,SSR
MNE,Democratic Party of Socialists of Montenegro,1990,2002,66.4,1990,3162,DPS
MNE,So that we live better -- Victory is Montenegro's -- (Democratic) List for European Montenegro -- Coalition for European Montenegro,1998,2012,51.9,2009,3163,DZB-PCG-KECG
