"ctr_n","ctr","pty_n","pty","yr_first","yr_last","pv1_share_max","pv1_share_max_yr","n_election","ctr_pty","abbr","name","name_english","name_other","comment","country"
"Bosnia and Herzegovina",70,"narodna stranka radom za boljitak",13,2006,2006,2.3,2006,1,70000013,"Za Boljitak","NARODNA STRANKA RADOM ZA BOLJITAK","People's Party Work for Betterment","","","BIH"
"Bosnia and Herzegovina",70,"partija demokratskog progresa republike srpske",15,2006,2006,2,2006,1,70000015,"PDP RS","PARTIJA DEMOKRATSKOG PROGRESA REPUBLIKE SRPSKE","Party of Democractic Progress of Serbia","","","BIH"
"Bosnia and Herzegovina",70,"savez nezavisnih socijaldemokrata - snsd - milorad dodik",18,2006,2006,19.1,2006,1,70000018,"SNSD","SAVEZ NEZAVISNIH SOCIJALDEMOKRATA - SNSD - MILORAD DODIK","Alliance of Independent Social Democrats - Milorad Dodik","","","BIH"
"Bosnia and Herzegovina",70,"socijaldemokratska partija bosne i hercegovine - socijaldemokrati bih",20,2006,2006,10.1,2006,1,70000020,"SDP","SOCIJALDEMOKRATSKA PARTIJA BOSNE I HERCEGOVINE - SOCIJALDEMOKRATI BIH","Social Democratic Party of Bosnia and Herzegovina","","","BIH"
"Bosnia and Herzegovina",70,"srpska demokratska stranka",22,2006,2006,7.7,2006,1,70000022,"SDS","SRPSKA DEMOKRATSKA STRANKA","Serbian Democratic Party","","","BIH"
"Bosnia and Herzegovina",70,"stranka demokratske akcije",25,2006,2006,16.9,2006,1,70000025,"SDA","STRANKA DEMOKRATSKE AKCIJE","Party of Democratic Action","","","BIH"
"Bosnia and Herzegovina",70,"stranka za bosnu i hercegovinu",27,2006,2006,15.5,2006,1,70000027,"Za BiH","STRANKA ZA BOSNU I HERCEGOVINU","Party for Bosnia and Herzegovina","","","BIH"
"Botswana",72,"botswana alliance movement",1,1999,2009,4.7,1999,3,72000001,"BAM","Botswana Alliance Movement","","","","BWA"
"Botswana",72,"botswana congress party",2,1999,2009,19.2,2009,3,72000002,"BCP","Botswana Congress Party","","","","BWA"
"Botswana",72,"botswana democratic party",3,1969,2009,76.6,1974,9,72000003,"BDP","Botswana Democratic Party","","","","BWA"
"Botswana",72,"botswana independence party",4,1969,1989,6,1969,5,72000004,"BIP","Botswana Independence Party","","","","BWA"
"Botswana",72,"botswana national front",5,1969,2009,37.1,1994,9,72000005,"BNF","Botswana National Front","","","","BWA"
"Botswana",72,"Botswana People’s Party",6,1969,2009,12.1,1969,8,72000006,"BPP","Botswana Peoples Party","","","","BWA"
"Botswana",72,"Independence Freedom Party",13,1994,1994,2.8,1994,1,72000013,"IFP","Independence Freedom Party","","","","BWA"
"Brazil",76,"partido comunista brasileiro",9,1986,2010,2.8,2010,7,76000009,"PC DO B","Partido Comunista do Brasil","","","","BRA"
"Brazil",76,"partido comunista brasileiro",10,1945,2010,8.6,1945,9,76000010,"PCB","Partido Comunista Brasileiro","","","","BRA"
"Brazil",76,"partido democrata cristão",14,1945,1990,5.5,1962,7,76000014,"PDC","Partido Democrata Cristão","","","","BRA"
"Brazil",76,"partido democrático social",16,1982,1990,43.2,1982,3,76000016,"PDS","Partido Democrático Social","","","","BRA"
"Brazil",76,"partido democrático trabalhista",17,1982,2010,10,1990,8,76000017,"PDT","Partido Democrático Trabalhista","","","","BRA"
"Brazil",76,"partido del frente liberal",19,1986,2006,17.7,1986,6,76000019,"PFL","Partido del Frente Liberal (changed name to Democratas: DEM in 2007)","","","","BRA"
"Brazil",76,"partido liberal",24,1945,2006,4.4,2006,11,76000024,"PL","Partido Liberal","","","","BRA"
"Brazil",76,"partido do movimiento democrático brasileiro",28,1982,2010,47.8,1986,8,76000028,"PMDB","Partido do Movimiento Democrático Brasileiro","","","","BRA"
"Brazil",76,"Partido Progressista",35,1994,2010,11.3,1998,5,76000035,"PP","Partido Progressita","","","","BRA"
"Brazil",76,"partido progressista reformador",37,1994,1994,9.2,1994,1,76000037,"PPR","Partido Progressista Reformador","","","","BRA"
"Brazil",76,"partido popular socialista",39,1994,2010,3.9,2006,5,76000039,"PPS","Partido Popular Socialista","","","","BRA"
"Brazil",76,"partido republicano",40,1945,1962,5.7,1958,5,76000040,"PR (1)","Partido Republicano","","","","BRA"
"Brazil",76,"Partido da República",41,2010,2010,7.5,2010,1,76000041,"PR (2)","Partido da República (founded 2006)","","","","BRA"
"Brazil",76,"partido da reconstrucao nacional",45,1990,1998,8.3,1990,3,76000045,"PRN","Partido da Reconstrucao Nacional","","","","BRA"
"Brazil",76,"partido de reedificação da ordem nacional",46,1990,2006,2.1,2002,5,76000046,"PRONA","Partido de Reedificação da Ordem Nacional","","","","BRA"
"Brazil",76,"partido socialista brasileiro",55,1950,2010,7,2010,11,76000055,"PSB","Partido Socialista Brasileiro","","","","BRA"
"Brazil",76,"partido social cristão",56,1986,2010,3.1,2010,7,76000056,"PSC","Partido Social Cristão","","","","BRA"
"Brazil",76,"partido social democrático",57,1945,2002,42.7,1945,10,76000057,"PSD","Partido Social Democrático","","","","BRA"
"Brazil",76,"partido da social democracia brasileiro",58,1990,2010,17.5,1998,6,76000058,"PSDB","Partido da Social Democracia Brasileiro","","","","BRA"
"Brazil",76,"partido social progressista",63,1947,1962,14.8,1947,5,76000063,"PSP","Partido Social Progressista","","","","BRA"
"Brazil",76,"partido social trabalhista",64,1950,2002,2.2,1950,7,76000064,"PST","Partido Social Trabalhista","","","","BRA"
"Brazil",76,"partido dos trabalhadores",67,1982,2010,18.4,2002,8,76000067,"PT","Partido dos Trabalhadores","","","","BRA"
"Brazil",76,"partido trabalhista brasileiro",68,1990,2010,4.7,2006,6,76000068,"PT DO B","Partido Trabalhista do Brasil","","","","BRA"
"Brazil",76,"partido trabalhista brasileiro",69,1945,2010,24.8,1962,14,76000069,"PTB","Partido Trabalhista Brasileiro","","","","BRA"
"Brazil",76,"partido trabalhista nacional",72,1950,2010,2.9,1950,5,76000072,"PTN","Partido Trabalhista Nacional","","","","BRA"
"Brazil",76,"partido verde",75,1994,2010,3.8,2010,5,76000075,"PV","Partido Verde","","","","BRA"
"Brazil",76,"uniao democratica nacional",76,1945,1962,32.5,1947,6,76000076,"UDN","Uniao Democratica Nacional","","","","BRA"
"Brazil",76,"Democratas",77,2010,2010,7.4,2010,1,76000077,"","Democratas","","","","BRA"
"Belize",84,"Christian Democratic Party",1,1961,1984,11.6,1961,2,84000001,"","Christian Democratic Party","","","","BLZ"
"Belize",84,"Corozal United Front",2,1974,1974,4.3,1974,1,84000002,"","Corozal United Front","","","","BLZ"
"Belize",84,"Honduran Independent Party",3,1957,1961,13.5,1957,2,84000003,"","Honduran Independent Party","","","","BLZ"
"Belize",84,"National Independence Party",5,1961,1969,40,1965,3,84000005,"","National Independence Party","","","","BLZ"
"Belize",84,"National Party",6,1954,1957,23,1954,2,84000006,"","National Party","","","","BLZ"
"Belize",84,"People’s United Party",11,1954,2012,65,1954,14,84000011,"","People’s United Party","","","","BLZ"
"Belize",84,"United Democratic Party",14,1974,2012,56.7,2008,9,84000014,"","United Democratic Party","","","","BLZ"
"British Virgin Islands",92,"National Democratic Party",2,2003,2011,53.1,2003,3,92000002,"","National Democratic Party","","","","VGB"
"British Virgin Islands",92,"People’s Patriotic Alliance",3,2011,2011,5.1,2011,1,92000003,"","People’s Patriotic Alliance","","","","VGB"
"British Virgin Islands",92,"Virgin Islands Party",4,2003,2011,50.8,2007,3,92000004,"","Virgin Islands Party","","","","VGB"
"Bulgaria",100,"Bulgarian Business Block",17,1991,2001,4.9,1997,4,100000017,"","Bulgarski Biznes Blok","Bulgarian Business Block","","","BGR"
"Bulgaria",100,"bulgarski zemedelski naroden suyuz - 'nikola petkov'",19,1991,2005,3.9,1991,3,100000019,"","Bulgarski zemedelski naroden suyuz - 'Nikola Petkov'","Bulgarian Agrarian National Union - 'Nikola Petkov'","","","BGR"
"Bulgaria",100,"bulgarski zemedelski naroden suyuz (edinen)",21,1991,1991,3.4,1991,1,100000021,"","Bulgarski zemedelski naroden suyuz (edinen)","Bulgarian Agrarian National Union (United)","","","BGR"
"Bulgaria",100,"Movement for Rights and Freedoms",30,1991,2009,11.9,2005,4,100000030,"","Dvizhenie za prava i svobodi","Movement for Rights and Freedoms","","","BGR"
"Bulgaria",100,"evrolevitsa",32,1997,1997,5.5,1997,1,100000032,"","Evrolevitsa","Euroleft","","","BGR"
"Bulgaria",100,"obedinenie na natsiyata - dvizhenie na onepravdanite",53,1994,1997,52.3,1997,2,100000053,"","Obedinenie na natsiyata - dvizhenie na onepravdanite","Alliance of the Nation - Movement of the Downtrodden","","","BGR"
"Bulgaria",100,"obedinenie za tsarya",55,1997,1997,7.6,1997,1,100000055,"","Obedinenie za tsarya","Alliance for the King","","","BGR"
"Bulgaria",100,"politicheski suyuz 'demokratichna alternativa za republikata'",68,1994,1997,3.8,1994,2,100000068,"","Politicheski suyuz 'Demokratichna alternativa za republikata'","Political Alliance ""Democratic Alternative for the Republic""","","","BGR"
"Bulgaria",100,"suyuz na demokratichnite sili",73,1991,1994,24.2,1994,2,100000073,"","Suyuz na demokratichnite sili","Union of Democratic Forces","","","BGR"
"Bulgaria",100,"suyuz na demokratichnite sili - tsentur",74,1991,1991,34.4,1991,1,100000074,"","Suyuz na demokratichnite sili - tsentur","Union of Democratic Forces - Centre","","","BGR"
"Bulgaria",100,"suyuz na demokratichniti sili - liberali",75,1991,1991,3.2,1991,1,100000075,"","Suyuz na demokratichniti sili - liberali","Union of Democratic Forces - Liberal","","","BGR"
"Bulgaria",100,"Coalition Simeon II",90,2001,2001,3.4,2001,1,100000090,"","","Coalition 'Simeon II'","","","BGR"
"Bulgaria",100,"Ataka Party",103,2005,2009,9.5,2009,2,100000103,"","","Ataka Party","","","BGR"
"Bulgaria",100,"Democrats for Strong BULGARIA (DSB)",109,2005,2005,6.4,2005,1,100000109,"","","Democrats for Strong Bulgaria","","","BGR"
"Bulgaria",100,"GERB",114,2009,2009,39.9,2009,1,100000114,"","","GERB","","","BGR"
"Bulgaria",100,"Lider",116,2009,2009,3.6,2009,1,100000116,"","","Lider","","","BGR"
"Bulgaria",100,"National Movement for Stability and Progress (former National Movement Simeon II)",119,2009,2009,3.7,2009,1,100000119,"","","National Movement for Stability and Progress (former National Movement Simeon II)","","","BGR"
"Bulgaria",100,"National Movement Simeon II (NMS)",121,2001,2005,42.7,2001,2,100000121,"","","National Movement Simeon II (NMS)","","","BGR"
"Bulgaria",100,"New Time (NV)",122,2005,2005,3,2005,1,100000122,"","","New Time (NV)","","","BGR"
"Bulgaria",100,"Order, Law, Justice",123,2009,2009,4.2,2009,1,100000123,"","","Order, Law, Justice","","","BGR"
"Cambodia",116,"cambodian people's party",1,2008,2008,58.1,2008,1,116000001,"","Kanakpak Pracheachon Kâmpuchéa (Khmer)","Cambodian Peoples' Party","","","KHM"
"Cambodia",116,"funcinpec",2,2008,2008,5.1,2008,1,116000002,"FUNCINPEC","Front Uni National pour un Cambodge Indépendant, Neutre, Pacifique, et Coopératif (French)","National United Front for an Independent, Neutral, Peaceful, and Cooperative Cambodia","","","KHM"
"Cambodia",116,"human rights party",4,2008,2008,6.6,2008,1,116000004,"","","Human Rights' Party","","","KHM"
"Cambodia",116,"norodom ranariddth party",9,2008,2008,5.6,2008,1,116000009,"","","Norodom Ranariddh Party","","","KHM"
"Cambodia",116,"sam rainsy party",10,2008,2008,21.9,2008,1,116000010,"","Kanakpak Sam Rangsee (Khmer)","Sam Rainsy Party","","","KHM"
"Cameroon",120,"rassemblement démocratique  du peuple camerounais",10,1997,2002,64.8,2002,2,120000010,"RDPC","Rassemblement Démocratique du Peuple Camerounais","Cameroon People’s Democratic Movement","","","CMR"
"Cameroon",120,"social democratic front",11,1997,2002,21.9,1997,2,120000011,"SDF","Social Democratic Front","Social Democratic Front","","","CMR"
"Cameroon",120,"union démocratique du cameroun",12,1997,2002,2.1,1997,2,120000012,"UDC","Union Démocratique du Cameroun","Cameroon Democratic Union","","","CMR"
"Cameroon",120,"union nationale pour la démocratie et le progrès",17,1997,2002,13.3,1997,2,120000017,"UNDP","Union Nationale pour la Démocratie et le Progrès","National Union for Democracy and Progress","","","CMR"
"Canada",124,"anti-confederate",5,1867,1867,7.9,1867,1,124000005,"","Anti-Confederate","","","","CAN"
"Canada",124,"bloc populaire canadien",7,1945,1945,3.3,1945,1,124000007,"","Bloc populaire canadien","","","","CAN"
"Canada",124,"bloc québécois",8,1993,2011,13.5,1993,7,124000008,"","Bloc Québécois","","","","CAN"
"Canada",124,"canadian alliance",11,2000,2000,25.5,2000,1,124000011,"","Canadian Alliance","","","","CAN"
"Canada",124,"conservative",21,1867,2011,48.3,1930,19,124000021,"","Conservative","","","","CAN"
"Canada",124,"conservative party of canada",23,2004,2008,37.7,2008,3,124000023,"","Conservative Party of Canada","","","","CAN"
"Canada",124,"co-operative commonwealth federation",26,1930,1958,15.6,1945,8,124000026,"","Co-operative Commonwealth Federation","","","","CAN"
"Canada",124,"government",37,1917,1917,56.9,1917,1,124000037,"","Government","","","","CAN"
"Canada",124,"green party of canada",38,1984,2011,6.8,2008,9,124000038,"","Green Party of Canada","","","","CAN"
"Canada",124,"labour",39,1900,1949,2.8,1921,13,124000039,"","Labour","","","","CAN"
"Canada",124,"labour progressive party",41,1945,1958,2.1,1945,5,124000041,"","Labour Progressive Party","","","","CAN"
"Canada",124,"liberal",42,1867,2011,51.2,1940,40,124000042,"","Liberal","","","","CAN"
"Canada",124,"liberal-conservative",49,1867,1911,16.3,1878,12,124000049,"","Liberal-Conservative","","","","CAN"
"Canada",124,"national government",56,1940,1940,29.2,1940,1,124000056,"","National Government","","","","CAN"
"Canada",124,"new democratic party",72,1962,2011,30.6,2011,17,124000072,"","New Democratic Party","","","","CAN"
"Canada",124,"opposition",75,1917,1917,38.8,1917,1,124000075,"","Opposition","","","","CAN"
"Canada",124,"patrons of industry",83,1896,1896,4.3,1896,1,124000083,"","Patrons of Industry","","","","CAN"
"Canada",124,"progressive",85,1921,1930,21.1,1921,4,124000085,"","Progressive","","","","CAN"
"Canada",124,"progressive conservative",88,1945,2000,53.7,1958,18,124000088,"","Progressive Conservative","","","","CAN"
"Canada",124,"ralliement créditiste",94,1965,1968,4.7,1965,2,124000094,"","Ralliement Créditiste","","","","CAN"
"Canada",124,"reconstruction party",95,1935,1935,8.8,1935,1,124000095,"","Reconstruction Party","","","","CAN"
"Canada",124,"reform party of canada",96,1988,1997,19.4,1997,3,124000096,"","Reform Party of Canada","","","","CAN"
"Canada",124,"social credit party of canada",100,1935,1988,11.9,1963,17,124000100,"","Social Credit Party of Canada","","","","CAN"
"Cape Verde",132,"aliança democrática para a mudança",1,2001,2001,6.1,2001,1,132000001,"ADM","Aliança Democrática para a Mudança","Democratic Alliance for Change","","","CPV"
"Cape Verde",132,"movimento para a democracia",2,1995,2011,57.4,1995,4,132000002,"MPD","Movimento para a Democracia","Movement for Democracy","","","CPV"
"Cape Verde",132,"partido africano da independência de cabo verde",3,1995,2011,52.2,2011,4,132000003,"PAICV","Partido Africano da Independência de Cabo Verde","African Party for the Independence of Cape Verde","","","CPV"
"Cape Verde",132,"partido da convergência democrática",4,1995,1995,7.4,1995,1,132000004,"PCD","Partido da Convergência Democrática","Party for Democratic Convergence","","","CPV"
"Cape Verde",132,"partido da renovação democrática",5,2001,2006,3.4,2001,2,132000005,"PRD","Partido da Renovação Democrática","Democratic Renovation Party","","","CPV"
"Cape Verde",132,"uniatildeo caboverdiana independente e democraacutetica",7,1995,2011,4.7,2011,3,132000007,"UCID","União Caboverdiana Independente e Democrática","Independent and Democratic Union of Cape Verde","","","CPV"
"Cayman Islands",136,"People’s Democratic Alliance",1,2005,2005,7.5,2005,1,136000001,"","People’s Democratic Alliance","","","","CYM"
"Cayman Islands",136,"People’s Progressive Movement",2,2005,2009,41.1,2005,2,136000002,"","People’s Progressive Movement","","","","CYM"
"Cayman Islands",136,"United Democratic Party",3,2005,2009,55.8,2009,2,136000003,"","United Democratic Party","","","","CYM"
"Cayman Islands",136,"West Bay Alliance",4,2005,2005,12.1,2005,1,136000004,"","West Bay Alliance","","","","CYM"
"Sri Lanka",144,"citizen's front",6,2000,2000,3.3,2000,1,144000006,"","Puravesi Peramuna","Citizen's Front","","","LKA"
"Sri Lanka",144,"national heritage party",21,2004,2004,6,2004,1,144000021,"","Jathika Hela Urumaya","National Heritage Party","","","LKA"
"Sri Lanka",144,"national unity alliance",23,2000,2000,2.3,2000,1,144000023,"","Jathika Sahayogitha Sandhanaya","National Unity Alliance","In 2000, Sri Lanka Muslim Congress contested with the People's Alliance in two districts (Ampara and Trincomalee) and with the National Unity Alliance in all other districts.","","LKA"
"Sri Lanka",144,"people's liberation front",31,2000,2001,9.3,2001,2,144000031,"","Janatha Vimukthi Peramuna","People's Liberation Front","","","LKA"
"Sri Lanka",144,"sri lanka freedom party",37,1989,1989,31.9,1989,1,144000037,"","Sri Lanka Nidahas Peramuna","Sri Lanka Freedom Party","","","LKA"
"Sri Lanka",144,"sri lanka muslim congress",39,1989,2004,3.6,1989,4,144000039,"","Sri Lanka Muslim Kongrasaya (SLMC)","Sri Lanka Muslim Congress","In 2001, Sri Lanka Muslim Congress contested separately in three districts (Ampara, Batticaloa and Jaffna) and with the United National Front in all other districts; In 2004, the Sri Lanka Muslim Congress contested separately in four districts (Ampara, Batticaloa, Jaffna and Trincomalee) and with the United National Front in all other districts.","","LKA"
