"ctr_n","ctr","pty_n","pty","yr_first","yr_last","pv1_share_max","pv1_share_max_yr","n_election","ctr_pty"
"St. Vincent and the Grenadines",670,"Eighth Army of Liberation",2,1951,1951,70.4,1951,1,670000002
"St. Vincent and the Grenadines",670,"Junta-Mitchell/Sylvester Faction from PPP",3,1974,1974,16.4,1974,1,670000003
"St. Vincent and the Grenadines",670,"Movement for National Unity",4,1984,1994,17.4,1994,3,670000004
"St. Vincent and the Grenadines",670,"New Democratic Party",5,1979,2010,66.3,1989,8,670000005
"St. Vincent and the Grenadines",670,"People’s Political Party",7,1954,1979,49.4,1957,8,670000007
"St. Vincent and the Grenadines",670,"People’s Working Party",8,1998,2001,2.6,2001,2,670000008
"St. Vincent and the Grenadines",670,"Popular Labour Movement",9,1957,1957,15.2,1957,1,670000009
"St. Vincent and the Grenadines",670,"St. Vincent Labour Party",11,1957,1994,69,1974,10,670000011
"St. Vincent and the Grenadines",670,"United Labour Party",12,1998,2010,56.5,2001,4,670000012
"St. Vincent and the Grenadines",670,"United People’s Movement",13,1979,1989,13.5,1979,3,670000013
"St. Vincent and the Grenadines",670,"Workers’ Association",15,1951,1951,18,1951,1,670000015
"San Marino",674,"san marino progressive democratic party/ideas in movement/cd",1,1998,1998,18.6,1998,1,674000001
"San Marino",674,"party of democrats",3,2001,2001,20.8,2001,1,674000003
"San Marino",674,"san marino socialist party",4,1998,2001,24.3,2001,2,674000004
"San Marino",674,"new socialist party",5,2006,2006,5.4,2006,1,674000005
"San Marino",674,"party of socialists and democrats",6,2006,2008,31.8,2006,2,674000006
"San Marino",674,"popular alliance",7,2006,2008,12.1,2006,2,674000007
"San Marino",674,"sammarinese national alliance",9,2006,2006,2.3,2006,1,674000009
"San Marino",674,"we sammarinese",10,2006,2006,2.5,2006,1,674000010
"San Marino",674,"centre democrats",11,2008,2008,2.5,2008,1,674000011
"San Marino",674,"sammarinese union of moderates",13,2008,2008,2.1,2008,1,674000013
"San Marino",674,"total for pact for san marino coalition",14,2008,2008,27.1,2008,1,674000014
"San Marino",674,"total for reforms and freedom coalition",15,2008,2008,22.9,2008,1,674000015
"San Marino",674,"popular alliance of san marino democrats",16,1998,2001,9.8,1998,2,674000016
"San Marino",674,"sammarinese christian democratic party/euro populars for san marino/arengo and freedom",17,2008,2008,16,2008,1,674000017
"San Marino",674,"sammarinese people",18,2006,2006,2.4,2006,1,674000018
"San Marino",674,"socialists for reform",19,1998,1998,4.2,1998,1,674000019
"Serbia",688,"Choice for a Better Life",4,2012,2012,23.1,2012,1,688000004
"Serbia",688,"Democratic Alternative",7,2003,2003,2.2,2003,1,688000007
"Serbia",688,"Democratic Party",9,2003,2007,23.1,2007,2,688000009
"Serbia",688,"Democratic Party of Serbia",10,2003,2012,18,2003,2,688000010
"Serbia",688,"Dveri for the Life of Serbia",11,2012,2012,4.5,2012,1,688000011
"Serbia",688,"For a European Serbia",12,2008,2008,39.3,2008,1,688000012
"Serbia",688,"G17 Plus",13,2003,2007,11.6,2003,2,688000013
"Serbia",688,"Let’s Get Serbia Moving",18,2012,2012,25.2,2012,1,688000018
"Serbia",688,"Liberal Democratic Party",19,2008,2008,5.4,2008,1,688000019
"Serbia",688,"Serbian Radical Party",32,2003,2012,30.1,2008,4,688000032
"Serbia",688,"Serbian Renewal Movement",33,2007,2007,3.4,2007,1,688000033
"Serbia",688,"Serbian Renewal Movement-New Serbia",34,2003,2003,7.8,2003,1,688000034
"Serbia",688,"Socialist Party of Serbia",37,2003,2007,7.7,2003,2,688000037
"Serbia",688,"Turnover",39,2012,2012,6.8,2012,1,688000039
"Serbia",688,"United Regions of Serbia",40,2012,2012,5.8,2012,1,688000040
"Seychelles",690,"seychelles national partyÊ",1,2007,2007,43.8,2007,1,690000001
"Seychelles",690,"seychelles people's progressive front",2,2007,2007,56.2,2007,1,690000002
"Sierra Leone",694,"all people's congress",1,2007,2007,38.2,2007,1,694000001
"Sierra Leone",694,"coalition peoples party",2,2007,2007,6.2,2007,1,694000002
"Sierra Leone",694,"people's movement for democratic change",5,2007,2007,11.9,2007,1,694000005
"Sierra Leone",694,"sierra leone people's party",6,2007,2007,38.4,2007,1,694000006
"Sierra Leone",694,"united national people's party",7,2007,2007,3.6,2007,1,694000007
"Singapore",702,"national solidarity party",2,1988,1997,7.3,1991,3,702000002
"Singapore",702,"people's action party",3,1963,2006,86.7,1968,11,702000003
"Singapore",702,"singapore democratic party",4,1980,2006,12,1991,7,702000004
"Singapore",702,"singapore people's party",5,1997,1997,2.3,1997,1,702000005
"Singapore",702,"workers' party",6,1963,2006,16.3,2006,11,702000006
"Singapore",702,"barisan sosialis",8,1963,1984,33.2,1963,5,702000008
"Singapore",702,"justice party singapore",11,1984,1991,2.9,1988,3,702000011
"Singapore",702,"people's front",14,1972,1976,3,1972,2,702000014
"Singapore",702,"pertubohan kebangsaan melayu singapura",15,1972,1991,2.1,1980,6,702000015
"Singapore",702,"singapore alliance",19,1963,1963,8.4,1963,1,702000019
"Singapore",702,"singapore united front",24,1984,1984,10,1984,1,702000024
"Singapore",702,"united front",25,1976,1980,6.7,1976,2,702000025
"Singapore",702,"united national front",26,1972,1972,7.3,1972,1,702000026
"Singapore",702,"united people's front",27,1976,1988,4.4,1980,4,702000027
"Singapore",702,"united people's party",28,1963,1963,8.4,1963,1,702000028
"South Africa",710,"congress of the people",7,2009,2009,7.4,2009,1,710000007
"South Africa",710,"democratic alliance",8,2009,2009,16.7,2009,1,710000008
"South Africa",710,"inthaka freedom party",12,2009,2009,4.5,2009,1,710000012
"Zimbabwe",716,"Movement for Democratic Change",7,2005,2013,39.5,2005,3,716000007
"Zimbabwe",716,"Movement for Democratic Change-Tsvangirai",9,2008,2013,43.2,2008,2,716000009
"Zimbabwe",716,"Zimbabwe African National Union-Patriotic Front",22,2005,2013,63,2013,3,716000022
"Spain",724,"centro democratico y social",4,1982,2008,9.3,1986,5,724000004
"Spain",724,"convergencia i unio",8,1979,2011,5.1,1989,10,724000008
"Spain",724,"esquerra republicana de catalunya",9,1979,2011,2.5,2004,8,724000009
"Spain",724,"pacte democratic per catalunya",14,1977,1977,2.8,1977,1,724000014
"Spain",724,"partido comunista de espana",18,1977,1982,10.8,1979,3,724000018
"Spain",724,"partido popular",20,1989,2011,43.8,2000,7,724000020
"Spain",724,"partido socialista obrero espanol",23,1977,2011,48.3,1982,11,724000023
"Spain",724,"partido unido de alianza popular",24,1977,1977,8.2,1977,1,724000024
"Spain",724,"union de centro democratico",26,1977,1982,35.1,1979,3,724000026
"Spain",724,"partido dels socialistes de catalunya",183,2000,2011,6.6,2008,4,724000183
"Spain",724,"partido socialista obrero español de andalucia",224,2004,2008,4.4,2004,2,724000224
"Spain",724,"union progreso y democracia",261,2008,2011,4.7,2011,2,724000261
"Suriname",740,"Basispartij voor Vernieuwing en Democratie",3,2000,2000,3.2,2000,1,740000003
"Suriname",740,"Democratisch Alternatief '91",5,2000,2000,6.1,2000,1,740000005
"Suriname",740,"Democratisch Nationaal Platform",6,2000,2000,9.9,2000,1,740000006
"Suriname",740,"Hernieuwde Progressieve Partij",8,2000,2000,2.5,2000,1,740000008
"Suriname",740,"Nationale Democratische Partij",9,2005,2005,23.2,2005,1,740000009
"Suriname",740,"Naya Kadam",12,2000,2000,2.3,2000,1,740000012
"Suriname",740,"Partij voor Democratie en Ontwikkeling door Eenheid",14,2000,2010,5.1,2010,2,740000014
"Suriname",740,"Politieke Vleugel van de FAL",17,2000,2000,4.5,2000,1,740000017
"Sweden",752,"bondeförbundet",1,1917,1956,14.4,1936,12,752000001
"Sweden",752,"centerpartiet",2,1958,2006,24.5,1973,15,752000002
"Sweden",752,"folkpartiet",3,1936,1988,24.4,1952,17,752000003
"Sweden",752,"folkspartiet liberalerna",4,1991,1998,9.1,1991,3,752000004
"Sweden",752,"frisinnade folkpartiet",5,1924,2006,13.4,2002,5,752000005
"Sweden",752,"högerpartiet",6,1920,1968,29.4,1928,15,752000006
"Sweden",752,"jordbrukarnas riksförbund",7,1920,1920,6.2,1920,1,752000007
"Sweden",752,"kilbomskommunister",8,1924,1924,3.5,1924,1,752000008
"Sweden",752,"kristdemokratiska samhällspartiet",9,1988,1998,11.7,1998,4,752000009
"Sweden",752,"kristen demokratisk samlig",10,1964,2006,9.1,2002,4,752000010
"Sweden",752,"liberala",11,1911,1921,40.2,1911,6,752000011
"Sweden",752,"miljöpartiet de gröna",13,1988,2006,10.9,2006,6,752000013
"Sweden",752,"moderate party",14,1911,2006,37.7,1914,6,752000014
"Sweden",752,"moderata samlingspartiet",15,1970,1998,23.6,1982,10,752000015
"Sweden",752,"ny demokrati",16,1991,1991,6.7,1991,1,752000016
"Sweden",752,"socialistiska parti",17,1936,1936,4.4,1936,1,752000017
"Sweden",752,"sveriges kommunistiska parti",18,1921,1964,10.3,1944,12,752000018
"Sweden",752,"sveriges liberale parti",19,1924,1932,3.9,1924,3,752000019
"Sweden",752,"sveriges socialdemokratistiska arbatereparti",21,1911,2006,53.5,1940,31,752000021
"Sweden",752,"vänsterpartiet",22,1991,2006,12,1998,5,752000022
"Sweden",752,"vänsterpartiet kommunisterna",23,1968,1988,5.8,1988,8,752000023
"Sweden",752,"vänstersocialister",24,1917,1920,8,1917,2,752000024
"Switzerland",756,"auto-partei der schweiz",1,1987,1991,5.1,1991,2,756000001
"Switzerland",756,"evangelische konservative",5,1848,1893,13.8,1851,16,756000005
"Switzerland",756,"freie liste",7,1975,1979,4.9,1979,2,756000007
"Switzerland",756,"freiheitspartei der schweiz",8,1995,1995,4,1995,1,756000008
"Switzerland",756,"grün-alternativ",10,1987,1995,2.4,1987,3,756000010
"Switzerland",756,"grüne partei der schweiz",11,1983,1995,6.1,1991,4,756000011
"Switzerland",756,"gruppe der demokraten",12,1848,1928,14.6,1869,28,756000012
"Switzerland",756,"grütlianer",13,1919,1922,2.8,1919,2,756000013
"Switzerland",756,"katholische konservative",15,1848,1911,28.4,1887,22,756000015
"Switzerland",756,"kommunistische partei der schweiz",16,1922,1939,2.6,1939,6,756000016
"Switzerland",756,"konservativ-christlich soziale partei",17,1959,1967,23.3,1963,3,756000017
"Switzerland",756,"landesring der unabhängigen",18,1935,1995,9.2,1967,16,756000018
"Switzerland",756,"liberal-demokratische partei",20,1914,1959,7.4,1914,14,756000020
"Switzerland",756,"liberal-demokratische union der schweiz",21,1963,1975,2.4,1967,4,756000021
"Switzerland",756,"liberale partei der schweiz",22,1979,1995,3,1991,5,756000022
"Switzerland",756,"liberal-konservative",23,1848,1911,28.2,1866,22,756000023
"Switzerland",756,"nationale aktion gegen die Überfremdung von volk und heimat",24,1971,1987,3.2,1971,3,756000024
"Switzerland",756,"partei der arbeit der schweiz",25,1947,1995,5.2,1947,13,756000025
"Switzerland",756,"progressive organisationen der schweiz",27,1983,1991,2.2,1983,3,756000027
"Switzerland",756,"republikanische bewegung",29,1971,1987,4.1,1971,3,756000029
"Switzerland",756,"schweizer demokraten",30,1991,1995,3.4,1991,2,756000030
"Switzerland",756,"schweizerische bauern-, gewerbe- und bürgerpartei",31,1919,1967,16.1,1922,14,756000031
"Switzerland",756,"schweizerische christlich demokratische volkspartei",32,1971,1995,20.7,1979,7,756000032
"Switzerland",756,"schweizerische evangelische volkspartei",33,1959,1983,2.2,1971,6,756000033
"Switzerland",756,"schweizerische freisinnig-demokratische partei",34,1848,1995,60.6,1857,45,756000034
"Switzerland",756,"schweizerische konservative volkspartei",35,1914,1955,23.2,1955,13,756000035
"Switzerland",756,"schweizerische volkspartei",36,1971,1995,14.9,1995,7,756000036
"Switzerland",756,"sozialdemokratische partei der schweiz",37,1887,1995,31.8,1917,32,756000037
"Switzerland",756,"sozialpolitische gruppe",38,1931,1967,3.4,1943,10,756000038
"Thailand",764,"chart pattana",5,1992,1992,15.9,1992,1,764000005
"Thailand",764,"chart prachachon",6,1979,1979,4.4,1979,1,764000006
"Thailand",764,"chart prachathippatai",7,1983,1986,7.3,1983,2,764000007
"Thailand",764,"chart thai",9,1975,1992,19.4,1988,8,764000009
"Thailand",764,"ekaphap",11,1992,1992,2.9,1992,2,764000011
"Thailand",764,"issara",13,1979,1983,19.6,1983,2,764000013
"Thailand",764,"kaona",16,1983,1988,5.1,1986,3,764000016
"Thailand",764,"kaset sangkhom",17,1975,1979,7.1,1975,3,764000017
"Thailand",764,"khwamwang mai",23,1992,1992,22.3,1992,2,764000023
"Thailand",764,"kit prachakhom",27,1986,1988,6.1,1986,2,764000027
"Thailand",764,"kit sangkhom",28,1975,1992,24,1979,8,764000028
"Thailand",764,"muan chon",35,1986,1992,2,1986,4,764000035
"Thailand",764,"naew ruam sangkhomniyom",38,1975,1976,4.2,1975,2,764000038
"Thailand",764,"new siam",43,1969,1969,2.2,1969,1,764000043
"Thailand",764,"palang mai",47,1975,1986,7.1,1976,5,764000047
"Thailand",764,"palang prachachon",48,1975,1976,3.7,1976,2,764000048
"Thailand",764,"palangtham",54,1988,1992,18.2,1992,3,764000054
"Thailand",764,"prachachon",63,1988,1988,6,1988,1,764000063
"Thailand",764,"prachacornthai",66,1979,1992,8.5,1983,6,764000066
"Thailand",764,"prachathipat",72,1969,1992,51.9,1969,9,764000072
"Thailand",764,"puangchon chao thai",75,1983,1992,8,1988,4,764000075
"Thailand",764,"rassadorn",80,1975,1992,7.4,1986,6,764000080
"Thailand",764,"ruam thai",84,1979,1988,10.1,1988,3,764000084
"Thailand",764,"saha prachathai",87,1969,1969,35.9,1969,1,764000087
"Thailand",764,"saha prachathippatai",88,1986,1992,9.9,1986,3,764000088
"Thailand",764,"samakkidhamma",89,1992,1992,19.3,1992,1,764000089
"Thailand",764,"sangkhom chartniyom",92,1975,1976,8.5,1975,2,764000092
"Thailand",764,"sangkhomniyom haeng prathet thai",98,1975,1976,3,1975,2,764000098
"Thailand",764,"santichon",99,1975,1976,2,1975,2,764000099
"Thailand",764,"seritham",104,1979,1992,4,1979,2,764000104
"Thailand",764,"siam prachathippatai",110,1975,1983,5.1,1983,2,764000110
"Thailand",764,"tham sangkhom",121,1975,1979,17.9,1975,3,764000121
"Togo",768,"Action Committee for Renewal",1,2007,2007,8.4,2007,1,768000001
"Togo",768,"Rainbow Coalition",22,2013,2013,6.8,2013,1,768000022
"Togo",768,"Rally of the Togolese People",23,2007,2007,40.2,2007,1,768000023
"Togo",768,"Save Togo Group",25,2013,2013,32.4,2013,1,768000025
"Togo",768,"Union for the Republic",31,2013,2013,57.3,2013,1,768000031
"Togo",768,"Union of Forces for Change",32,2007,2013,37.8,2007,2,768000032
"Trinidad and Tobago",780,"Congress of the People",2,2007,2010,22.7,2007,2,780000002
"Trinidad and Tobago",780,"National Alliance for Reconstruction",7,1991,2002,24.5,1991,5,780000007
"Trinidad and Tobago",780,"People's National Movement",14,1991,2010,50.9,2002,7,780000014
"Trinidad and Tobago",780,"Team Unity",15,2001,2001,2.5,2001,1,780000015
"Trinidad and Tobago",780,"Tobago Organization of the People",18,2010,2010,2.1,2010,1,780000018
"Trinidad and Tobago",780,"United National Congress",20,1991,2010,51.7,2000,7,780000020
"Turkey",792,"democrat party",5,1950,2011,57.5,1954,6,792000005
"Turkey",792,"democratic left party",6,1987,2011,23.2,1999,6,792000006
"Turkey",792,"democratic party",7,1973,1977,11.9,1973,2,792000007
"Turkey",792,"democratic people's party",8,2002,2002,5.8,2002,1,792000008
"Turkey",792,"felicity party",10,2002,2011,2.4,2002,3,792000010
"Turkey",792,"freedom party",12,1957,1957,3.9,1957,1,792000012
"Turkey",792,"justice and development party",16,2002,2011,49.3,2011,3,792000016
"Turkey",792,"justice party",17,1961,1977,52.9,1965,5,792000017
"Turkey",792,"motherland party",20,1983,2002,45.8,1983,6,792000020
"Turkey",792,"national party",21,1950,2011,6.3,1965,8,792000021
"Turkey",792,"national salvation party",22,1973,1977,11.8,1973,2,792000022
"Turkey",792,"nationalist democracy party",24,1983,1983,23,1983,1,792000024
"Turkey",792,"nationalist movement party",25,1969,2011,17.7,1999,8,792000025
"Turkey",792,"nationalist work party",26,1987,1987,2.8,1987,1,792000026
"Turkey",792,"new turkey party",29,1961,2002,13.7,1961,4,792000029
"Turkey",792,"people's democracy party",33,1995,1999,4.4,1999,2,792000033
"Turkey",792,"people's party",34,1983,1983,30.1,1983,1,792000034
"Turkey",792,"republican nation party",38,1954,1957,7.1,1957,2,792000038
"Turkey",792,"republican peasant's nation party",39,1961,1965,14,1961,2,792000039
"Turkey",792,"republican people's party",40,1950,2011,41.4,1977,13,792000040
"Turkey",792,"republican trust party",41,1973,1977,5.3,1973,2,792000041
"Turkey",792,"social democratic people's party",43,1987,1991,25.4,1987,2,792000043
"Turkey",792,"true path party",46,1987,2011,27.4,1991,6,792000046
"Turkey",792,"turkey union party",47,1965,1977,3,1965,4,792000047
"Turkey",792,"trust party",48,1969,1969,6.6,1969,1,792000048
"Turkey",792,"union party",49,1969,1969,2.8,1969,1,792000049
"Turkey",792,"virtue party",50,1999,1999,15.3,1999,1,792000050
"Turkey",792,"welfare party",51,1987,1995,21,1995,3,792000051
"Turkey",792,"youth party",54,2002,2007,7.8,2002,2,792000054
"Turks and Caicos Islands",796,"People’s Democratic Movement",1,2007,2012,50.9,2012,2,796000001
"Turks and Caicos Islands",796,"Progressive National Party",3,2007,2012,60.8,2007,2,796000003
"Ukraine",804,"Communist Party of Ukraine",5,1998,1998,12.8,1998,1,804000005
"Ukraine",804,"Hromada",7,1998,1998,2.4,1998,1,804000007
"Ukraine",804,"Party of Greens of Ukraine",10,1998,1998,2.8,1998,1,804000010
"Ukraine",804,"People's Democratic Party",15,1998,1998,2.6,1998,1,804000015
"Ukraine",804,"People's Movement of Ukraine",16,1998,1998,4.9,1998,1,804000016
"Ukraine",804,"Progressive Socialist Party of Ukraine",17,1998,1998,2.1,1998,1,804000017
"Ukraine",804,"Social Democratic Party of Ukraine (United)",21,1998,1998,2.1,1998,1,804000021
"Macedonia",807,"Democratic Party of the Albanians",11,2002,2011,8.3,2008,4,807000011
"Macedonia",807,"Democratic Union for Integration",15,2002,2011,12.8,2008,3,807000015
"Macedonia",807,"National Democratic Party",31,2002,2006,2.2,2002,2,807000031
"Macedonia",807,"National Democratic Revival",32,2011,2011,2.7,2011,1,807000032
"Macedonia",807,"New Social Democratic Party",37,2006,2006,6.1,2006,1,807000037
"Macedonia",807,"Party for Democratic Prosperity",38,2002,2011,2.2,2002,3,807000038
"Macedonia",807,"Social Democratic Union of Macedonia",55,2006,2011,32.8,2011,2,807000055
"Macedonia",807,"Socialist Party of Macedonia",56,2002,2002,2.2,2002,1,807000056
"Macedonia",807,"VMRO-Democratic Party for Macedonian National Unity",62,2006,2011,48.8,2008,3,807000062
"Macedonia",807,"VMRO-People’s Party",64,2006,2011,6.1,2006,2,807000064
"UK",826,"anti-parnell nationalists",6,1892,1895,4.7,1892,2,826000006
"UK",826,"conservative party",27,1832,2010,54.1,1931,45,826000027
"UK",826,"conservatives (coalition)",28,1918,1918,31.6,1918,1,826000028
"UK",826,"home rule party",43,1874,1880,4.6,1874,2,826000043
"UK",826,"labour party",56,1900,2010,48.6,1951,29,826000056
"UK",826,"liberal democrat party",62,1992,2010,23,2010,5,826000062
"UK",826,"liberal unionists",64,1886,1910,12.5,1886,7,826000064
"UK",826,"liberal/labour alliance",65,1868,1910,2.7,1906,11,826000065
"UK",826,"liberals",66,1832,1987,77.9,1832,40,826000066
"UK",826,"liberals (coalition)",67,1918,1918,12.5,1918,1,826000067
"UK",826,"national liberals",82,1922,1945,10,1922,4,826000082
"UK",826,"nationalists",89,1885,1966,6.1,1885,19,826000089
"UK",826,"repealers",114,1832,1847,3.3,1832,3,826000114
"UK",826,"scottish national party",121,1929,2010,2.9,1974,21,826000121
"UK",826,"sinn féin",127,1918,2010,4.6,1918,12,826000127
"UK",826,"social democratic party",131,1910,2010,11.6,1983,6,826000131
"UK",826,"unionists",145,1886,1974,3.8,1924,23,826000145
"UK",826,"referendum",441,1997,1997,2.6,1997,1,826000441
"UK",826,"united kingdom independence party",458,1997,2010,3.1,2010,4,826000458
"Tanzania",834,"Chama cha Demokrasia na Maendeleo",1,2005,2005,8.3,2005,1,834000001
"Tanzania",834,"Chama cha Mapinduzi",3,2005,2005,69.8,2005,1,834000003
"Tanzania",834,"Civic United Front",4,2005,2005,14.3,2005,1,834000004
"Tanzania",834,"National Convention for Construction and Reform-Mageuzi",9,2005,2005,2.2,2005,1,834000009
"Tanzania",834,"Tanzania Labour Party",15,2005,2005,2.8,2005,1,834000015
"US",840,"adams republican",10,1823,1980,52.8,1826,15,840000010
"US",840,"american (know nothing)",31,1844,1861,60.4,1854,25,840000031
"US",840,"american labor",43,1936,2010,2.4,1942,11,840000043
"US",840,"anti monopoly",59,1874,1886,36.1,1874,3,840000059
"US",840,"anti-broderick democrat",63,1854,1854,3.5,1854,1,840000063
"US",840,"anti-democrat-fusion",64,1878,1878,2.8,1878,1,840000064
"US",840,"anti-federalist",66,1789,1998,15.1,1789,6,840000066
"US",840,"anti-lecompton democrat",68,1858,1858,4.1,1858,1,840000068
"US",840,"anti-mason",70,1828,1843,2.9,1830,6,840000070
"US",840,"coalition",137,1856,1856,2,1856,1,840000137
"US",840,"conservative (old)",156,1864,1874,51.5,1865,12,840000156
"US",840,"constitutional union",163,1860,1863,6.1,1860,3,840000163
"US",840,"constitutionalist",164,1806,1984,11,1808,3,840000164
"US",840,"democratic republican",186,1790,1835,100,1816,79,840000186
"US",840,"farmer-labor",212,1920,1942,17.6,1932,13,840000212
"US",840,"free soil",232,1847,1854,12.9,1848,17,840000232
"US",840,"fusion",244,1856,1998,11.9,1882,15,840000244
"US",840,"greenback",253,1874,1886,11.6,1878,13,840000253
"US",840,"greenback labor",255,1880,1884,2.4,1882,4,840000255
"US",840,"hard democrat",258,1854,1854,4.3,1854,1,840000258
"US",840,"independent democrat",292,1839,1962,6.5,1859,53,840000292
"US",840,"independent republican",324,1867,1990,2.7,1936,51,840000324
"US",840,"jacksonian",362,1824,1932,43.4,1828,24,840000362
"US",840,"liberal",402,1882,2002,2.2,1882,40,840000402
"US",840,"liberal republican",405,1870,1872,36.2,1872,3,840000405
"US",840,"liberty",410,1840,2010,3.2,1844,19,840000410
"US",840,"national american",441,1859,1859,6,1859,1,840000441
"US",840,"national progressive",447,1912,1934,2.6,1912,4,840000447
"US",840,"national republican",450,1824,1896,52.1,1833,24,840000450
"US",840,"national union",456,1865,1866,10.7,1865,2,840000456
"US",840,"opposition",488,1833,1860,41.6,1858,6,840000488
"US",840,"opposition democrat",489,1832,1859,17.5,1832,5,840000489
"US",840,"people's",506,1858,1976,7.4,1862,23,840000506
"US",840,"populist",529,1890,1992,4.5,1894,14,840000529
"US",840,"progressive",543,1910,2008,21,1912,22,840000543
"US",840,"prohibition",552,1870,1984,4.8,1886,81,840000552
"US",840,"readjuster",570,1880,1882,2.1,1882,2,840000570
"US",840,"redemption democrat",571,1843,1843,12.6,1843,1,840000571
"US",840,"reform",574,1874,2012,2.1,1874,12,840000574
"US",840,"modern republican",583,1854,2012,70.7,1863,181,840000583
"US",840,"socialist",616,1878,2010,10.6,1912,62,840000616
"US",840,"soft democrat",625,1854,1854,5.4,1854,1,840000625
"US",840,"southern rights democrat",629,1851,1862,28.4,1861,8,840000629
"US",840,"southern rights whig",630,1851,1851,6.8,1851,1,840000630
"US",840,"state rights",636,1833,1940,4.2,1851,4,840000636
"US",840,"state rights democrat",638,1826,1950,3.1,1831,14,840000638
"US",840,"state rights whig",639,1828,1859,13.8,1838,10,840000639
"US",840,"states rights",640,1861,1861,3.9,1861,1,840000640
"US",840,"union",692,1833,1942,2.6,1833,14,840000692
"US",840,"union (civil war)",693,1851,1865,93.7,1862,15,840000693
"US",840,"union and peace",694,1861,1861,2.9,1861,1,840000694
"US",840,"union democrat",695,1826,1861,22,1861,12,840000695
"US",840,"union republican",699,1861,1866,70,1864,12,840000699
"US",840,"union whig",701,1851,1853,3.3,1851,2,840000701
"US",840,"washington",734,1912,1918,5.3,1912,4,840000734
"US",840,"workingmen's party or league",760,1879,1912,21.8,1879,5,840000760
"US",840,"anti-bank",772,1832,1832,2,1832,1,840000772
"US",841,"Democrat",180,1980,1980,100,1980,1,841000180
"US",842,"modern Republican",583,1980,1980,100,1980,1,842000583
"US",843,"Democrat",180,1980,1980,21.6,1980,1,843000180
"US",843,"modern Republican",583,1980,1980,78.4,1980,1,843000583
"Uruguay",858,"Partido Colorado",7,1954,2009,50.5,1954,11,858000007
"Uruguay",858,"Partido Comunista",8,1954,1958,2.7,1958,2,858000008
"Uruguay",858,"Partido Demócrata Cristiano",11,1962,1984,18.3,1971,4,858000011
"Uruguay",858,"Partido Frente Amplio",13,1989,1994,30.6,1994,2,858000013
"Uruguay",858,"Partido Frente Izquierda de Liberación",15,1962,1966,5.7,1966,2,858000015
"Uruguay",858,"Partido Independiente",16,2004,2009,2.6,2009,2,858000016
"Uruguay",858,"Partido Intransigente",17,1984,2004,17.5,1984,2,858000017
"Uruguay",858,"Partido Nacional",27,1954,2009,49.7,1958,11,858000027
"Uruguay",858,"Partido Nacional Independiente",28,1954,1954,3.7,1954,1,858000028
"Uruguay",858,"Partido Nuevo Espacio",29,1994,1999,5.2,1994,2,858000029
"Uruguay",858,"Partido Por el Gobierno del Pueblo",33,1989,1989,9,1989,1,858000033
"Uruguay",858,"Partido Socialista",36,1954,1966,3.5,1958,3,858000036
"Uruguay",858,"Partido Unión Cívica",37,1984,1999,2,1984,3,858000037
"Uruguay",858,"Partido Unión Cívica del Uruguay",38,1954,1958,5,1954,2,858000038
"Uruguay",858,"Partido Unión Patriótica",39,1962,1984,2.3,1962,3,858000039
"Uruguay",858,"Unión Demócrata Reformista",44,1958,1958,2,1958,1,858000044
"Samoa",882,"Human Rights Protection Party",1,2006,2011,67.8,2011,2,882000001
"Samoa",882,"Samoa Party",2,2006,2006,3.6,2006,1,882000002
"Samoa",882,"Samoan Democratic United Party",4,2006,2006,25,2006,1,882000004
"Samoa",882,"Tautua Samoa Party",5,2011,2011,21.4,2011,1,882000005
"Zambia",894,"african national congress",1,1968,1968,25.4,1968,1,894000001
"Zambia",894,"forum for democracy and development",7,2001,2006,15.6,2001,2,894000007
"Zambia",894,"heritage party",8,2001,2006,7.6,2001,2,894000008
"Zambia",894,"movement for multiparty democracy",11,1991,2006,74,1991,4,894000011
"Zambia",894,"national citizens' coalition",12,2001,2001,2,2001,1,894000012
"Zambia",894,"national lima party",18,1996,1996,6.5,1996,1,894000018
"Zambia",894,"national party",19,1996,2001,7.3,1996,2,894000019
"Zambia",894,"patriotic front",23,2001,2006,23,2006,2,894000023
"Zambia",894,"united liberal party",27,2006,2006,2.4,2006,1,894000027
"Zambia",894,"united national independence party",28,1968,2001,73.2,1968,4,894000028
"Zambia",894,"united party for national development",29,2001,2006,23.8,2001,2,894000029
"Zambia",894,"zambia democratic congress",32,1996,1996,14.1,1996,1,894000032
"Zambia",894,"zambia republican party",34,2001,2001,5.5,2001,1,894000034
"Taiwan",1001,"minzhu jinbu dang",11,1986,2004,47.6,2004,7,1001000011
"Taiwan",1001,"qinmin dang",14,2001,2004,15.5,2001,2,1001000014
"Taiwan",1001,"taiwan tuanjie lianmeng",16,2001,2004,3.7,2001,2,1001000016
"Taiwan",1001,"xin dang",20,1995,2004,7.7,1995,4,1001000020
"Taiwan",1001,"zhongguo guomin dang",24,1986,2004,90.5,1986,7,1001000024
"Kosovo",1002,"Alliance for Future of Kosovo",1,2007,2010,11.1,2010,2,1002000001
"Kosovo",1002,"Democratic League of Dardania",7,2010,2010,2.1,2010,1,1002000007
"Kosovo",1002,"Democratic League of Kosovo",8,2007,2010,24.7,2010,2,1002000008
"Kosovo",1002,"Democratic Party of Kosovo",9,2007,2010,34.5,2007,2,1002000009
