country,partyfacts_id,name_short,name,name_english,left_right,year_first,year_last,share,share_year,tags
AUS,5453,NXT,Nick Xenophon Team,Nick Xenophon Team,-0.1,2013,2018,1.9,2016,"tags position: centre
tags ideology: social liberalism // populism // regionalism
tags used: 4"
AUS,1162,ONP,One Nation Party,One Nation Party,1.67,1997,2018,8.4,1998,"tags position: right-wing // far-right
tags ideology: [ ultranationalism ] // right-wing populism
tags used: 3"
AUS,1996,PUP,Palmer United Party,Palmer United Party,1.44,2013,2017,5.5,2013,"tags position: right-wing
tags ideology: [ australian nationalism ] // right-wing populism
tags used: 2"
AUS,7012,PUAP,Pauline's United Australia Party,Pauline's United Australia Party,1.31,2007,2010,1.1,2007,"tags position: right-wing
tags ideology: nationalism // [ protectionism ] // social conservatism
tags used: 3"
AUS,454,PP,Protectionist Party,Protectionist Party,-0.14,1889,1906,44.4,1901,"tags position: centre
tags ideology: social liberalism // [ protectionism ] // [ industrialisation ] // [ criticism of socialism ]
tags used: 2"
AUS,566,UAP,United Australia Party,United Australia Party,0.99,1931,1943,36.4,1931,"tags position: centre-right // right-wing
tags ideology: [ conservatism in australia ] // [ liberalism in australia ] // [ economic nationalism ] // anti-communism // [ monarchy of australia ]
tags used: 3"
AUS,1411,UVCP,United (Victorian) Country Party,United (Victorian) Country Party,0.74,1937,1937,3.4,1937,"tags position: centre-right
tags ideology: conservatism // agrarianism
tags used: 3"
AUT,599,BZO,Bündnis Zukunft Österreich,Alliance for the Future of Austria,1.36,2006,2018,10.7,2008,"tags position: centre-right // european social survey // right-wing
tags ideology: national conservatism // right-wing populism // euroscepticism
tags used: 6"
AUT,7711,ČSSD,Česká strana sociálně demokratická,Czech Social Democratic Party,-0.52,1878,1918,8.4,1907,"tags position: centre-left
tags ideology: social democracy // pro-europeanism
tags used: 3"
AUT,3678,CS,Christlichsoziale Partei,Christian Social Party,1.54,1881,1934,45,1923,"tags position: right-wing
tags ideology: social conservatism // [ catholic church and politics ] // [ austrian nationalism ] // [ antisemitism ] // right-wing populism // [ corporatism ]
tags used: 3"
AUT,1659,GRUENE,Die Grünen — Die grüne Alternative,The Greens — The Green Alternative,-0.66,1986,2018,12.4,2013,"tags position: centre-left // left-wing
tags ideology: green politics // [ ecofeminism ] // progressivism // pro-europeanism
tags used: 5"
AUT,2991,REKOS,Die Reformkonservativen,The Reform Conservatives,1.12,2013,2016,1.2,2014,"tags position: right-wing
tags ideology: conservatism // euroscepticism
tags used: 3"
AUT,8223,FP,Föderalistische Partei,Federalist Party,0.85,1861,1907,,,"tags position:
tags ideology: christian democracy // [ protectionism ] // national conservatism // federalism
tags used: 3"
AUT,463,FPO,Freiheitliche Partei Österreichs,Freedom Party of Austria,1.37,1949,2018,26.9,1999,"tags position: right-wing // time (magazine) // far-right // centre // centre-right
tags ideology: [ austrian nationalism ] // national conservatism // social conservatism // [ euractiv ] // right-wing populism // [ comparative european politics ] // [ opposition to immigration ] // [ bbc news ] // [ islamophobia ] // [ welfare chauvinism ] // euroscepticism
tags used: 9"
AUT,996,KPO,Kommunistische Partei Österreichs,Communist Party of Austria,-1.74,1945,2018,5.4,1945,"tags position: far-left
tags ideology: communism // socialism
tags used: 3"
AUT,1708,MARTIN,Liste Dr. Hans-Peter Martin,Hans-Peter Martin's List,0.38,2004,2018,2.8,2006,"tags position:
tags ideology: populism // euroscepticism // [ anti-globalization movement ]
tags used: 2"
AUT,6137,PILZ,Liste Peter Pilz,Peter Pilz List,-0.94,2017,2017,4.4,2017,"tags position: centre-left // left-wing
tags ideology: green politics // left-wing populism
tags used: 4"
AUT,7379,NSS,Národní strana // Staročeši,National Party // Old Czech Party,1.38,1848,1918,6.7,1891,"tags position: right-wing
tags ideology: national conservatism // [ national liberalism ]
tags used: 2"
AUT,7378,NSS/M,Národní strana svobodomyslná // Mladočeši,National Liberal Party // Young Czech Party,-0.22,1874,1918,9.2,1891,"tags position: centre // centre-left
tags ideology: [ national liberalism ]
tags used: 2"
AUT,1970,NEOS,NEOS — Das Neue Österreich,NEOS — The New Austria,0.25,2012,2018,5,2013,"tags position: centre
tags ideology: [ liberalism in austria ] // economic liberalism // pro-europeanism
tags used: 3"
AUT,1329,OVP,Österreichische Volkspartei,Austrian People's Party,0.7,1945,2018,49.8,1945,"tags position: centre-right // the guardian // associated press // right-wing // financial times
tags ideology: christian democracy // liberal conservatism
tags used: 7"
AUT,7712,RSZML,Republikánská strana zemědělského a malorolnického lidu,Czech Agrarian Party,0.74,1899,1918,5.7,1899,"tags position: centre-right
tags ideology: agrarianism // conservatism
tags used: 3"
AUT,1384,SPO,Sozialdemokratische Partei Österreichs,Social Democratic Party of Austria,-0.61,1888,2018,51,1979,"tags position: centre-left
tags ideology: social democracy
tags used: 2"
AUT,1971,TS,Team Stronach,Team Stronach,1.01,2012,2017,5.7,2013,"tags position: centre-right // right-wing
tags ideology: right-wing populism // economic liberalism // euroscepticism // populism
tags used: 6"
AUT,6044,VF,Vaterländische Front,Fatherland Front,1.49,1933,1938,,,"tags position: right-wing // far-right
tags ideology: conservatism // [ austrian nationalism ] // right-wing populism // [ catholic church and politics ] // [ christian nationalism ] // [ corporate statism ] // [ catholic social teaching ] // [ clerical fascism ]
tags used: 4"
AZE,1992,AXC,Azerbaycan Xalq Cebhesi,Azerbaijan Popular Front,0.85,1992,2018,11,2000,"tags position: centre-right
tags ideology: conservatism // anti-communism // [ anti-corruption ] // [ azerbaijani nationalism ]
tags used: 3"
AZE,1993,ACP,Azərbaycan Kommunist Partiyası,Azerbaijan Communist Party (1993),-2.24,1993,2018,6.3,2000,"tags position: far-left
tags ideology: communism // marxism-leninism
tags used: 3"
AZE,6223,AKP,Azərbaycan Kommunist Partiyası,Communist Party of Azerbaijan (1921),-2.16,1920,1991,100,1990,"tags position:
tags ideology: communism // marxism-leninism
tags used: 2"
AZE,5877,AUP,Azərbaycan Ümid Partiyası,Azerbaijan Hope Party,0.21,1993,2018,7.8,2016,"tags position: centre-right
tags ideology: liberalism
tags used: 2"
AZE,3628,MP,Müsavat Partiyası,Musavat Party (1911),0.09,1911,1923,68.2,1918,"tags position: centre
tags ideology: liberalism // civic nationalism // [ pan-turkism ] // [ pan-islamism ]
tags used: 3"
AZE,1995,YAP,Yeni Azerbaycan Partiyasi,New Azerbaijan Party,0.58,1992,2018,66.1,1995,"tags position: centre-right
tags ideology: [ azerbaijani nationalism ] // conservatism // [ statism ] // secularism
tags used: 3"
AZE,7050,Mu,[Yeni] Müsavat Partiyası,Equality Party / New Musavat,0.08,1989,2018,4,2005,"tags position: centre
tags ideology: liberalism // civic nationalism // [ pan-turkism ] // [ pan-islamism ]
tags used: 3"
BHS,3653,DNA,Democratic National Alliance,Democratic National Alliance,0.52,2011,2018,8.6,2012,"tags position:
tags ideology: economic liberalism // [ fiscal conservatism ] // populism
tags used: 2"
BHS,3652,FNM,Free National Movement,Free National Movement,0.51,1970,2018,57.6,1997,"tags position: centre-right
tags ideology: conservative liberalism
tags used: 2"
BHS,3284,PLP,Progressive Liberal Party,Progressive Liberal Party,-0.22,1953,2018,51.8,2002,"tags position: centre // centre-left
tags ideology: social liberalism // progressivism // populism
tags used: 5"
BHR,5914,AM,Al-Minbar Al-Taqdimy Progressive Democratic Tribune,Progressive Democratic Tribune,-1.81,2001,2018,3.3,2010,"tags position: far-left
tags ideology: communism // [ market socialism ] // [ arab nationalism ] // [ anti-globalization movement ] // [ anti-imperialism ]
tags used: 2"
BHR,5916,NDAS,National Democratic Action Society - Wa'ad,National Democratic Action Society,-1.28,2002,2018,4,2010,"tags position: left-wing
tags ideology: [ arab nationalism ] // left-wing nationalism // socialism // [ the daily telegraph ] // secularism
tags used: 4"
BGD,2299,BAL,Bangladesh Awami League,Bangladesh People's League,-0.89,1949,2018,73,1973,"tags position: centre-left
tags ideology: [ bengali nationalism ] // [ brill publishers ] // [ asian survey ] // [ liberal democracy ] // secularism // socialism
tags used: 3"
BGD,2340,JEB,Bangladesh Jamaat-e-Islami,Islam Conference Bangladesh,1.58,1941,2018,4.7,2008,"tags position: right-wing // far-right
tags ideology: [ islamism ] // [ islamic fundamentalism ] // [ islam and democracy ] // social conservatism // [ religious nationalism ]
tags used: 3"
BGD,3782,BNP,Bangladesh Jātīyotābādī Dol,Bangladesh Nationalist Party,1.14,1978,2018,41.4,2001,"tags position: centre-right // right-wing
tags ideology: [ bangladeshi nationalism ] // national conservatism // social conservatism // economic liberalism
tags used: 5"
BGD,8680,CPB,Communist Party of Bangladesh,Communist Party of Bangladesh,-2.25,1968,2018,1.2,1991,"tags position: far-left
tags ideology: communism // marxism-leninism
tags used: 3"
BGD,7759,GA,Grand Alliance,Grand Alliance,-0.39,2008,2018,87.7,2008,"tags position: centre-left
tags ideology: big tent
tags used: 2"
BGD,2341,JD,Jatiya Party (Ershad),National Party (Ershad),0.97,1986,2018,11.9,1991,"tags position: centre-right // right-wing
tags ideology: [ bangladeshi nationalism ] // social conservatism
tags used: 3"
BGD,3777,JSD,Jatiya Samajtantric Dal — Jasad,National Socialist Party,-1.29,1972,2018,6.7,1973,"tags position: left-wing
tags ideology: socialism
tags used: 2"
BGD,8568,KSP,Krishak Sramik Party,Farmer-People's Party,-0.5,1929,1958,,,"tags position: centre-left
tags ideology: [ feudalism ] // agrarianism // progressivism // populism // social democracy
tags used: 5"
BGD,8569,PML,Pakistan Muslim League,Pakistan Muslim League,0.6,1962,1971,,,"tags position:
tags ideology: conservatism // economic liberalism // [ fiscal conservatism ] // nationalism // [ centre ] // [ presidential system ] // [ parliamentary system ]
tags used: 3"
BGD,7519,WPB,Workers Party of Bangladesh,Workers Party of Bangladesh,-2.25,1980,2018,2.1,2014,"tags position: far-left
tags ideology: communism // marxism-leninism // [ anti-revisionism ]
tags used: 3"
BRB,3694,BLP,Barbados Labour Party,Barbados Labour Party,-0.61,1938,2018,64.9,1999,"tags position: centre-left
tags ideology: social democracy
tags used: 2"
BRB,3686,DLP,Democratic Labour Party,Democratic Labour Party,-0.6,1955,2013,59.4,1986,"tags position: centre-left
tags ideology: social democracy // republicanism
tags used: 3"
BLR,2033,AHPB,Abjadnanaja hramadzianskaja partyja Biełarusi,United Civic Party of Belarus,0.53,1995,2018,,,"tags position: centre-right
tags ideology: liberal conservatism // economic liberalism // pro-europeanism
tags used: 4"
BLR,2035,BSDP-H,Belarusskaya Social-Demokraticheskaya Partiya (Hromada),Belarusian Social Democratic Party (Assembly),-0.52,2005,2018,1,2004,"tags position: centre-left
tags ideology: social democracy // [ liberal democracy ] // pro-europeanism
tags used: 3"
BLR,2036,BPP,Belorusskaia patrioticheskaia partiia,Belarusian Patriotic Party,-1.01,1995,2018,1.7,2015,"tags position:
tags ideology: socialism // social conservatism // [ alexander lukashenko ]
tags used: 2"
BLR,7406,BSDP-NH,Biełaruskaja Sacyjal-Demakratyčnaja Partyja (Narodnaja Hramada),Belarusian Social Democratic Party (People's Assembly),-0.61,1996,2005,2.8,2004,"tags position: centre-left
tags ideology: social democracy // [ sustainable development ] // [ non-interventionism ]
tags used: 2"
BLR,7418,KPB,Kamunistyčnaja Partyja Bielarusi,Communist Party of Belarus,-2.24,1996,2018,4.3,2008,"tags position: far-left
tags ideology: communism // marxism-leninism // [ soviet patriotism ] // [ union state ] // [ alexander lukashenko ]
tags used: 3"
BLR,8376,KPB-B,Kommunisticheskaya Partiya (Bolsheviki) Belorussii,Communist Party (bolsheviks) of Byelorussia,-2.17,1918,1991,,,"tags position:
tags ideology: communism // marxism-leninism
tags used: 2"
BLR,2030,PKB,Partiya Komunistau Belaruskaya,"Party of Communists of Belarus / Belarusian Left Party ""A Just World""",-1.55,1991,2018,100,1990,"tags position: left-wing
tags ideology: communism // socialism // [ alexander lukashenko ]
tags used: 3"
BLR,3275,PBNF,Partyja BNF,Belarusian People's Front,0.86,1988,2018,12.4,1994,"tags position: centre-right // right-wing // rowman & littlefield
tags ideology: christian democracy // conservatism
tags used: 5"
BLR,7407,RPTS,Republican Party of Labour and Justice,Republican Party of Labour and Justice,-1.1,1993,2018,1.5,2012,"tags position: centre-left // left-wing
tags ideology: socialism // [ alexander lukashenko ]
tags used: 3"
BEL,528,AGL — Gr,Agalev — Groen,Agalev — Green,-0.66,1979,2018,7,1999,"tags position: centre-left // left-wing
tags ideology: green politics // progressivism // [ multiculturalism ] // pro-europeanism
tags used: 5"
BEL,480,BSP-PSB,Belgische Socialistische Partij // Parti Socialiste Belge,Belgian Socialist Party,-0.79,1946,1977,37.3,1954,"tags position: centre-left
tags ideology: social democracy // democratic socialism
tags used: 3"
BEL,2289,BWP-POB,Belgische Werkliedenpartij — Parti Ouvrier Belge,Belgian Labour Party,-0.88,1885,1940,39.4,1925,"tags position: centre-left // left-wing
tags ideology: social democracy // democratic socialism
tags used: 4"
BEL,622,CVP,Christelijke Volkspartij,Flemish Christian Peoples Party,0.36,1968,2001,26.2,1977,"tags position: centre // centre-right
tags ideology: christian democracy
tags used: 3"
BEL,604,CD&V,Christen-Democratisch en Vlaams,Christian Democrats and Flemish,0.36,2001,2018,13.2,2003,"tags position: centre // centre-right
tags ideology: christian democracy
tags used: 3"
BEL,6688,CSP,Christlische Soziale Partei: Europäische Volkspartei,Christian Social Party,0.36,1971,2018,3.6,1994,"tags position: centre // centre-right
tags ideology: christian democracy
tags used: 3"
BEL,1563,Ecolo,Écologistes Confédérés pour l'organisation de luttes originales,Confederated ecologists for the organisation of original struggles,-0.81,1979,2018,7.3,1999,"tags position: centre-left // left-wing
tags ideology: green politics
tags used: 3"
BEL,698,FDF,Front Démocratique des Francophones / DéFI,Democratic Front of Francophones,-0.04,1964,2018,5,1974,"tags position: centre // centre-right
tags ideology: regionalism // [ liberalism in belgium ] // social liberalism
tags used: 4"
BEL,191,FN,Front National,National Front,1.67,1985,2012,2.3,1995,"tags position: far-right
tags ideology: nationalism // [ opposition to immigration ]
tags used: 2"
BEL,3689,FP,Frontpartij,Front Party,-0.88,1919,1933,5.9,1929,"tags position: left-wing // far-right
tags ideology: [ flemish movement ] // [ autonomy ] // socialism // [ fascism ]
tags used: 3"
BEL,1892,KP//PC,Katholieke Partij // Parti catholique,Catholic Party,0.69,1869,1945,32.7,1939,"tags position: centre-right
tags ideology: [ belgian nationalism ] // christian democracy // conservatism
tags used: 3"
