country,name_short,name_english,year_first,year_last,share,share_year,party_id,partyfacts_id
DNK,DF,Danish Peoples Party,1998,2019,20.6,2015,1022,1022
IRL,CnT,Party of the Land,1943,1948,10.8,1944,1024,1024
BGR,BBB,Bulgarian Business Bloc,1997,1997,5.3,1997,1027,1027
CYP,EDEK,Movement for Social Democracy EDEK,1970,2016,11.4,1976,1028,1028
MKD,PDP,Party for Democratic Prosperity,1994,1998,19.3,1998,1033,1033
ROU,PSDR,Romanian Social Democratic Party,1946,2000,2.9,1992,1034,1034
GTM,PAN,National Advancement Party,1990,2003,34.3,1995,1035,1035
ISR,L,Likud-National Liberal Movement,1965,2019,37.1,1981,1036,1036
SVN,SsS,Socialist Party of Slovenia,1990,1990,5.4,1990,1037,1037
ZAF,DA,Democratic Alliance,2004,2019,22.2,2014,1038,1038
EST,EER,Estonian Greens,2007,2007,7.1,2007,1040,1040
CZE,KSC,Communist Party of Czechoslovakia,1925,1990,31.2,1946,1041,1041
LVA,LC,Latvian Way,1993,1998,32.4,1993,1043,1043
ITA,MpA,Movement for Autonomy,2008,2008,1.1,2008,1045,1045
NZL,LP,Labour Party,1911,2017,55.8,1938,1049,1049
HND,PUD,Democratic Unification Party,2001,2005,5.7,2005,1051,1051
ISR,YB,Israel for Immigration,1996,1999,5.7,1996,1053,1053
DDR,PDS,Party for Democratic Socialism,1990,1990,16.4,1990,1054,1054
IRL,FF,Fianna Fail – The Republican Party,1921,2016,51.9,1938,1055,1055
LVA,SC,Harmony Centre,2006,2018,28.4,2011,1056,1056
TUR,CHP,Republican Peoples Party,1927,2018,100,1927,1060,1060
ISR,MiHam / CP,Centre Party,1999,1999,5,1999,1061,1061
TUR,RP,Welfare Party,1987,1995,21.4,1995,1067,1067
NOR,Sp/Bp,Centre [Agrarian] Party,1921,2017,16.7,1993,1072,1072
ISR,YH,United Torah Judaism,2013,2019,6.1,2019,1075,1075
CYP,AKEL,Progressive Party of Working People,1960,2016,35,1960,1076,1076
SVK,SE,Coexistence,1994,1994,6,1994,1077,1077
NOR,NKP,Communist Party of Norway,1924,1953,11.9,1945,1079,1079
FIN,SKDL,Finish People's Democratic Union,1922,2015,23.5,1945,1096,1096
NZL,Greens,Green Party,1990,2017,11.1,2011,1099,1099
JPN,PPLF,Putting People's Lives First,2012,2012,5.7,2012,1100,1100
NLD,CHU,Christian Historical Union,1901,1971,10.9,1922,1102,1102
POL,UP,Labour Union,1993,1993,7.3,1993,1104,1104
ROU,UDMR / DAHR /  RMDSZ,Democratic Union of Hungarians in Romania / Democratic Alliance of Hungarians in Romania,1990,2016,7.5,1992,1105,1105
FRA,V,Greens,1993,2012,7.6,1993,1108,1108
JPN,JRP,Japan Renewal Party,1993,1993,10.1,1993,1109,1109
TWN,KMT,Nationalist Party,1969,2016,90.5,1986,1112,1112
LUX,AR/ADR,Action Committee Pensions / Alternative Democratic Reform Party,1989,2013,10.4,1999,1114,1114
POL,PO,Civic Platform,2001,2019,41.5,2007,1117,1117
NZL,NLP,New Labour Party,1990,1990,5.2,1990,1119,1119
ITA,PSDI,Italian Democratic Socialist Party,1948,1972,7.1,1948,1126,1126
ECU,PRIAN,Institutional Renewal Party of National Action,2002,2009,27.8,2006,1131,1131
DNK,RF,Justice Party / Single-Tax Party,1950,1957,8.2,1950,1134,1134
DEU,KPD,Communist Party of Germany,1924,1949,16.9,1932,1135,1135
LUX,Greng/GAP,The Greens,1984,2013,11.7,2009,1138,1138
AUS,EC-SA,Emergency Committee (SA),1931,1931,5.5,1931,1139,1139
EST,SDE-M,Social Democratic Party -- Moderates,1992,2019,17.1,2011,1150,1150
NGA,NRC,National Republican Convention,1992,1992,50.6,1992,1154,1154
CAN,SSC,Social Credit Party of Canada,1953,1974,11.9,1963,1156,1156
NLD,CDA,Christian Democratic Appeal,1977,2017,35.3,1989,1157,1157
GRC,DIMAR,Democratic Left,2012,2012,6.3,2012,1160,1160
AUS,ONP,One Nation Party,1998,1998,8.4,1998,1162,1162
BRA,PDS,Democratic Social Party,1982,1990,,1982,1163,1163
BIH,SDS,Serbian Democratic Party,1996,2014,24.2,1996,1166,1166
NOR,V,Liberal Party of Norway,1900,2017,56.9,1912,1173,1173
BGR,ODS,United Democratic Forces,1997,2005,49.1,1997,1183,1183
LTU,LCS,Center Union of Lithuania,1996,1996,8.7,1996,1185,1185
TUR,ANAP,Motherland Party,1983,2002,45.1,1983,1190,1190
LTU,LiCS,Liberal and Centre Union,2004,2008,9.2,2004,1193,1193
CHE,LdU,Independents Alliance,1939,1975,9.1,1967,1194,1194
BGR,DSB,Democrats for a Strong Bulgaria,2005,2014,6.4,2005,1195,1195
CRI,PUSC,Social Christian Unity Party,1986,2018,46.2,1990,1199,1199
CZE,VV,Public Affairs,2010,2010,10.9,2010,1202,1202
NOR,SF,Socialist People's Party,1965,1965,6,1965,1203,1203
DNK,V,Liberal Party,1901,2019,47.1,1903,1204,1204
IND,JD,Janata Dal,1989,1996,17.7,1989,1207,1207
ISL,So,Socialist Party,1942,1953,19.5,1946,1208,1208
AUS,AG,Australian Greens,2001,2019,11.8,2010,1209,1209
ARG,ARI,Support for an Egalitarian Republic,2001,2005,7.8,2005,1215,1215
ZAF,ANC,African National Congress,1994,2019,69.7,2004,1219,1219
MKD,DUI,Democratic Union for Integrations,2002,2016,14.2,2014,1220,1220
ITA,LN,North League,1992,2018,17.4,2018,1221,1221
BIH,SRS-RS,Serbian Radical Party of the Republika Srpska,1998,1998,6.9,1998,1222,1222
ISL,Ff,Liberal Party,2003,2007,7.4,2003,1224,1224
DOM,PLD,Dominican Liberation Party,1982,2016,46.4,2006,1225,1225
FIN,RKP,Swedish People's Party,1907,1999,13.5,1910,1229,1229
NLD,PvdA,Labour,1946,2017,33.8,1977,1234,1234
BOL,Podemos,Social and Democratic Power,2005,2005,28.6,2005,1238,1238
MEX,PT,Labor Party,2006,2018,3.9,2018,1241,1241
SVK,SDL,Party of the Democratic Left (1990),1994,1998,14.7,1998,1242,1242
PRY,PLRA,Authentic Radical Liberal Party,1967,2018,36.8,1993,1245,1245
FRA,RI,Independent Republicans,1967,1973,8.4,1968,1246,1246
CRI,PAC,Citizens' Action Party,2002,2018,25.3,2006,1247,1247
ESP,CDS,Democratic and Social Centre,1986,1989,9.3,1986,1248,1248
ISL,Ab,People's Alliance,1956,1995,22.9,1978,1249,1249
FRA,PCF,French Communist Party,1924,2012,28.6,1946,1251,1251
CRI,FA,Broad Front,2014,2014,13.1,2014,1252,1252
TUR,SHP,Social Democratic Populist Party,1991,1991,20.8,1991,1253,1253
POL,PL,Peasants Agreement,1991,1991,5.5,1991,1266,1266
ESP,UCD,Union of the Democratic Centre,1977,1982,35,1979,1271,1271
SWE,FP,The Liberals/The People’s Party,1936,2018,24.4,1952,1274,1274
POL,PZPR,Polish United Workers' Party,1952,1989,64.2,1952,1286,1286
IRL,FG,Fine Gael (Familiy of the Irish),1937,2016,39.2,1982,1288,1288
ZAF,NP,National Party,1915,1994,64.8,1977,1289,1289
LUX,PIE,Independents of the East,1925,1937,11.6,1934,1292,1292
HUN,FKgP,Independent Smallholders Party (1988),1944,1998,24.8,1944,1294,1294
LVA,LZP,Latvian Green Party,2002,2018,,2002,1296,1296
IND,INC,Indian National Congress,1934,2019,57.8,1945,1297,1297
EST,ERSP,Estonian National Independence Party,1992,1995,8.8,1992,1299,1299
FIN,SSDP,Social Democratic Party of Finland,1907,2019,47.3,1916,1303,1303
JPN,NCoP,National Cooperative Party,1946,1947,7,1947,1304,1304
ROU,PRM,Greater Romania Party,2000,2004,19.5,2000,1305,1305
PRT,CDS / PP,Democratic and Social Center / People's Party,1975,2011,16.8,1976,1308,1308
PRT,BE,Left Bloc,2005,2019,10.6,2015,1310,1310
CHE,A/FPS,Automobile Party / Freedom Party of Switzerland,1991,1991,5.1,1991,1311,1311
LVA,LTF,Popular Front of Latvia,1990,1990,68.2,1990,1315,1315
EST,EKo,Estonian Citizens,1992,1992,6.9,1992,1319,1319
GTM,DCG,Guatemalan Christian Democracy,1955,1999,38.6,1985,1322,1322
ISL,A,Social Democratic Party,1916,1995,22,1978,1325,1325
AUT,OVP,Austrian People's Party,1945,2019,49.8,1945,1329,1329
MEX,C/MC,Convergence / Citizens' Movement,2006,2018,6.1,2015,1331,1331
ESP,PSOE,Spanish Socialist Workers Party,1918,2019,48.3,1982,1338,1338
PRY,UNACE,National Union of Ethical Citizens,2003,2013,18.5,2008,1339,1339
BIH,KCD,Coalition for a United and Democratic Bosnia and Herzegovina,1998,1998,33.8,1998,1340,1340
ROU,PSD+PUR,National Union PSD+PUR,2004,2004,36.8,2004,1347,1347
CZE,OF,Civic Forum,1990,1990,49.5,1990,1349,1349
PAN,PRD,Democratic Revolutionary Party,1980,2019,49.3,2019,1351,1351
IRL,CnP,Republican Party,1948,1948,13.2,1948,1354,1354
VEN,PPT,Fatherland for All,2005,2010,6.8,2005,1356,1356
LTU,LLS,Liberal Union of Lithuania,2000,2000,17.2,2000,1357,1357
PRT,PPD/PSD,Popular Democratic Party / Social Democratic Party,1975,2019,51.6,1991,1359,1359
EST,SK,Independent Royalists,1992,1992,7.1,1992,1361,1361
NLD,SP,Socialist Party,2002,2017,16.6,2006,1363,1363
ARG,PS,Socialist Party,1912,2011,18.5,1934,1365,1365
CRI,PLN,National Liberation Party,1953,2018,64.7,1953,1367,1367
ITA,LU,The Union,2006,2006,,2006,1372,1372
ROU,PER,Romanian Ecologist Party,1992,2000,1.5,1996,1373,1373
DEU,CDU,Christian Democratic Union,1949,2017,39.7,1957,1375,1375
ISR,DASH,Democratic Movement for Change,1977,1977,11.6,1977,1380,1380
AUT,SPO,Social Democratic Party of Austria,1919,2019,51,1979,1384,1384
SVK,SaS,Freedom and Solidarity,2010,2016,12.1,2010,1386,1386
GBR,LD,Liberal Democrats,2017,2019,11.5,2019,1388,1388
NLD,KVP,Catholic Peoples Party,1946,1972,31.9,1963,1390,1390
ISL,Sam,Social Democratic Alliance,1999,2017,31,2003,1396,1396
ISR,AH,Labour Unity,1955,1961,8.2,1955,1398,1398
SVN,SD / ZLSD,Social Democrats / United List of Social Democrats,1990,2018,30.4,2008,1403,1403
ITA,PRC,Communist Refoundation Party,1992,2006,8.6,1996,1404,1404
ECU,UDC/DP,Christian Democratic Union / Popular Democracy,1984,2006,19,1998,1405,1405
HUN,MSZP,Hungarian Socialist Party,1990,2018,43.2,2006,1408,1408
HUN,KDNP,Christian Democratic People's Party,1947,2018,16.5,1947,1412,1412
GTM,EG,Encounter for Guatemala,2007,2011,6.2,2007,1413,1413
CHE,BDP,Conservative Democratic Party of Switzerland,2011,2011,5.4,2011,1415,1415
HND,PNH,National Party of Honduras,1923,2017,100,1936,1416,1416
URY,PC,Colorado Party,1916,2019,76.4,1917,1419,1419
TUR,HP,Populist Party,1983,1983,30.5,1983,1423,1423
BEL,VU,People's Union [Flemish Concentration],1965,1999,11.1,1971,1424,1424
CAN,BQ,Quebec Bloc,1993,2019,13.5,1993,1428,1428
HRV,HDZ,Croatian Democratic Union,1992,2016,45.2,1995,1431,1431
ISL,Bf,Citizens' Party (1987),1987,1987,10.9,1987,1433,1433
JPN,JLP,Japan Liberal Party,1946,1955,47.9,1952,1435,1435
DOM,PRD,Dominican Revolutionary Party,1962,2016,56.5,1962,1441,1441
ROU,PC / PUR,Conservative Party / Romanian Humanist Party,2000,2012,3.2,2012,1443,1443
DDR,CDU,Christian Democratic Union,1990,1990,40.8,1990,1446,1446
ISR,Mafdal,National Religious Party,1955,1996,9.9,1959,1447,1447
ECU,PRE,Ecuadorian Roldosist Party,1984,2009,20.4,1996,1450,1450
ROU,PUNR,Romanian National Unity Party,1992,1992,7.7,1992,1451,1451
BIH,SDA,Party of Democratic Action,1996,2018,38,1996,1454,1454
SLV,CD,Democratic Change,1991,1994,12.2,1991,1456,1456
ITA,PLI,Italian Liberal Party,1921,1968,7.1,1921,1461,1461
TUR,FP,Virtue Party,1999,1999,15.4,1999,1463,1463
ITA,UDN,National Democratic Union,1946,1946,6.8,1946,1464,1464
GRC,PASOK,Panhellenic Socialist Movement,1974,2019,48.1,1981,1468,1468
FRA,PRL,Republican Party of Liberty,1945,1946,13.3,1945,1473,1473
MEX,PRI,Institutional Revolutionary Party,1940,2018,99.4,1940,1474,1474
HRV,SDP,Social Democratic Party of Croatia,1992,2016,40.4,2011,1475,1475
LVA,ZRP,Zatlers' Reform Party,2011,2011,20.8,2011,1476,1476
FRA,PS,Socialist Party,1902,2017,36,1981,1478,1478
SVN,DS,Democratic Party of Slovenia,1992,1992,5,1992,1479,1479
VEN,PCV,Communist Party of Venezuela,1958,1958,6.2,1958,1483,1483
MLT,PDN,Democratic Nationalist Party,1962,1962,9.3,1962,1487,1487
ISR,ZK,General Zionists,1949,1959,16.2,1951,1489,1489
LTU,LVLS,Lithuanian Peasant [Popular/Greens] Union,2004,2016,22.5,2016,1490,1490
SVN,ZS,Greens of Slovenia,1990,1990,8.8,1990,1494,1494
ITA,FUQ,Front of the Ordinary Man,1946,1946,5.3,1946,1498,1498
DNK,RV,Danish Social-Liberal Party / Radical Liberal Party,1906,2019,27.2,1915,1507,1507
MKD,SDSM,Social Democratic Union of Macedonia,1998,2016,29.8,2002,1508,1508
JPN,K,Clean Government Party / New Komeito,1967,2017,14.8,2003,1515,1515
GBR,Lab,Labour,1906,2019,48.8,1951,1516,1516
ISL,Sfvm,Union of Liberals and Leftist,1971,1971,8.9,1971,1517,1517
ITA,PdL,Pole of Freedoms,1994,1994,,1994,1519,1519
ECU,MPD,Democratic People's Movement,1984,2013,8.2,1994,1521,1521
DNK,Enh,Red-Green Alliance,2011,2019,7.6,2015,1527,1527
NLD,LPF,Fortuyn List,2002,2003,17,2002,1528,1528
LVA,JL,New Era,2002,2010,23.9,2002,1531,1531
BRA,PFL,Liberal Front / Democrats,1986,2018,17.7,1986,1536,1536
NLD,GL,GreenLeft,1998,2017,9.1,2017,1537,1537
AUS,DLP,Democratic Labour Party,1955,1972,9.4,1958,1540,1540
ROU,UNPR,National Union for the Progress of Romania,2012,2012,2.4,2012,1541,1541
DEU,Linke,The Left,2009,2017,11.9,2009,1545,1545
DDR,SDP,Social Democratic Party,1990,1990,21.9,1990,1548,1548
CZE,SZ,Green Party,2006,2006,6.3,2006,1554,1554
PAN,MOLIRENA,Nationalist Republican Liberal Movement,1984,2019,20.2,1989,1555,1555
EST,EKK,Estonian Coalition Party,1992,1999,13.6,1992,1556,1556
ALB,PDR,New Democratic Party,2005,2005,7.4,2005,1558,1558
BEL,Ecolo,Confederated ecologists for the organisation of original struggles,1991,2019,7.3,1999,1563,1563
POL,PiS,Law and Justice,2001,2019,43.6,2019,1565,1565
POL,UW-PD,Freedom Union -- Democratic Party,1991,1997,13.4,1997,1566,1566
GBR,Con,Conservatives,1900,2019,55,1931,1567,1567
SVK,SZ-S,Green Party [in Slovakia],1994,1998,,1994,1569,1569
IND,AIADMK,All India Anna Dravidian Progress Federation,2014,2014,6.8,2014,1571,1571
COL,PCC,Colombian Conservative Party,1931,2018,100,1953,1577,1577
FRA,UDCA,Union for the Defence of Traders and Artisans -- Poujadists,1956,1956,11.7,1956,1580,1580
BEL,SPA/Spirit,Socialist Party Different / Social Liberal Party / Spirit,2003,2007,14.9,2003,1586,1586
LTU,LKP,Communist Party of Lithuania,1922,1990,34.1,1990,1587,1587
POL,LiD,Left and Democrats,2007,2007,13.2,2007,1588,1588
FRA,UMP,Union for a Popular Movement,2002,2017,39.5,2007,1595,1595
TWN,DDP,Democratic Progressive Party,1986,2016,44.1,2016,1596,1596
HUN,MIEP,Hungarian Justice and Life Party,1998,1998,5.5,1998,1597,1597
CHL,UDI,Independent Democratic Union,1989,2017,25.2,2001,1599,1599
PRT,PRD,Democratic Renewal Party,1985,1987,18.4,1985,1600,1600
DNK,FrP,Progress Party,1973,1994,15.9,1973,1601,1601
EST,KMU,Coalition Party and Rural Union,1995,1995,32.2,1995,1603,1603
MLT,MWP,Malta Workers' Party,1950,1953,23.2,1950,1604,1604
ZAF,CP,Conservative Party,1987,1989,31.3,1989,1609,1609
TUR,MHP,Nationalist Movement [Action] Party,1961,2018,18,1999,1610,1610
POL,KPN,Confederation for Independent Poland,1991,1993,7.5,1991,1615,1615
SVK,SDKU-DS,Slovak Democratic and Christian Union – Democratic Party,2002,2012,18.4,2006,1617,1617
SVN,NSi,New Slovenia -- Christian People's Party,1990,2018,14.5,1992,1618,1618
ITA,FI,Go Italy,1994,2006,29.4,2001,1626,1626
FRA,CNIP,National Centre of Independents and Peasants (Conservatives),1951,1962,20,1958,1629,1629
ZAF,IFP,Inkatha Freedom Party,1994,2004,10.5,1994,1630,1630
LVA,JP,New Era Party,1998,1998,7.3,1998,1632,1632
ITA,PdCI,Party of Italian Communists,2006,2006,2.3,2006,1635,1635
ALB,PBDN,Unity for Human Rights Party,2009,2009,1.2,2009,1636,1636
NIC,ALN,Nicaraguan Liberal Alliance,2006,2016,26.7,2006,1640,1640
DDR,DSU,German Social Union,1990,1990,6.3,1990,1645,1645
LUX,KPL,Communist Party of Luxembourg,1934,1989,16.9,1948,1647,1647
POL,PC,Centre Agreement,1991,1991,8.7,1991,1649,1649
HUN,LMP,Politics Can Be Different,2010,2018,7.5,2010,1650,1650
GRC,ANEL,Independent Greeks,2012,2012,7.5,2012,1651,1651
LVA,TKL-ZP,People's Movement for Latvia -- Siegerist Party,1995,1995,14.9,1995,1654,1654
ISR,Herut,Freedom Party,1949,1961,13.8,1961,1655,1655
CZE,SPR–RSČ,Coalition for Republic – Republican Party of Czechoslovakia,1992,1996,8,1996,1657,1657
URY,FA/EP,Broad Front / Progressive Encounter,1971,2019,51.7,2004,1658,1658
AUT,GRUENE,The Greens -- The Green Alternative,1994,2019,13.9,2019,1659,1659
GRC,LS/CA,People’s Association / Golden Dawn,2012,2015,7,2015,1660,1660
FRA,RGR,Rally of Republican Lefts,1946,1951,12.4,1946,1662,1662
BGR,KzB/BSP,Coalition for Bulgaria -- Democratic Left,1991,2017,43.5,1994,1665,1665
GTM,UNE,National Unity of Hope,2003,2019,22.8,2007,1668,1668
BIH,PDP,Party of Democratic Progress,2000,2006,6.4,2000,1673,1673
MKD,VMRO-DPMNE,Internal Macedonian Revolutionary Organization – Democratic Party for Macedonian National Unity,1994,2016,44.5,2014,1674,1674
BEL,SPA,Socialist Party Differently,1978,2019,14.9,1987,1680,1680
POL,BBWR,Non-Party Block for Supporting the Reforms,1993,1993,5.4,1993,1681,1681
FIN,SP / P,Finnish Party / True Finns,2011,2015,19.1,2011,1689,1689
HUN,Fidesz,Fidesz – Hungarian Civic Alliance,1990,2018,59.4,2018,1691,1691
ITA,MSI,Italian Social Movement / Italian Social Movement-National Right,1953,1992,8.7,1972,1696,1696
HUN,MDF,Hungarian Democratic Forum,1990,2006,24.7,1990,1697,1697
BOL,PPB-CN,Plan Progress for Bolivia -- National Convergence,2009,2009,26.9,2009,1700,1700
ITA,PPI,Italian People's Party,1994,1994,11.1,1994,1701,1701
LVA,LZS,Latvian Farmers' Union,1920,2018,17.8,1920,1702,1702
LVA,NA/TB/LNNK,National Alliance / For Fatherland and Freedom / LNNK,1998,2018,16.6,2014,1704,1704
PRT,APU,United People Alliance,1979,1985,19.3,1979,1705,1705
CZE,SN-VA,Mayors and Independents -- Your Option,2017,2017,5.2,2017,1707,1707
SLV,ARENA,Nationalist Republican Alliance,1982,2018,48.1,1988,1709,1709
ITA,RnP,Rose in the Fist,2006,2006,2.6,2006,1711,1711
POL,ROP,Movement for the Reconstruction of Poland,1997,1997,5.6,1997,1712,1712
ROU,PD,Democratic Party,1990,2004,66.3,1990,1715,1715
LVA,TSP,National Harmony Party,1993,1998,14.1,1998,1719,1719
ARG,UCR,Radical Civic Union,1912,2019,61.7,1928,1724,1724
CZE,KSCM,Communist Party of Bohemia and Moravia,1992,2017,18.5,2002,1728,1728
ALB,PSS,Socialist Party of Albania,1991,2017,56.2,1991,1729,1729
DEU,CSU,Christian Social Union,1949,2017,10.6,1976,1731,1731
ITA,Ulivo,The Olive Tree,1996,2006,31.3,2006,1737,1737
NIC,PRN,Nicaraguan Resistance Party,1996,1996,,1996,1738,1738
CAN,LP,Liberal Party of Canada,1900,2019,52,1904,1739,1739
TUR,DSP,Democratic Left Party,1987,1999,22.2,1999,1740,1740
PRT,AD,Democratic Alliance,1979,1980,44.9,1980,1742,1742
AUS,ACP-NPA,Australian Country Party / National Party of Australia,1922,2007,12.6,1922,1743,1743
LTU,LRLS,Liberals' Movement of the Republic of Lithuania,2008,2016,9.5,2016,1744,1744
JPN,LDP,Liberal Democratic Party,1958,2017,59,1958,1746,1746
ROU,PNT-CD,Christian-Democratic National Peasants' Party,1992,2012,24.2,1996,1750,1750
BEL,PA-PTB,Workers' Party of Belgium,2019,2019,8.6,2019,1753,1753
VEN,MVR,Fifth Republic Movement,1998,2005,60,2005,1754,1754
LVA,TP,People's Party,1998,2010,21.2,1998,1755,1755
CAN,RPC,Reform Party of Canada,1993,2000,25.5,2000,1757,1757
ITA,UDC,Union of Christian and Centre Democrats,2006,2008,6.8,2006,1758,1758
CHE,GPL,Green Liberal Party,2011,2019,7.8,2019,1759,1759
BIH,HDZ-BiH,Croatian Democratic Union of Bosnia and Herzegovina,1996,2018,14.1,1996,1760,1760
BGR,ONS,Union for National Salvation,1997,1997,7.6,1997,1765,1765
ITA,CCD,Christian Democratic Center,1994,1994,0,1994,1767,1767
POL,LPR,League of Polish Families,2001,2005,8,2005,1768,1768
SVN,LZJPS,Zoran Janković's List – Positive Slovenia,2011,2011,28.5,2011,1773,1773
FRA,droite,other right,1997,1997,6.6,1997,1776,1776
JPN,YP,Your Party,2012,2012,8.7,2012,1777,1777
LVA,LPP,Latvia's First Party,2002,2002,9.5,2002,1778,1778
PER,PPC,Christian People's Party,1978,2016,23.8,1978,1780,1780
FRA,PRG,Radical Party of the Left,1973,1973,,1973,1783,1783
LVA,LNNK,Latvian National Independence Movement,1993,1995,13.3,1993,1789,1789
ARG,PRO,Republican Proposal,2005,2019,21.4,2017,1790,1790
BGR,ATA,National Union Attack,2005,2013,9.4,2009,1793,1793
DEU,Zentrum,Centre Party,1903,1932,19.8,1903,1798,1798
LTU,NS,New Union (Social Liberals),2000,2004,19.6,2000,1800,1800
JPN,DPJ,Democratic Party of Japan,1996,2014,42.4,2009,1804,1804
CHE,KK/CVP,Catholic Conservative / Christian Democratic Peoples Party,1902,2019,23.4,1963,1808,1808
DEU,B90/Grue,Alliance 90 / Greens,1994,2017,10.7,2009,1816,1816
CYP,EK,European Party,2006,2006,5.8,2006,1817,1817
BRA,PL,Liberal Party,1990,2002,4.3,1990,1823,1823
NZL,NP,National Party,1938,2017,53.9,1951,1824,1824
DEU,DDP/DStP,German Democratic Party / German State Party,1919,1924,18.6,1919,1826,1826
DEU,DVP,German People's Party,1920,1928,13.9,1920,1827,1827
BEL,Rex,Rexist Party,1936,1936,11.5,1936,1829,1829
DEU,DNVP,German National People's Party,1919,1932,20.5,1924,1830,1830
FIN,KE,National Progressive Party,1924,1924,9.1,1924,1862,1862
ISL,Komm,Communist Party,1933,1937,8.4,1937,1881,1881
DEU,USPD,Independent Social Democratic Party of Germany,1919,1920,17.9,1920,1884,1884
NLD,LSP/VB,Liberal State Party / The Freedom League,1922,1933,9.3,1922,1889,1889
ISL,FF,Liberal Party,1927,1927,5.8,1927,1890,1890
BEL,KP-PC,Catholic Party,1900,1939,56,1902,1892,1892
DEU,NSDAP,National Socialist German Workers' Party,1930,1938,98.9,1938,1893,1893
NLD,SDAP,Social Democratic Workers' Party,1901,1937,23.8,1929,1894,1894
MLT,PDN,Democratic Nationalist Party (1921),1921,1924,17.4,1924,1899,1899
FIN,SSTP,Communist Party of Finland / Socialist Workers' (Small Holders) Party,1924,1924,10.4,1924,1904,1904
FIN,NP,Young Finnish Party,1907,1916,14.9,1911,1905,1905
SWE,JR,Farmers' Union,1920,1920,6.2,1920,1909,1909
MLT,UPM,Maltese Political Union,1921,1924,39.1,1921,1910,1910
