"","ctr_n","pty","abbr","name","name_english","information","ctr","pty_n","yr_first","yr_last","pv1_share_max","pv1_share_max_yr","n_election","ctr_pty","country"
"192","Belgium",30,,"Vlaamse liberalen en democraten-Partij van de Burger","Flemish Liberals and Democrats-Citizen Party (Flemish)",,56,"vlaamse liberalen en democraten-partij van de burger",1995,1995,13.1,1995,1,56000030,"BEL"
"193","Belgium",31,,"Vlamsch concentratie","Flemish Concentration",,56,"vlamsch concentratie",1949,1949,2.1,1949,1,56000031,"BEL"
"194","Belgium",32,,"Vlamsch nationaal verbond","Flemish National League",,56,"vlamsch nationaal verbond",1936,1939,7.9,1939,2,56000032,"BEL"
"195","Belgium",33,,"Volksunie","People’s Union",,56,"volksunie",1958,1991,11.1,1971,12,56000033,"BEL"
"196","Belgium",34,,"Volksunie-Vrij Demokraten","People’s Union–Free Democrats",,56,"volksunie-vrij demokraten",1995,1995,4.7,1995,1,56000034,"BEL"
"197","Belgium",35,,"Christen-Democratisch en Vlaams","Christian Democratic & Flemish (CD&V)",,56,"Christian Democratic & Flemish (CD&V)",2003,2014,13.2,2003,3,56000035,"BEL"
"198","Belgium",36,,"Vlaams Belang","Flemish Interest (VB)",,56,"Flemish Interest (VB)",2007,2014,12,2007,3,56000036,"BEL"
"199","Belgium",37,,"Vlaamse Liberalen en Democraten","Flemish Liberals and Democrats (VLD)",,56,"Flemish Liberals and Democrats (VLD)",1999,2003,15.4,2003,2,56000037,"BEL"
"200","Belgium",39,,"Groen! / Groen","Greens",,56,"Green!",2007,2014,5.3,2014,3,56000039,"BEL"
"201","Belgium",40,,"Centre démocrate humaniste, cdH","Humanist Democratic Center (CDH)",,56,"Humanist Democratic Center (CDH)",2003,2014,6.1,2007,4,56000040,"BEL"
"202","Belgium",41,,"Libertair, Direct, Democratisch (LDD) (previously List Dedecker)","Libertarian, Direct, Democratic",,56,"List Dedecker",2007,2014,4,2007,3,56000041,"BEL"
"203","Belgium",42,,"Nieuw-Vlaamse Alliantie, N-VA","New Flemish Alliance (N-VA)",,56,"New Flemish Alliance (N-VA)",2003,2014,20.3,2014,3,56000042,"BEL"
"204","Belgium",43,,"Open Vlaamse Liberalen en Democraten","Open VLD (Flemish Liberals and Democrats)",,56,"Open VLD (Flemish Liberals and Democrats)",2007,2014,11.8,2007,3,56000043,"BEL"
"205","Belgium",44,,"De Volksunie –Integrale Democratie voor de 21ste Eeuw","People’s Union - Complete Democracy for the 21st century (VU-ID)",,56,"Peoples Union - Complete Democracy for the 21st century (VU-ID)",1999,1999,5.6,1999,1,56000044,"BEL"
"206","Belgium",46,,"Mouvement Réformateur","Reformist Movement (MR)",,56,"Reformist Movement (MR)",2003,2014,12.5,2007,4,56000046,"BEL"
"207","Belgium",47,,"Socialistische Partij Anders","Socialist Party. Different (sp.a)",,56,"Socialist Party. Different (sp.a)",2010,2014,9.2,2010,2,56000047,"BEL"
"208","Belgium",48,,"Vivant","Vivant",,56,"Vivant",1999,2003,2.1,1999,2,56000048,"BEL"
"209","Belgium",49,,"Parti du Travail de Belgique (PTB)/Partij van de Arbeid van België (PVDA)","Workers' Party of Belgium (PTB/PVDA)",,56,"Workers' Party of Belgium (PTB/PVDA)",2010,2014,3.7,2014,2,56000049,"BEL"
"210","Belize",1,,"Christian Democratic Party",,,84,"Christian Democratic Party",1961,1984,11.6,1961,2,84000001,"BLZ"
"211","Belize",2,,"Corozal United Front",,,84,"Corozal United Front",1974,1974,4.3,1974,1,84000002,"BLZ"
"212","Belize",3,,"Honduran Independent Party",,,84,"Honduran Independent Party",1957,1961,13.5,1957,2,84000003,"BLZ"
"213","Belize",5,,"National Independence Party",,,84,"National Independence Party",1961,1969,40,1965,3,84000005,"BLZ"
"214","Belize",6,,"National Party",,,84,"National Party",1954,1957,23,1954,2,84000006,"BLZ"
"215","Belize",11,,"People’s United Party",,,84,"Peoples United Party",1954,2012,65,1954,14,84000011,"BLZ"
"216","Belize",14,,"United Democratic Party",,,84,"United Democratic Party",1974,2012,56.7,2008,9,84000014,"BLZ"
"217","Bermuda",2,"NLP","National Liberal Party",,,60,"national liberal party",1985,2003,5.5,1989,5,60000002,"BMU"
"218","Bermuda",3,"PLP","Progressive Labour Party",,,60,"progressive labour party",1963,2012,53.8,1998,12,60000003,"BMU"
"219","Bermuda",4,"UBP","United Bermuda Party",,,60,"united bermuda party",1972,2007,66.1,1985,10,60000004,"BMU"
"220","Bermuda",5,"OBA","One Bermuda Alliance",,,60,"one bermuda alliance",2012,2012,51.7,2012,1,60000005,"BMU"
"221","Benin",2,,"Forces Cauris pour Un Benin Emergent",,,204,"Forces Cauris pour Un Benin Emergent",2011,2011,33.3,2011,1,204000002,"BEN"
"222","Benin",5,,"Front D’Action pour le Renouveau et le Developpement (FARD-ALAFIA)",,,204,"Front DâAction pour le Renouveau et le Developpement (FARD-ALAFIA)Â ",1995,1999,6.2,1995,2,204000005,"BEN"
"223","Benin",7,,"La Renaissance du Benin",,,204,"La Renaissance du Benin",1995,1995,14.6,1995,1,204000007,"BEN"
"224","Benin",8,,"Mouvement National pour la Democratie et le Developpement",,,204,"Mouvement National pour la Democratie et le Developpement",1995,1995,2,1995,1,204000008,"BEN"
"225","Benin",10,,"Notre Cause Commune",,,204,"Notre Cause Commune (NCC)",1991,1999,10.1,1991,3,204000010,"BEN"
"226","Benin",12,,"Parti Communiste du Benin",,,204,"Parti Communiste du Benin (PCB)",1995,1999,3.3,1995,2,204000012,"BEN"
"227","Benin",13,,"Parti du Renouveau Democratique",,,204,"Parti du Renouveau Democratique (PRD)",1995,1999,15.4,1995,2,204000013,"BEN"
"228","Benin",15,,"Parti Social-Democrate",,,204,"Parti Social-Democrate (PSD)",1995,1999,8.7,1999,2,204000015,"BEN"
"229","Benin",16,,"Rassemblement Africain pour le Progres et la Solidarite",,,204,"Rassemblement Africain pour le Progres et la Solidarite",1995,1995,2.6,1995,1,204000016,"BEN"
"230","Benin",17,,"Rassemblement des Democrates Liberaux pour le Reconstruction Nationale",,,204,"Rassemblement des Democrates Liberaux pour le Reconstruction Nationale",1991,2011,5.6,1991,3,204000017,"BEN"
"231","Benin",18,,"Rassemblement National pour la Democratie",,,204,"Rassemblement National pour la Democratie",1991,1999,12.1,1991,3,204000018,"BEN"
"232","Benin",23,,"Union Democratique pour le Developpement Economique et Social",,,204,"Union Democratique pour le Developpement Economique et Social",1991,1991,2.5,1991,1,204000023,"BEN"
"233","Benin",24,,"Union Nationale pour la Democratie et le Progres",,,204,"Union Nationale pour la Democratie et le Progres",1991,1995,3.1,1991,2,204000024,"BEN"
"234","Benin",25,,"Union pour la Democratie et la Solidarite Nationale",,,204,"Union pour la Democratie et la Solidarite Nationale",1991,1995,7.1,1991,2,204000025,"BEN"
"235","Benin",29,,"Congres Africain Pour Le Renouveau-DUNYA","African Congress for Renewal",,204,"Congres Africain Pour Le Renouveau-DUNYA",1999,1999,3.3,1999,1,204000029,"BEN"
"236","Benin",32,,"Mouvement africain pour la développement et le progrès","African Movement for Development and Progress",,204,"Mouvement africain pour la dÃ©veloppement et le progrÃ¨s",1999,1999,8.5,1999,1,204000032,"BEN"
"237","Benin",33,,"Mouvement pour l'engagement et le réveil des citoyens","Movement for Citizens' Commitment and Awakening",,204,"Mouvement pour l'engagement et le rÃ©veil des citoyens",1999,1999,2.9,1999,1,204000033,"BEN"
"238","Benin",36,,"Parti de la Renaissance du Benin","Benin Rebirth Party",,204,"Parti de la Renaissance du Benin",1999,1999,22,1999,1,204000036,"BEN"
"239","Benin",37,,"Parti Democratique du Benin","Democratic Party of Benin",,204,"Parti Democratique du Benin",1999,1999,2.1,1999,1,204000037,"BEN"
"240","Benin",38,,"Parti du Salut","Party of Salvation",,204,"Parti du Salut",1999,1999,2.2,1999,1,204000038,"BEN"
"241","Benin",40,,"Parti National ""Ensemble""","National Party “Together”",,204,"Parti National ""Ensemble""",1999,1999,3.7,1999,1,204000040,"BEN"
"242","Bhutan",1,,"Druk Chirwang Tshogpa",,,64,"Druk Chirwang Tshogpa",2013,2013,5.9,2013,1,64000001,"BTN"
"243","Bhutan",2,,"Druk Nyamrup Tshogpa",,,64,"Druk Nyamrup Tshogpa",2013,2013,17.1,2013,1,64000002,"BTN"
"244","Bhutan",3,,"Druk Phuensum Tshogpa","Bhutan Peace and Prosperity Party",,64,"Druk Phuensum Tshogpa",2008,2013,67,2008,2,64000003,"BTN"
"245","Bhutan",4,,"People’s Democratic Party",,,64,"Peoples Democratic Party",2008,2013,33,2008,2,64000004,"BTN"
"246","Bolivia",2,,"Acción Democrática Nacionalista","Nationalist Democratic Action",,68,"acción democrática nacionalista",1979,2002,32.9,1985,4,68000002,"BOL"
"247","Bolivia",7,,"Conciencia de Patria","Conscience of Fatherland",,68,"conciencia de patria",1989,1993,14.3,1993,2,68000007,"BOL"
"248","Bolivia",8,,"Conciencia de Patria Movimiento Patriótico","Conscience of Fatherland - Patriotic Movement",,68,"conciencia de patria movimiento patriótico",1997,2002,15.6,1997,2,68000008,"BOL"
"249","Bolivia",12,,"Frente de Unidad Nacional","National Unity Front",,68,"frente de unidad nacional",2005,2005,9.5,2005,1,68000012,"BOL"
"250","Bolivia",13,,"Frente del Pueblo Unido","United People's Front",,68,"frente del pueblo unido",1985,1985,2.5,1985,1,68000013,"BOL"
"251","Bolivia",17,,"Movimiento al Socialismo","Movement Toward Socialism",,68,"movimiento al socialismo",2002,2005,49.3,2005,2,68000017,"BOL"
"252","Bolivia",18,,"Movimiento Bolivia Libre","Free Bolivia Movement",,68,"movimiento bolivia libre",1993,1997,5.4,1993,2,68000018,"BOL"
"253","Bolivia",21,,"Movimiento de la Izquierda Revolucionaria","Revolutionary Left Movement",,68,"movimiento de la izquierda revolucionaria",1985,1989,21.8,1989,2,68000021,"BOL"
"254","Bolivia",22,,"Movimiento de la Izquierda Revolucionaria - Nueva Mayoría","Revolutionary Left Movement - New Majority",,68,"movimiento de la izquierda revolucionaria - nueva mayoría",1997,2002,17.5,2002,2,68000022,"BOL"
"255","Bolivia",24,,"Movimiento Indígena Pachakuti","Indigenous Pachakuti Movement",,68,"movimiento indígena pachakuti",2002,2005,5.7,2002,2,68000024,"BOL"
"256","Bolivia",26,,"Movimiento Nacionalista Revolucionario","Revolutionary Nationalist Movement",,68,"movimiento nacionalista revolucionario",1979,2005,35.9,1979,6,68000026,"BOL"
"257","Bolivia",27,,"Movimiento Nacionalista Revolucionario de Izquierda","Revolutionary Nationalist Movement of the Left",,68,"movimiento nacionalista revolucionario de izquierda",1985,1985,5.5,1985,1,68000027,"BOL"
"258","Bolivia",29,,"Movimiento Nacionalista Revolucionario Vanguardia","Revolutionary Nationalist Movement Vanguard",,68,"movimiento nacionalista revolucionario vanguardia",1985,1985,4.8,1985,1,68000029,"BOL"
"259","Bolivia",31,,"Movimiento Revolucionario Tupaj Katari de Liberación","Revolutionary Movement of Liberation Tupaj Katari",,68,"movimiento revolucionario tupaj katari de liberación",1985,1989,2.1,1985,2,68000031,"BOL"
"260","Bolivia",32,,"Nueva Fuerza Republicana","New Republic Force",,68,"nueva fuerza republicana",2002,2005,18.3,2002,2,68000032,"BOL"
"261","Bolivia",33,,"Partido Democráta Cristiano","Christian Democratic Party",,68,"partido democráta cristiano",1985,2014,9.2,2014,2,68000033,"BOL"
"262","Bolivia",35,,"Partido Libertad y Justicia","Freedom and Justice Party",,68,"partido libertad y justicia",2002,2002,2.6,2002,1,68000035,"BOL"
"263","Bolivia",37,,"Partido Socialista","Socialist Party",,68,"partido socialista",1979,2002,8.7,1980,3,68000037,"BOL"
"264","Bolivia",38,,"Partido Socialista Uno","Socialist Party One",,68,"partido socialista uno",1985,1989,2.8,1989,2,68000038,"BOL"
"265","Bolivia",39,,"Poder Democrático y Social","Social and Democratic Power",,68,"poder democrático y social",2005,2005,28.4,2005,1,68000039,"BOL"
"266","Bolivia",40,,"Unidad Cívica Solidaridad","Civic Solidarity Union",,68,"unidad cívica solidaridad",1993,1997,15.1,1997,2,68000040,"BOL"
"267","Bolivia",45,,"Alianza Social",,,68,"Alianza Social",2009,2009,3,2009,1,68000045,"BOL"
"268","Bolivia",48,,"Frente Democrático Revolucionario",,,68,"Frente Democrático Revolucionario",1980,1980,3,1980,1,68000048,"BOL"
"269","Bolivia",49,,"Movimiento Indio Túpaj Katari",,,68,"Movimiento Indio Túpaj Katari",1979,1980,2.5,1980,2,68000049,"BOL"
"270","Bolivia",52,,"Partido Revolucionario Auténtico",,,68,"Partido Revolucionario Auténtico",1980,1980,2.8,1980,1,68000052,"BOL"
"271","Bolivia",56,,"Unidad Democrática y Popular",,,68,"Unidad Democrática y Popular",1979,1980,38.7,1980,2,68000056,"BOL"
"272","Bolivia",58,,"Moviemiento sin Miedo","Movement without Fear",,68,"Movimiento Sin Miedo",2014,2014,4.9,2014,1,68000058,"BOL"
"273","Bolivia",59,,"Partido Verde de Bolivia","Green Party of Bolivia",,68,"Partido Verde de Bolivia",2014,2014,3.2,2014,1,68000059,"BOL"
"274","Bolivia",60,,"Unidad Demócrata","Democrat Unity",,68,"Unidad Demócrata",2014,2014,25.7,2014,1,68000060,"BOL"
"275","Bosnia and Herzegovina",2,"BPS BiH","BOSANSKOHERCEGOVACKA PATRIOTSKA STRANKA-SEFER HALILOVIC","Bosnia-Herzegovina Patriotic Party - Sefer Halilović",,70,"bosanskohercegovacka patriotska stranka-sefer halilovic",2002,2014,2.7,2006,4,70000002,"BIH"
"276","Bosnia and Herzegovina",6,"DNS","DEMOKRATSKI NARODNI SAVEZ-DNS","Democratic People's Alliance",,70,"Demokratski Narodni Savez Republike Srpske",2002,2014,2.3,2014,4,70000006,"BIH"
"277","Bosnia and Herzegovina",13,"Za Boljitak","NARODNA STRANKA RADOM ZA BOLJITAK","People's Party Work for Betterment",,70,"narodna stranka radom za boljitak",2006,2014,3,2010,3,70000013,"BIH"
"278","Bosnia and Herzegovina",15,"PDP RS","PARTIJA DEMOKRATSKOG PROGRESA REPUBLIKE SRPSKE","Party of Democractic Progress of Serbia",,70,"partija demokratskog progresa republike srpske",2002,2010,4.6,2002,3,70000015,"BIH"
"279","Bosnia and Herzegovina",18,"SNSD","SAVEZ NEZAVISNIH SOCIJALDEMOKRATA - SNSD - MILORAD DODIK","Alliance of Independent Social Democrats - Milorad Dodik",,70,"savez nezavisnih socijaldemokrata - snsd - milorad dodik",2002,2014,19.1,2006,4,70000018,"BIH"
"280","Bosnia and Herzegovina",20,"SDP","SOCIJALDEMOKRATSKA PARTIJA BOSNE I HERCEGOVINE - SOCIJALDEMOKRATI BIH","Social Democratic Party of Bosnia and Herzegovina",,70,"socijaldemokratska partija bosne i hercegovine - socijaldemokrati bih",2002,2014,17.3,2010,4,70000020,"BIH"
"281","Bosnia and Herzegovina",22,"SDS","SRPSKA DEMOKRATSKA STRANKA","Serbian Democratic Party",,70,"srpska demokratska stranka",2002,2014,14,2002,4,70000022,"BIH"
"282","Bosnia and Herzegovina",24,"SRS RS","SRPSKA RADIKALNA STRANKA REPUBLIKE SRPSKE","Serbian Radical Party of Republic of Serbia",,70,"srpska radikalna stranka republike srpske",2002,2006,2,2002,2,70000024,"BIH"
"283","Bosnia and Herzegovina",25,"SDA","STRANKA DEMOKRATSKE AKCIJE","Party of Democratic Action",,70,"stranka demokratske akcije",2002,2014,21.9,2002,4,70000025,"BIH"
"284","Bosnia and Herzegovina",27,"Za BiH","STRANKA ZA BOSNU I HERCEGOVINU","Party for Bosnia and Herzegovina",,70,"stranka za bosnu i hercegovinu",2002,2014,15.5,2006,4,70000027,"BIH"
"285","Bosnia and Herzegovina",29,,"Demokratska Fronta",,,70,"demokratska fronta",2014,2014,9.2,2014,1,70000029,"BIH"
"286","Bosnia and Herzegovina",30,"HDZ 1990","Hrvatska Demokratska Zajednica 1990","Croatian Democratic Union 1990",,70,"hrvatska demokratska zajednica 1990",2014,2014,2.5,2014,1,70000030,"BIH"
"287","Bosnia and Herzegovina",36,"SBB","Savez za Bolju Budućnost","Alliance for a Better Future",,70,"savez za bolju buducnost",2010,2014,8.7,2014,2,70000036,"BIH"
"288","Bosnia and Herzegovina",43,"HDZ BiH","Hrvatska Demokratska Zajednica Bosne i Hercegovine","Croatian Democratic Union of Bosnia and Herzegovina",,70,"hrvatska demokratska zajednica",2010,2010,7,2010,1,70000043,"BIH"
"289","Bosnia and Herzegovina",63,,"Savez Nezavisnih Socijaldemokrata","Alliance of Independent Social Democrats",,70,"Savez Nezavisnih Socijaldemokrata",2002,2002,6.4,2002,1,70000063,"BIH"
"290","Botswana",1,"BAM","Botswana Alliance Movement",,,72,"botswana alliance movement",1999,2009,4.7,1999,3,72000001,"BWA"
"291","Botswana",2,"BCP","Botswana Congress Party",,,72,"botswana congress party",1999,2014,20.4,2014,4,72000002,"BWA"
"292","Botswana",3,"BDP","Botswana Democratic Party",,,72,"botswana democratic party",1969,2014,76.6,1974,10,72000003,"BWA"
"293","Botswana",4,"BIP","Botswana Independence Party",,,72,"botswana independence party",1969,1989,6,1969,5,72000004,"BWA"
"294","Botswana",5,"BNF","Botswana National Front",,,72,"botswana national front",1969,2009,37.1,1994,9,72000005,"BWA"
"295","Botswana",6,"BPP","Botswana Peoples Party",,,72,"Botswana Peoples Party",1969,2009,12.1,1969,8,72000006,"BWA"
"296","Botswana",13,"IFP","Independence Freedom Party",,,72,"Independence Freedom Party",1994,1994,2.8,1994,1,72000013,"BWA"
"297","Botswana",17,,"Bechuanaland Democratic Party",,,72,"bechuanaland democratic party",1965,1965,80.6,1965,1,72000017,"BWA"
"298","Botswana",18,,"Bechuanaland Independence Party",,,72,"bechuanaland independence party",1965,1965,4.6,1965,1,72000018,"BWA"
"299","Botswana",19,,"Bechuanaland People’s Party",,,72,"bechuanaland peoples party",1965,1965,14.2,1965,1,72000019,"BWA"
"300","Brazil",9,"PC DO B","Partido Comunista do Brasil",,,76,"partido comunista brasileiro",1986,2014,2.8,2010,8,76000009,"BRA"
"301","Brazil",10,"PCB","Partido Comunista Brasileiro",,,76,"partido comunista brasileiro",1945,2014,8.6,1945,10,76000010,"BRA"
"302","Brazil",14,"PDC","Partido Democrata Cristão",,,76,"partido democrata cristão",1945,1990,5.5,1962,7,76000014,"BRA"
"303","Brazil",16,"PDS","Partido Democrático Social",,,76,"partido democrático social",1982,1990,43.2,1982,3,76000016,"BRA"
"304","Brazil",17,"PDT","Partido Democrático Trabalhista",,,76,"partido democrático trabalhista",1982,2014,10,1990,9,76000017,"BRA"
"305","Brazil",19,"PFL","Partido del Frente Liberal (changed name to Democratas: DEM in 2007)",,,76,"partido del frente liberal",1986,2006,17.7,1986,6,76000019,"BRA"
"306","Brazil",24,"PL","Partido Liberal",,,76,"partido liberal",1945,2006,4.4,2006,11,76000024,"BRA"
"307","Brazil",28,"PMDB","Partido do Movimiento Democrático Brasileiro",,,76,"partido do movimiento democrático brasileiro",1982,2014,47.8,1986,9,76000028,"BRA"
"308","Brazil",35,"PP","Partido Progressita",,,76,"Partido Progressista",1994,2014,11.3,1998,6,76000035,"BRA"
"309","Brazil",37,"PPR","Partido Progressista Reformador",,,76,"partido progressista reformador",1994,1994,9.2,1994,1,76000037,"BRA"
"310","Brazil",39,"PPS","Partido Popular Socialista",,,76,"partido popular socialista",1994,2014,3.9,2006,6,76000039,"BRA"
"311","Brazil",40,"PR (1)","Partido Republicano",,,76,"partido republicano",1945,1962,5.7,1958,5,76000040,"BRA"
"312","Brazil",41,"PR (2)","Partido da República  (founded 2006)",,,76,"Partido da República",2010,2014,7.5,2010,2,76000041,"BRA"
"313","Brazil",43,"PRB","Partido Republicano Brasileiro",,,76,"partido republicano brasileiro",2006,2014,10.2,2014,3,76000043,"BRA"
"314","Brazil",45,"PRN","Partido da Reconstrucao Nacional",,,76,"partido da reconstrucao nacional",1990,1998,8.3,1990,3,76000045,"BRA"
