"country_short","cnty","party_name","year_first","year_last","share_year","vote_share","seats","TotalSeats","party_id"
"BEL","Belgium","PRLW/PRF","1978",1978,"1978",0.6,2,209,"BELP25"
"BEL","Belgium","LIB. APPEL","2003",2003,"2003",0.5,0,150,"BELP253"
"BEL","Belgium","VEILIG BLAU W","2003",2003,"2003",0,0,150,"BELP254"
"BEL","Belgium","OMNIUM","2003",2003,"2003",0,0,150,"BELP255"
"BEL","Belgium","RWF-RBF","2003",2003,"2003",0.4,0,150,"BELP256"
"BEL","Belgium","MS","2003",2003,"2003",0.1,0,150,"BELP257"
"BEL","Belgium","CHOPE","2003",2003,"2003",0,0,150,"BELP258"
"BEL","Belgium","PPR","2003",2003,"2003",0,0,150,"BELP259"
"BEL","Belgium","RW","1978",1991,"1978",2.9,5,209,"BELP26"
"BEL","Belgium","MDT","2003",2003,"2003",0,0,150,"BELP260"
"BEL","Belgium","PC-RDS","2003",2003,"2003",0.1,0,150,"BELP261"
"BEL","Belgium","MARIA","2003",2003,"2003",0.1,0,150,"BELP262"
"BEL","Belgium","UFE","2003",2003,"2003",0,0,150,"BELP263"
"BEL","Belgium","DL","2003",2003,"2003",0,0,150,"BELP264"
"BEL","Belgium","UDRT","1978",1985,"1985",0.5,0,212,"BELP27"
"BEL","Belgium","RAD/UDRT","1978",1991,"1978",0.5,1,209,"BELP28"
"BEL","Belgium","RA/UDRT","1981",1981,"1981",2.1,3,212,"BELP29"
"BEL","Belgium","BSP","1978",1978,"1978",12.4,26,209,"BELP3"
"BEL","Belgium","RAD","1978",1985,"1981",0.5,0,212,"BELP30"
"BEL","Belgium","TPO","1978",1978,"1978",0.1,0,209,"BELP31"
"BEL","Belgium","GROEN","1978",2007,"2007",4,4,150,"BELP32"
"BEL","Belgium","PL","1978",1978,"1978",0.7,1,209,"BELP33"
"BEL","Belgium","BNP/PNB","1978",1981,"1978",0.1,0,209,"BELP34"
"BEL","Belgium","BNP","1981",1981,"1981",0,0,212,"BELP35"
"BEL","Belgium","PFU","1978",1987,"1981",0,0,212,"BELP36"
"BEL","Belgium","PLW","1978",1978,"1978",0.2,0,209,"BELP37"
"BEL","Belgium","LRT","1978",1978,"1978",0,0,209,"BELP38"
"BEL","Belgium","LRT/PLS","1981",1981,"1981",0.1,0,212,"BELP39"
"BEL","Belgium","BSP/PSB","1978",1978,"1978",0.6,1,209,"BELP4"
"BEL","Belgium","PDE","1978",1978,"1978",0,0,209,"BELP40"
"BEL","Belgium","PDRT","1978",1978,"1978",0,0,209,"BELP41"
"BEL","Belgium","PF/ECO","1978",1978,"1978",0,0,209,"BELP42"
"BEL","Belgium","PDB","1978",1995,"1978",0.2,0,209,"BELP43"
"BEL","Belgium","FDF","1978",1987,"1978",4.2,11,209,"BELP44"
"BEL","Belgium","FDF/RW","1981",1981,"1981",4.1,8,212,"BELP45"
"BEL","Belgium","LSDP","1978",1978,"1978",0.1,0,209,"BELP46"
"BEL","Belgium","LP/PL","1978",1978,"1978",0,0,209,"BELP47"
"BEL","Belgium","PPB","1978",1978,"1978",0,0,209,"BELP48"
"BEL","Belgium","PFN","1978",1978,"1978",0,0,209,"BELP49"
"BEL","Belgium","PVV","1978",1991,"1981",12.9,24,212,"BELP5"
"BEL","Belgium","PLF","1978",1978,"1978",0,0,209,"BELP50"
"BEL","Belgium","UDP","1978",1978,"1978",0,0,209,"BELP51"
"BEL","Belgium","SP","1981",1999,"1987",14.9,32,212,"BELP52"
"BEL","Belgium","SP/PS","1981",1985,"1985",0.6,2,212,"BELP53"
"BEL","Belgium","PVDA","1981",2007,"1981",0.7,0,212,"BELP54"
"BEL","Belgium","PVDA-PTB","1981",2007,"1987",0.7,0,212,"BELP55"
"BEL","Belgium","PCPA","1981",1981,"1981",0,0,212,"BELP56"
"BEL","Belgium","PRL","1981",1991,"1985",9.6,23,212,"BELP57"
"BEL","Belgium","PRL/PFF","1981",1985,"1981",0.6,2,212,"BELP58"
"BEL","Belgium","PS","1981",2007,"1987",15.6,40,212,"BELP59"
"BEL","Belgium","VU","1978",1995,"1981",9.8,19,212,"BELP6"
"BEL","Belgium","PTB","1981",2007,"2003",0.2,0,150,"BELP60"
"BEL","Belgium","PNB","1981",1981,"1981",0,0,212,"BELP61"
"BEL","Belgium","FN","1981",2007,"1995",2.3,2,150,"BELP62"
"BEL","Belgium","FN/NF","1985",1985,"1985",0.1,0,212,"BELP63"
"BEL","Belgium","FNK","1981",1981,"1981",0.1,0,212,"BELP64"
"BEL","Belgium","DD","1981",1999,"1981",0.1,0,212,"BELP65"
"BEL","Belgium","ECOLOS","1981",1981,"1981",0.1,0,212,"BELP66"
"BEL","Belgium","UNF","1981",1981,"1981",0,0,212,"BELP67"
"BEL","Belgium","BLANCO","1981",1981,"1981",0.1,0,212,"BELP68"
"BEL","Belgium","ECO-BXL","1981",1981,"1981",0,0,212,"BELP69"
"BEL","Belgium","VLBLOK","1978",2003,"1999",9.9,15,150,"BELP7"
"BEL","Belgium","PSB","1978",2003,"2003",7.6,11,150,"BELP70"
"BEL","Belgium","WALLON","1981",2007,"1981",0.5,0,212,"BELP71"
"BEL","Belgium","LISTE12","1981",1981,"1981",0,0,212,"BELP72"
"BEL","Belgium","LISTE13","1981",1981,"1981",0,0,212,"BELP73"
"BEL","Belgium","LISTE14","1981",1981,"1981",0,0,212,"BELP74"
"BEL","Belgium","AAJ","1981",1981,"1981",0,0,212,"BELP75"
"BEL","Belgium","CIN","1981",1981,"1981",0,0,212,"BELP76"
"BEL","Belgium","URD","1981",1995,"1981",0,0,212,"BELP77"
"BEL","Belgium","SAP","1985",1985,"1985",0.1,0,212,"BELP78"
"BEL","Belgium","SAP/POS","1985",1991,"1987",0.5,0,212,"BELP79"
"BEL","Belgium","KPB","1978",1985,"1978",1,0,209,"BELP8"
"BEL","Belgium","SEP","1985",1985,"1985",0.5,0,212,"BELP80"
"BEL","Belgium","POS","1985",1985,"1985",0.1,0,212,"BELP81"
"BEL","Belgium","VVP","1985",1995,"1995",0.1,0,150,"BELP82"
"BEL","Belgium","FORCES","1985",1985,"1985",0.1,0,212,"BELP83"
"BEL","Belgium","UND","1985",1985,"1985",0.1,0,212,"BELP84"
"BEL","Belgium","PLC","1985",1987,"1985",0.1,0,212,"BELP85"
"BEL","Belgium","PFH/PFU","1995",1995,"1995",0,0,150,"BELP86"
"BEL","Belgium","PW","1985",1985,"1985",0.2,0,212,"BELP87"
"BEL","Belgium","HP/PH","1985",2003,"1985",0,0,212,"BELP88"
"BEL","Belgium","PCN/NCP","1985",1995,"1985",0,0,212,"BELP89"
"BEL","Belgium","KPB/PCB","1978",1987,"1987",0.8,0,212,"BELP9"
"BEL","Belgium","PCN","1985",1999,"1985",0,0,212,"BELP90"
"BEL","Belgium","PFN/PCN","1987",1991,"1987",0.1,0,212,"BELP91"
"BEL","Belgium","CHARLIER","1985",1985,"1985",0,0,212,"BELP92"
"BEL","Belgium","GIOT","1985",1985,"1985",0,0,212,"BELP93"
"BEL","Belgium","ZOMAAR","1985",1985,"1985",0,0,212,"BELP94"
"BEL","Belgium","AAT","1985",1985,"1985",0,0,212,"BELP96"
"BEL","Belgium","AATSLE","1987",1987,"1987",0,0,212,"BELP97"
"BEL","Belgium","SDU/USD","1985",1985,"1985",0,0,212,"BELP98"
"BEL","Belgium","VITAL","2003",2007,"2003",0,0,150,"BELP99"
"BGR","Bulgaria","Federation of Open Business-Union Bulgaria","2005",2005,"2005",0.3,0,240,"BGRP1"
"BGR","Bulgaria","PD Evroroma","2005",2005,"2005",1.3,0,240,"BGRP10"
"BGR","Bulgaria","George Ganchev's Block","2001",2001,"2001",0.4,0,240,"BGRP100"
"BGR","Bulgaria","MRF-Liberal Union-EuroRoma","2001",2001,"2001",7.5,21,240,"BGRP101"
"BGR","Bulgaria","National Union for Tzar Simeon II","2001",2001,"2001",1.7,0,240,"BGRP102"
"BGR","Bulgaria","Nu Fatherland and Left","2001",2001,"2001",0.5,0,240,"BGRP103"
"BGR","Bulgaria","Party of the Workers' and Socialdemocratic Intelligentsia","2001",2001,"2001",0,0,240,"BGRP104"
"BGR","Bulgaria","PATRIOTISM 2000","2001",2001,"2001",0.1,0,240,"BGRP105"
"BGR","Bulgaria","Union of Patriotic Forces and Reserve Soldiers Defense","2001",2001,"2001",0.1,0,240,"BGRP106"
"BGR","Bulgaria","United Agrarian Forces [UAF]-National League-BAPU and BAPU Nikola Petkov","2001",2001,"2001",0.3,0,240,"BGRP107"
"BGR","Bulgaria","Social Liberal Movement Justice","2001",2001,"2001",0.1,0,240,"BGRP108"
"BGR","Bulgaria","National Movement for New Era","2001",2001,"2001",0.1,0,240,"BGRP109"
"BGR","Bulgaria","Coalition of the Rose","2005",2005,"2005",1.3,0,240,"BGRP11"
"BGR","Bulgaria","Party of the Middle Class","2001",2001,"2001",0,0,240,"BGRP110"
"BGR","Bulgaria","National Party of Labor Private Owners Producers and Creators [NPLPOPC]","2001",2001,"2001",0,0,240,"BGRP111"
"BGR","Bulgaria","Bulgarian National Front","2001",2001,"2001",0,0,240,"BGRP112"
"BGR","Bulgaria","Union Bulgaria","2001",2001,"2001",0.7,0,240,"BGRP113"
"BGR","Bulgaria","Movement for Defense of Retired Unemployed and Socially Weak Citizens-Front of the Progressive Forces in Bulgaria","2001",2001,"2001",0.1,0,240,"BGRP114"
"BGR","Bulgaria","United Democratic Forces-People's Union BSDP and National MRF","2001",2001,"2001",18.2,51,240,"BGRP115"
"BGR","Bulgaria","Union of Free Democrats Agrarian Union-People's Union [BZNS] BMRO-Bulgarian National Movement-Coalition Bulgarian People's Union","2005",2005,"2005",5.2,13,240,"BGRP12"
"BGR","Bulgaria","New Time","2005",2005,"2005",3,0,240,"BGRP13"
"BGR","Bulgaria","Ataka Coalition","2005",2005,"2005",8.1,21,240,"BGRP14"
"BGR","Bulgaria","FAGO","2005",2005,"2005",0.5,0,240,"BGRP15"
"BGR","Bulgaria","United Party of Pensioners in Bulgaria","2005",2005,"2005",0.3,0,240,"BGRP16"
"BGR","Bulgaria","Movement for Rights and Freedoms [MRF]","1994",2005,"2005",12.8,34,240,"BGRP17"
"BGR","Bulgaria","Bulgarian Christian Coalition [BCC]","1997",2005,"1997",0.6,0,240,"BGRP18"
"BGR","Bulgaria","Union of Democratic Forces-Democratic Party-Movement Gergovden-BZNS NS-BZNS DROM","2005",2005,"2005",7.7,20,240,"BGRP19"
"BGR","Bulgaria","Bulgaria Forward Movement","1994",2005,"2005",0.3,0,240,"BGRP2"
"BGR","Bulgaria","N.Z.P. Nikola Petkov","2005",2005,"2005",0.1,0,240,"BGRP20"
"BGR","Bulgaria","Party of Free Democrats [PSD]","2005",2005,"2005",0.1,0,240,"BGRP21"
"BGR","Bulgaria","Homeland","2005",2005,"2005",0.1,0,240,"BGRP22"
"BGR","Bulgaria","Independent","1994",2005,"1997",0.5,0,240,"BGRP23"
"BGR","Bulgaria","Bulgarian National Radical Party","1994",2001,"1994",0.5,0,240,"BGRP24"
"BGR","Bulgaria","Union of the Democratic Forces","1994",1994,"1994",24.2,69,240,"BGRP25"
"BGR","Bulgaria","Patriotic Union","1994",1994,"1994",1.4,0,240,"BGRP26"
"BGR","Bulgaria","New Choice Union","1994",1994,"1994",1.5,0,240,"BGRP27"
"BGR","Bulgaria","People's Union: BAPU-DP","1994",1994,"1994",6.5,18,240,"BGRP28"
"BGR","Bulgaria","Union of Non-partisan Guarantors","1994",1994,"1994",0,0,240,"BGRP29"
"BGR","Bulgaria","Coalition for Bulgaria*","2005",2005,"2005",31,82,240,"BGRP3"
"BGR","Bulgaria","Democratic Party in Bulgaria","1994",1994,"1994",0.1,0,240,"BGRP30"
"BGR","Bulgaria","Bulgarian Eagle Party","1994",1994,"1994",0,0,240,"BGRP31"
"BGR","Bulgaria","Movement for Defense of Retired Unemployed and Socially Weak Citizens","1994",1994,"1994",0.4,0,240,"BGRP32"
"BGR","Bulgaria","Organization of Citizens with Heart Diseases and of Socially Weak Citizens in Bulgaria","1994",1994,"1994",0.2,0,240,"BGRP33"
"BGR","Bulgaria","Bulgarian Revolutionary Youth Party","1994",1997,"1994",0.1,0,240,"BGRP34"
"BGR","Bulgaria","Union of the Democratic Parties and Movements Era-3","1994",1994,"1994",0.2,0,240,"BGRP35"
"BGR","Bulgaria","People's Liberal Party Stefan Stambolov","1994",1994,"1994",0.1,0,240,"BGRP36"
"BGR","Bulgaria","Bulgarian Business Block","1994",2001,"1997",4.9,12,240,"BGRP37"
"BGR","Bulgaria","Union of the Monarchist Forces Tsardom Bulgaria","1994",1994,"1994",0.6,0,240,"BGRP38"
"BGR","Bulgaria","Union of Bulgarian Communities","1994",1994,"1994",0,0,240,"BGRP39"
"BGR","Bulgaria","SDN Granite","2005",2005,"2005",0.2,0,240,"BGRP4"
"BGR","Bulgaria","Union Justice","1994",1994,"1994",0.1,0,240,"BGRP40"
"BGR","Bulgaria","Bulgarian National Union","1994",2001,"1994",0.1,0,240,"BGRP41"
"BGR","Bulgaria","Transfiguration Forum","1994",1997,"1994",0.1,0,240,"BGRP42"
"BGR","Bulgaria","Free Cooperation Party","1994",2001,"1994",0.1,0,240,"BGRP43"
"BGR","Bulgaria","Front of the Progressive Forces in Bulgaria","1994",1997,"1994",0.1,0,240,"BGRP44"
"BGR","Bulgaria","Coalition-BSP BAPU Al. Stamboliyski and PC Ecoglasnost","1994",1994,"1994",43.5,125,240,"BGRP45"
"BGR","Bulgaria","Christian Democratic Union","1994",1994,"1994",0.2,0,240,"BGRP46"
"BGR","Bulgaria","Union for Socialism","1994",1994,"1994",0.1,0,240,"BGRP47"
"BGR","Bulgaria","Bulgarian League for Defence of Human and Citizen Rights","1994",1994,"1994",0.1,0,240,"BGRP48"
"BGR","Bulgaria","National Movement for Crowned Democracy Tsardom Bulgaria","1994",1994,"1994",0.8,0,240,"BGRP49"
"BGR","Bulgaria","Chamber of Experts","2005",2005,"2005",0.1,0,240,"BGRP5"
"BGR","Bulgaria","Party of Democratic Changes","1994",1994,"1994",0.3,0,240,"BGRP50"
"BGR","Bulgaria","Federation Tsardom Bulgaria","1994",1994,"1994",1.4,0,240,"BGRP51"
"BGR","Bulgaria","Democratic Party of Justice","1994",2001,"1994",0.5,0,240,"BGRP52"
"BGR","Bulgaria","Free Democratic Party","1994",1994,"1994",0.1,0,240,"BGRP53"
"BGR","Bulgaria","Bulgarian Communist Party","1994",1997,"1994",1.5,0,240,"BGRP54"
"BGR","Bulgaria","Confederation BAPU-National Block Tirnovo Constitution","1994",1994,"1994",0.3,0,240,"BGRP55"
"BGR","Bulgaria","Union of the Free Democrats","1994",1994,"1994",0.1,0,240,"BGRP56"
"BGR","Bulgaria","Party of the Owners in Bulgaria","1994",1994,"1994",0.1,0,240,"BGRP57"
"BGR","Bulgaria","Bulgarian Fatherland Party-National Union","1994",1994,"1994",0.1,0,240,"BGRP58"
"BGR","Bulgaria","Democratic Party of Labor","1994",1994,"1994",0,0,240,"BGRP59"
"BGR","Bulgaria","National Movement of Simeon II","2001",2005,"2001",42.7,120,240,"BGRP6"
"BGR","Bulgaria","Political Alliance Democratic Alternative for the Republic","1994",1997,"1994",3.8,0,240,"BGRP60"
"BGR","Bulgaria","Bulgarian Party for the United States of Europe and the World","1994",2001,"1997",0.1,0,240,"BGRP61"
"BGR","Bulgaria","Bulgarian Worker-Peasant Party","1994",1997,"1997",0.2,0,240,"BGRP62"
"BGR","Bulgaria","Republican Party in Bulgaria","1994",1994,"1994",0,0,240,"BGRP63"
"BGR","Bulgaria","Bulgarian Workers' Social Democratic Party","1994",1994,"1994",0.1,0,240,"BGRP64"
"BGR","Bulgaria","Coalition for Bulgaria - BSP","2001",2001,"2001",17.1,48,240,"BGRP65"
"BGR","Bulgaria","Party Unity","1994",1994,"1994",0,0,240,"BGRP66"
"BGR","Bulgaria","Movement Civic Initiative: MCI-UDF","1994",1994,"1994",0,0,240,"BGRP67"
"BGR","Bulgaria","Bulgarian Agrarian People's Union-Center [BAPU-Center]","1997",1997,"1997",0.2,0,240,"BGRP68"
"BGR","Bulgaria","Bulgarian National Movement of the Eternal Road","1997",1997,"1997",0.1,0,240,"BGRP69"
"BGR","Bulgaria","Worthy Bulgaria Coalition","2005",2005,"2005",0.2,0,240,"BGRP7"
"BGR","Bulgaria","Union of the Nation-Movement of the Deprived","1994",1997,"1994",0,0,240,"BGRP70"
"BGR","Bulgaria","Liberal Forum","1997",2001,"1997",0.3,0,240,"BGRP71"
"BGR","Bulgaria","New Democracy","1997",1997,"1997",0.1,0,240,"BGRP72"
"BGR","Bulgaria","Bulgarian Green Federation","1997",1997,"1997",0.1,0,240,"BGRP73"
"BGR","Bulgaria","Bulgarian National Ecological Party-Veliko Turnovo","1997",1997,"1997",0.1,0,240,"BGRP74"
"BGR","Bulgaria","Democratic League","1997",1997,"1997",0.1,0,240,"BGRP75"
"BGR","Bulgaria","Union for Democratic Development [UDD]","1997",1997,"1997",0.1,0,240,"BGRP76"
"BGR","Bulgaria","Bulgarian National Democratic Party","1997",1997,"1997",0.2,0,240,"BGRP77"
"BGR","Bulgaria","United Democratic Forces: DP-BAPU-BSDP","1997",1997,"1997",52.3,137,240,"BGRP78"
"BGR","Bulgaria","Bulgaria Ahead Coalition","1997",1997,"1997",0.1,0,240,"BGRP79"
"BGR","Bulgaria","Democrats for Strong Bulgaria","2005",2005,"2005",6.4,17,240,"BGRP8"
"BGR","Bulgaria","People's Patriotic Left Front","1997",1997,"1997",0.2,0,240,"BGRP80"
"BGR","Bulgaria","Christian Democratic Union","1997",1997,"1997",0.1,0,240,"BGRP81"
"BGR","Bulgaria","Unity for the Tzar","1997",1997,"1997",1.1,0,240,"BGRP82"
"BGR","Bulgaria","Euroleft","1997",1997,"1997",5.5,14,240,"BGRP83"
"BGR","Bulgaria","Bulgarian Workers Socialist Party","1997",2001,"1997",0.2,0,240,"BGRP84"
"BGR","Bulgaria","Democratic Left-BSP PC Ecoglasnost","1997",1997,"1997",22.1,58,240,"BGRP85"
"BGR","Bulgaria","Crowned Democracy","1997",1997,"1997",0.3,0,240,"BGRP86"
"BGR","Bulgaria","Party of the Bulgarian Women","1997",1997,"1997",0.4,0,240,"BGRP87"
"BGR","Bulgaria","Union For National Salvation-BAPU-Nikola Petkov Movement for Rights and Freedoms Green Party Party of the Democratic Center New Choice Federation Kingdom of Bulgaria","1997",1997,"1997",7.6,19,240,"BGRP88"
"BGR","Bulgaria","Bulgarian Party Liberals","1997",1997,"1997",0.2,0,240,"BGRP89"
"BGR","Bulgaria","NK Long Live Bulgaria!","2005",2005,"2005",0.3,0,240,"BGRP9"
"BGR","Bulgaria","Alliance for the Preservation of the Wealth of Bulgaria","2001",2001,"2001",0,0,240,"BGRP90"
"BGR","Bulgaria","Alternative Social-Liberal Party","2001",2001,"2001",0.1,0,240,"BGRP91"
"BGR","Bulgaria","Bulgarian Communist Party Fatherland","2001",2001,"2001",0.2,0,240,"BGRP92"
"BGR","Bulgaria","Bulgarian Euroleft BUSDP-United Socialdemocrats BAPU","2001",2001,"2001",1,0,240,"BGRP93"
"BGR","Bulgaria","Bulgarian National Party Social Union","2001",2001,"2001",0.1,0,240,"BGRP94"
"BGR","Bulgaria","Bulgarian Workers' Party","2001",2001,"2001",0.3,0,240,"BGRP95"
"BGR","Bulgaria","Coalition National Union Tzar Kiro","2001",2001,"2001",0.6,0,240,"BGRP96"
"BGR","Bulgaria","Coalition Simeon II","2001",2001,"2001",3.4,0,240,"BGRP97"
"BGR","Bulgaria","Fatherland Party of Labor","2001",2001,"2001",0,0,240,"BGRP98"
"BGR","Bulgaria","George Day-IMRO","2001",2001,"2001",3.6,0,240,"BGRP99"
"BIH","Bosnia-Herzegovina","Women of BiH","1996",1996,"1996",0.2,0,42,"BIHP1"
"BIH","Bosnia-Herzegovina","Democratic Action Party","1996",2006,"1996",37.9,19,42,"BIHP10"
"BIH","Bosnia-Herzegovina","Party of Economic Prosperity of BiH","1996",1998,"1996",0.2,0,42,"BIHP11"
"BIH","Bosnia-Herzegovina","Independent","1996",1998,"1998",0.4,0,42,"BIHP12"
"BIH","Bosnia-Herzegovina","United List of Bosnia Herzegovina","1996",1996,"1996",5.7,2,42,"BIHP13"
"BIH","Bosnia-Herzegovina","Democratic Patriotic Bloc of the Republic of Serbia","1996",1996,"1996",1.2,0,42,"BIHP14"
"BIH","Bosnia-Herzegovina","People's Party for the Republic of Serbia","1996",1996,"1996",0.6,0,42,"BIHP15"
"BIH","Bosnia-Herzegovina","People's Union for Peace","1996",1996,"1996",5.7,2,42,"BIHP16"
"BIH","Bosnia-Herzegovina","Serb Patriotic Party","1996",1996,"1996",0.6,0,42,"BIHP17"
"BIH","Bosnia-Herzegovina","Serbian Democratic Party","1996",2006,"1996",24.1,9,42,"BIHP18"
"BIH","Bosnia-Herzegovina","Serbian Radical Party of Republic of Serbia","1996",2006,"1998",6.9,2,42,"BIHP19"
"BIH","Bosnia-Herzegovina","Bosniak Party","1996",1998,"1998",1,0,42,"BIHP2"
"BIH","Bosnia-Herzegovina","Party of Serbian Unity [SSJ]","1996",1996,"1996",0.3,0,42,"BIHP20"
"BIH","Bosnia-Herzegovina","Croatian Peasant's Party of BiH","1998",1998,"1998",0.2,0,42,"BIHP21"
"BIH","Bosnia-Herzegovina","Bosnian Greens","1998",1998,"1998",0.3,0,42,"BIHP22"
"BIH","Bosnia-Herzegovina","Liberal-Social Party","1998",1998,"1998",0.1,0,42,"BIHP23"
"BIH","Bosnia-Herzegovina","Coalition for a United and Democratic BiH","1998",1998,"1998",33.8,17,42,"BIHP24"
"BIH","Bosnia-Herzegovina","Social Democratic Party BiH","1998",2006,"2006",10.1,4,30,"BIHP25"
"BIH","Bosnia-Herzegovina","Coalition of the Center","1998",1998,"1998",0.5,0,42,"BIHP26"
"BIH","Bosnia-Herzegovina","Democratic Pensioner's Party","1998",1998,"1998",0.8,0,42,"BIHP27"
"BIH","Bosnia-Herzegovina","Bosnian Party of Rights BiH","1998",1998,"1998",0.3,0,42,"BIHP28"
"BIH","Bosnia-Herzegovina","Social Democrats BiH","1998",1998,"1998",1.9,2,42,"BIHP29"
"BIH","Bosnia-Herzegovina","Bosnia-Herzegovina Patriot Party","1996",1998,"1998",0.7,0,42,"BIHP3"
"BIH","Bosnia-Herzegovina","Social Democrats RS-BiH","1998",1998,"1998",0.5,0,42,"BIHP30"
"BIH","Bosnia-Herzegovina","Muslim Bosnian Organization","1998",1998,"1998",0.1,0,42,"BIHP31"
"BIH","Bosnia-Herzegovina","Movement for Change BiH","2006",2006,"2006",0.4,0,30,"BIHP32"
"BIH","Bosnia-Herzegovina","Croatian Democratic Community BiH","1996",1998,"1996",14.1,8,42,"BIHP33"
"BIH","Bosnia-Herzegovina","Pensioners' Party of BiH","2006",2006,"2006",0.8,0,30,"BIHP34"
"BIH","Bosnia-Herzegovina","Democratic Party of Invalids","1998",2006,"1998",0.2,0,42,"BIHP35"
"BIH","Bosnia-Herzegovina","Croatian People's Community","1998",1998,"1998",0.2,0,42,"BIHP36"
"BIH","Bosnia-Herzegovina","Democratic Party RS","1998",1998,"1998",0.9,0,42,"BIHP37"
"BIH","Bosnia-Herzegovina","Serbian Coalition of the Republic of Srpska","1998",1998,"1998",1.4,0,42,"BIHP38"
"BIH","Bosnia-Herzegovina","Civic Democratic Party of BiH","1996",2006,"1996",0.3,0,42,"BIHP4"
"BIH","Bosnia-Herzegovina","Yugoslav Left","1998",1998,"1998",0.1,0,42,"BIHP40"
"BIH","Bosnia-Herzegovina","Serbian Patriotic Front","1998",1998,"1998",0.1,0,42,"BIHP41"
"BIH","Bosnia-Herzegovina","Socialist Party","2006",2006,"2006",1,0,30,"BIHP42"
"BIH","Bosnia-Herzegovina","Sloga Coalition [SLOGA]","1998",1998,"1998",12.4,4,42,"BIHP43"
"BIH","Bosnia-Herzegovina","SDS List [SDS Lista]","1998",1998,"1998",9.4,4,42,"BIHP44"
"BIH","Bosnia-Herzegovina","Pensioner's Party of the Republic of Srpska","1998",1998,"1998",0.5,0,42,"BIHP45"
"BIH","Bosnia-Herzegovina","For the King and the Fatherland","1998",1998,"1998",0.2,0,42,"BIHP46"
