"ctrynm","party_id","party","hog_first","first","last","share_max","share_year","country"
"TOG",7856,"Action Committee Renewal",,1995,2012,44.4,1994,"TGO"
"TOG",7868,"Rally of the Togolese People",1995,1961,2012,100,1963,"TGO"
"TOG",7874,"Union of Forces for Change",,2008,2012,33.3,2007,"TGO"
"TON",7875,"Human Rights and Democracy Movement",,2000,2012,77.8,2005,"TON"
"TON",7879,"People's Democratic Party",,2009,2012,22.2,2008,"TON"
"TON",7880,"Tonga People's Party",,1997,1999,66.7,1996,"TON"
"TRI",7886,"Democratic Action Congress",,1977,1986,5.6,1976,"TTO"
"TRI",7887,"Democratic Labour",,1962,1971,33.3,1966,"TTO"
"TRI",7891,"National Alliance for Reconstr",1987,1987,2007,91.7,1986,"TTO"
"TRI",7896,"People's National Movement",1962,1962,2012,100,1971,"TTO"
"TRI",7897,"People's Partnership",,2011,2012,70.7,2010,"TTO"
"TRI",7901,"United Labour Front",,1977,1986,27.8,1976,"TTO"
"TRI",7902,"United National Congress",1996,1992,2012,52.8,2000,"TTO"
"TUN",7905,"Democratic Constitutional Rally",2000,1995,2012,88.3,1994,"TUN"
"TUN",7906,"Democratic Socialist Movement",,1995,2012,8.5,2009,"TUN"
"TUN",7915,"People's Unity",,1995,2012,6.3,2009,"TUN"
"TUN",7920,"Socialist",1969,1959,1994,100,1959,"TUN"
"TUR",7924,"AP",,1972,1976,56.9,1971,"TUR"
"TUR",7935,"Democratic Left",,1992,2002,24.7,1999,"TUR"
"TUR",7937,"Democratic Party",1951,1947,1980,93.2,1954,"TUR"
"TUR",7948,"Justice and Development",2003,2001,2012,66,2002,"TUR"
"TUR",7950,"Justice Party",1966,1962,2002,64.9,1987,"TUR"
"TUR",7960,"Nation",,1966,1971,6.9,1965,"TUR"
"TUR",7963,"National Action Party",,2000,2012,23.5,1999,"TUR"
"TUR",7964,"National Democracy",,1984,1987,17.8,1983,"TUR"
"TUR",7965,"National Salvation",,1974,1980,10.7,1974,"TUR"
"TUR",7967,"New Turkey",,1962,1973,14.4,1961,"TUR"
"TUR",7968,"of People'",,1940,1946,7.7,1943,"TUR"
"TUR",7971,"People's",,1984,1987,29.2,1983,"TUR"
"TUR",7972,"People's Party",1926,1923,1945,100,1927,"TUR"
"TUR",7976,"Rep. Peasants' Nat'l/Nat'l All",,1962,1980,12,1961,"TUR"
"TUR",7978,"Republican People's",,1942,2012,94.2,1941,"TUR"
"TUR",7983,"Social Democratic Populist",,1988,1991,22,1987,"TUR"
"TUR",7988,"True Path Party",,1988,2002,39.6,1991,"TUR"
"TUR",7991,"Virtue Party",,2000,2002,20.2,1999,"TUR"
"UGA",8004,"Democratic",,1962,2012,41.1,1980,"UGA"
"UGA",8006,"Forum for Democratic Change",,2007,2012,11.1,2006,"UGA"
"UGA",8012,"National Resistance Army/Movement",1987,1987,2012,100,1994,"UGA"
"UGA",8015,"Uganda People's Congress",1962,1962,2012,100,1966,"UGA"
"UKG",8025,"Conservative",1859,1835,2012,76.7,1931,"GBR"
"UKG",8046,"Irish Nationalist",,1875,1955,12.8,1885,"GBR"
"UKG",8047,"Irish Repeal",,1833,1852,6.4,1832,"GBR"
"UKG",8050,"Labor",1930,1901,2012,63.6,1997,"GBR"
"UKG",8051,"Labor and Cooperative",,1958,1959,44.6,1958,"GBR"
"UKG",8056,"Liberal",1856,1856,2010,59.7,1906,"GBR"
"UKG",8059,"Liberal National",,1935,1951,5.7,1934,"GBR"
"UKG",8060,"Liberal Unionist",,1887,1918,11.5,1886,"GBR"
"UKG",8062,"Lloyd George Liberals",,1919,1923,20,1918,"GBR"
"UKG",8066,"National Liberal",,1932,1956,5.7,1931,"GBR"
"UKG",8086,"Tory",1802,1800,1846,26.6,1832,"GBR"
"UKG",8093,"Whig",1807,1807,1868,67,1832,"GBR"
"UKR",8101,"Communist",1993,1991,2012,100,1990,"UKR"
"UKR",8106,"For One Ukraine",2002,2002,2006,22.4,2002,"UKR"
"UKR",8112,"Our Ukraine",2000,2000,2010,24.9,2002,"UKR"
"UKR",8116,"Party of Regions",,2007,2012,41.3,2006,"UKR"
"UKR",8123,"Social Democrat",,1995,2002,5.8,1998,"UKR"
"UKR",8125,"Socialist",,1995,2007,9.8,1998,"UKR"
"UKR",8130,"Ukranian People",,1992,2002,25.1,1991,"UKR"
"UKR",8132,"Yuliya Tymoshenko Bloc",2008,2003,2012,34.7,2007,"UKR"
"URU",8140,"Blanco",,1928,2009,51.5,1959,"URY"
"URU",8147,"Broad Front",,1972,2012,53.5,2004,"URY"
"URU",8148,"Catholic",,1928,1966,5.1,1946,"URY"
"URU",8151,"Colorado",,1928,2012,64.6,1939,"URY"
"URU",8163,"Communist",,1928,1966,5.1,1949,"URY"
"URU",8169,"Leftist Liberation Front",,1963,1971,5.1,1966,"URY"
"URU",8172,"National Party",,2010,2012,30.3,2009,"URY"
"URU",8174,"New Sector Coalition",,1995,2004,5.1,1994,"URY"
"USA",8187,"Administration",,1825,1829,52,1824,"USA"
"USA",8189,"Anti-Masonic",,1833,1834,20.4,1832,"USA"
"USA",8190,"Democrat",,1829,2012,76.8,1936,"USA"
"USA",8194,"Democratic-Republican",,1800,1828,87.8,1822,"USA"
"USA",8198,"Federalist",,1800,1825,37.8,1812,"USA"
"USA",8200,"Jacksonian",,1825,1829,55.9,1826,"USA"
"USA",8202,"National Republican",,1829,1835,34.7,1828,"USA"
"USA",8206,"Republican",,1855,2012,74.5,1866,"USA"
"USA",8208,"Unionist",,1865,1867,78,1864,"USA"
"USA",8210,"Whigs",,1835,1855,55.2,1840,"USA"
"UZB",8213,"Fatherland Progress",,1995,2004,8,1999,"UZB"
"UZB",8215,"Justice",,2000,2009,8.3,2004,"UZB"
"UZB",8216,"Justice Social Democratic Party",,2010,2012,14.1,2009,"UZB"
"UZB",8217,"Liberal Democratic",,2005,2012,39.3,2009,"UZB"
"UZB",8220,"National Revival Democratic",,2005,2012,23,2009,"UZB"
"UZB",8225,"People's Democratic Party",1992,1991,2012,100,1990,"UZB"
"UZB",8226,"Self Sacrifice",,2000,2009,15,2004,"UZB"
"VCT",8231,"New Democratic Party",1985,1980,2012,100,1989,"VCT"
"VCT",8232,"People's Political Party",,1984,1984,15.4,1983,"VCT"
"VCT",8233,"Unity Labor Party",1980,1980,2012,84.6,1979,"VCT"
"VEN",8245,"Coalition for Democratic Unity",,2011,2012,39.4,2010,"VEN"
"VEN",8246,"Communist",,1960,1989,5.3,1959,"VEN"
"VEN",8248,"Convergence",,1990,2005,12.8,1993,"VEN"
"VEN",8250,"Democratic Action",,1960,2005,57.4,1983,"VEN"
"VEN",8257,"Democratic Republican Union",,1960,1989,8.4,1968,"VEN"
"VEN",8265,"IPFN",,1964,1964,12,1963,"VEN"
"VEN",8272,"Movement of Revolutionary Left",,1961,1983,11.3,1960,"VEN"
"VEN",8273,"Movement of the Fifth Republic",,2000,2012,96.4,2005,"VEN"
"VEN",8274,"Movement to Socialism",,1974,2005,12.7,2000,"VEN"
"VEN",8290,"People's Electoral Movement",,1969,1983,11.7,1968,"VEN"
"VEN",8294,"Popular Democratic Front",,1963,1973,6.7,1964,"VEN"
"VEN",8295,"Radical Cause",,1990,2005,19.7,1993,"VEN"
"VEN",8296,"Republican Democratic Union",,1960,1968,25.6,1959,"VEN"
"VEN",8300,"Social Christian",,1960,2005,44.1,1978,"VEN"
"VEN",8304,"United Socialist Party of Venezuela and its allies",,2011,2012,59.4,2010,"VEN"
"VNM",8308,"Communist Party of Vietnam",1998,1976,2012,100,1992,"VNM"
"VUT",8314,"Federal Party of the New Herbides",,1980,1983,33.3,1979,"VUT"
"VUT",8317,"Greens",,2002,2007,5.8,2004,"VUT"
"VUT",8319,"Melanesian Progressive Party",2000,1992,2007,11.5,1998,"VUT"
"VUT",8324,"National United Party",,1984,2012,21.7,1991,"VUT"
"VUT",8329,"Party of Our Land",,1980,2012,66.7,1979,"VUT"
"VUT",8332,"People's Progressive",,2002,2012,7.7,2007,"VUT"
"VUT",8335,"Republican",,1999,2007,7.7,2004,"VUT"
"VUT",8337,"Union of Moderate Parties",1992,1984,2012,43.5,1987,"VUT"
"VUT",8342,"Vanuatu Republican Party",,2008,2012,13.5,2007,"VUT"
"VUT",8343,"VP-VNUP",,2005,2007,34.6,2004,"VUT"
"WSM",8346,"Human Rights Protection Party",1985,1982,2012,73.5,2011,"WSM"
"WSM",8353,"Samoan Democratic United",,2007,2011,20.4,2006,"WSM"
"WSM",8354,"Samoan National Development Party",,1985,2006,46.9,1988,"WSM"
"WSM",8355,"Tautua Samoa Party",,2012,2012,26.5,2011,"WSM"
"YEM",8365,"General People's Congress",1990,1990,2007,75.1,2003,"YEM"
"YEM",8366,"Grouping for Reform",,1994,2007,20.9,1997,"YEM"
"YEM",8372,"Socialist",,1994,2007,18.3,1993,"YEM"
"YGS",8379,"Democratic Movement",,1993,2000,14.8,1992,"SRB"
"YGS",8380,"Democratic Opposition of Serbia",,2001,2003,42,2000,"SRB"
"YGS",8382,"Democratic Party of Serbia",,2001,2005,21.2,2003,"SRB"
"YGS",8385,"G17",,2004,2007,13.6,2005,"SRB"
"YGS",8395,"Serbian Radical Party",,1993,2012,32.8,2005,"SRB"
"YGS",8397,"Serbian Renewal Movement",,2001,2007,8.8,2005,"SRB"
"YGS",8402,"Socialist Party of Serbia",,1993,2008,8.8,2003,"SRB"
"YGS",8405,"Together",,1997,2000,15.9,1996,"SRB"
"YPR",8415,"Yemen Socialist Party",,1967,2012,100,1966,"YMD"
"YUG",8420,"Communist",1944,1921,1992,100,1991,"SRB"
"YUG",8423,"Croat Peasant",,1921,1928,22.4,1923,"SRB"
"YUG",8430,"Democratic",,1921,2012,25.6,2007,"SRB"
"YUG",8435,"Jugoslav Mohammedan",,1921,1928,5.8,1923,"SRB"
"YUG",8439,"National Land Bloc",,1921,1928,9.3,1920,"SRB"
"YUG",8443,"Radical",1921,1921,1996,39,1925,"SRB"
"YUG",8450,"Social Democrat",,1921,1996,12.6,1992,"SRB"
"YUG",8451,"Socialist (Ex-Communist)",1990,1990,2007,46.4,1996,"SRB"
"ZAI",8474,"Forces of Renewal",,2007,2012,5.2,2006,"COD"
"ZAI",8478,"Movement for the Liberation of Congo",,2007,2012,12.8,2006,"COD"
"ZAI",8481,"People's Party for Reconstruction and Democracy",,2007,2012,22.2,2006,"COD"
"ZAI",8482,"Popular Movement of the Rev",1978,1967,1997,100,1970,"COD"
"ZAI",8484,"Social Movement for Renewal",,2007,2012,5.6,2011,"COD"
"ZAI",8486,"Unified Lumumbist Party",,2007,2012,6.8,2006,"COD"
"ZAM",8493,"African National Congress",,1964,1973,21.9,1968,"ZMB"
"ZAM",8497,"Forum for Democracy and Development",,2002,2012,8,2001,"ZMB"
"ZAM",8503,"Movement for Multiparty Democracy",,1992,2012,84.7,1996,"ZMB"
"ZAM",8507,"National Progress",,1964,1968,13.3,1963,"ZMB"
"ZAM",8510,"Patriotic Front",,2007,2012,29.3,2007,"ZMB"
"ZAM",8513,"United Democratic Alliance",,2007,2011,18,2007,"ZMB"
"ZAM",8516,"United National independence",,1964,2006,100,1973,"ZMB"
"ZAM",8517,"United Party for National Development",,2002,2012,32.7,2001,"ZMB"
"ZIM",8525,"African National Union",1980,1980,2012,98.3,1995,"ZWE"
"ZIM",8527,"African People's Union",,1980,1990,25,1979,"ZWE"
"ZIM",8529,"Centre",,1970,1974,10.6,1969,"ZWE"
"ZIM",8534,"Movement for Democratic Change",,2001,2012,47.5,2000,"ZWE"
"ZIM",8539,"Rhodesian Front",1965,1965,1979,75.8,1969,"ZWE"
