country,number,name_source,elections_contested_year,elections_contested_number,id,first,last,name_english,name,name_short,comment
SWE,10,Communist Party (Sveriges Kommunistiska Parti). In 1967 renamed the Left Party Communists (Vänsterpartiet Kommunisterna),1921ff,21,SWE-110,1921,1991,Communist Party ,Vänsterpartiet Kommunisterna,,In 1967 renamed the Left Party Communists (Vänsterpartiet Kommunisterna)
SWE,11,Prohibitionist Liberals (Frisinnade Folkpartiet),1924-1932,3,SWE-111,1924,1932,Prohibitionist Liberals ,Frisinnade Folkpartiet,,
SWE,12,Swedish Liberal Party (Sveriges Liberale Parti),1924-1932,3,SWE-112,1924,1932,Swedish Liberal Party ,Sveriges Liberale Parti,,
SWE,13,Socialist Left Party (Socialistiska Vänsterparti) ,1924,1,SWE-113,1924,1924,Socialist Left Party ,Socialistiska Vänsterparti,,
SWE,14,Kilbom Communists (Knbomskommunister) ,1932,1,SWE-114,1932,1932,Kilbom Communists ,Knbomskommunister,,
SWE,15,Nationalist Socialist Party (Sveriges National-socialistiska Parti),1932-1936,2,SWE-115,1932,1936,Nationalist Socialist Party ,Sveriges National-socialistiska Parti,,
SWE,16,National League (Sveriges Nationella Förbund) ,1936& 1944,2,SWE-116,1936,1944,National League ,Sveriges Nationella Förbund,,
SWE,17,National Socialist Workers' Party (Sveriges National-socialistiska Arbetareparti) ,1936& 1944,2,SWE-117,1936,1944,National Socialist Workers' Party ,Sveriges National-socialistiska Arbetareparti,,
SWE,18,People's Party (Folkpartiet),1936ff,17,SWE-118,1936,1991,People's Party ,Folkpartiet,,
SWE,19,Socialist Party (Socialistiska Parti) ,1936-1944,3,SWE-119,1936,1944,Socialist Party ,Socialistiska Parti,,
SWE,20,Christian Democratic Union (Kristen Demokratisk Samling),1964ff,9,SWE-120,1964,1991,Christian Democratic Union ,Kristen Demokratisk Samling,,
SWE,21,Citizens' Coalition (Medborgelig Samling) ,1964-1968,2,SWE-121,1964,1968,Citizens' Coalition ,Medborgelig Samling,,
SWE,22,Middle Parties (Mittenpartiema) ,1964-1968,2,SWE-122,1964,1968,Middle Parties ,Mittenpartiema,,
SWE,23,Ecology Party (Miljöpartiet)& since 1985 the Miljöpartiet de gröna,1982ff,3,SWE-123,1982,1991,Ecology Party ,Miljöpartiet,,
USA,1,Democratic Party,1828ff,41,USA-101,1828,1991,Democratic Party,,,
USA,2,National Republican Party ,1828-1832,2,USA-102,1828,1832,National Republican Party ,,,
USA,3,Anti-Masonic Party ,1832,1,USA-103,1832,1832,Anti-Masonic Party ,,,
USA,4,Whig Party ,1836-1856,6,USA-104,1836,1856,Whig Party ,,,
USA,5,Liberty Party ,1840-1844,2,USA-105,1840,1844,Liberty Party ,,,
USA,6,Free Soil Party ,1848-1852,2,USA-106,1848,1852,Free Soil Party ,,,
USA,7,American Party (Know Nothings) ,1856,1,USA-107,1856,1856,American Party ,Know Nothings,,
USA,8,Republican Party ,1856ff,34,USA-108,1856,1991,Republican Party ,,,
USA,9,Constitutional Union Party ,1860,1,USA-109,1860,1860,Constitutional Union Party ,,,
USA,10,Southern Democrat (Breckinridge) ,1860,1,USA-110,1860,1860,Southern Democrat ,Breckinridge,,
USA,11,Greenback-Labor Party ,1876-1884,7,USA-111,1876,1884,Greenback-Labor Party ,,,
USA,12,Prohibition Party ,1872-1976,30,USA-112,1872,1976,Prohibition Party ,,,
USA,13,Union Labor Party,1888,,USA-113,1888,1888,Union Labor Party,,,
USA,14,People's Party (Populists) ,1892-1908,8,USA-114,1892,1908,People's Party ,Populists,,
USA,15,Socialist Labor Party ,1892-1972,22,USA-115,1892,1972,Socialist Labor Party ,,,
USA,16,National Democratic Party ,1896,1,USA-116,1896,1896,National Democratic Party ,,,
USA,17,Socialist Party ,1900-1920; 1928-1956;,23,USA-117,1900,1920,Socialist Party ,,,
USA,18,Progressive Party (T. Roosevelt) ,1912-1914,1,USA-118,1912,1914,Progressive Party ,T. Roosevelt,,
USA,19,Farmer-Labor Party ,1920,1,USA-119,1920,1920,Farmer-Labor Party ,,,
USA,20,Progressive Party (La Follette) ,1924,1,USA-120,1924,1924,Progressive Party ,La Follette,,
USA,21,Communist Party ,1924-1940; 1968-1984,11,USA-121,1924,1940,Communist Party ,,,
USA,22,Wisconsin Progressive Party ,1934-1942,0,USA-122,1934,1942,Wisconsin Progressive Party ,,,
USA,23,Union Party,1936,1,USA-123,1936,1936,Union Party,,,
USA,24,Progressive Party (H. Wallace) ,1948-1952,2,USA-124,1948,1952,Progressive Party ,H. Wallace,,
USA,25,State's Rights Party ,1948,1,USA-125,1948,1948,State's Rights Party ,,,
USA,26,American Independent Party/American Party ,1968ff,6,USA-126,1968,1991,American Independent Party/American Party ,,,
USA,27,Libertarian Party,1972ff,5,USA-127,1972,1991,Libertarian Party,,,
USA,28,Independent (J. Anderson) ,1980,1,USA-128,1980,1980,Independent ,J. Anderson,,
