countryname,party,abbrev,orig_name,partyname,min_year,max_year,pervote_max_year,pervote_max,country,dummy_nir
Serbia,95021,SPS/PUPS/JS,"Ivica Dačić – SPS, JS – Dragan Marković Palma","Ivica Dačić – SPS, US – Dragan Markovic Palma",2012,2016,2012,15.2,SRB,0
Serbia,95040,ZES,Za Evropsku Srbiju,For a European Serbia Alliance,2008,2008,2008,39.3,SRB,0
Serbia,95041,,Izbor za bolji život - Boris Tadić,Choice For a Better Life – Boris Tadić,2012,2012,2012,23.1,SRB,0
Serbia,95042,,Preokret – Čedomir Jovanović,Turnover – Čedomir Jovanović,2012,2012,2012,6.8,SRB,0
Serbia,95043,LDP/LSV/SDS,"Boris Tadić, Čedomir Jovanović – Savez za bolju Srbiju","Boris Tadić, Čedomir Jovanović – Alliance for a Better Serbia",2016,2016,2016,5.2,SRB,0
Serbia,95044,,"Za pravednu Srbiju (DS, Nova, DSHV, ZZS)","For a just Serbia (DS, Nova, DSHV, ZZS)",2016,2016,2016,6.2,SRB,0
Serbia,95045,,Nova demokratska stranka - Zelenī/Liga socijaldemokrata Vojvodine/Zajedno za Srbiju/Demokratska zajednica vojvođanskih Mađara/Zajedno za Vojvodinu/Demokratska levica Roma,New Democratic Party-Greens/League of Social Democrats of Vojvodina/Together for Serbia/Democartic Fellowship of Vojvodina Hungarians/Together for Vojvodina/Democratic Left of Roma,2014,2014,2014,5.9,SRB,0
Serbia,95060,SPO/NS,Srpski Pokret Obnove/Nova Srbija,Serbian Renewal Movement/New Serbia,2003,2003,2003,7.8,SRB,0
Serbia,95065,DSS/NS,Demokratska Stranka Srbije/Nova Srbija,Democratic Party of Serbia/New Serbia,2007,2008,2007,18.6,SRB,0
Serbia,95066,Dveri/DSS,Dveri – DSS – Sanda Raskovic Ivic – Bosko Obradovic,Dveri – DPS – Sanda Raskovic Ivic – Bosko Obradovic,2016,2016,2016,5.2,SRB,0
Serbia,95070,,Pokrenimo Srbiju - Tomislav Nikolic,Let's get Serbia moving - Tomislav Nikolic,2012,2012,2012,25.2,SRB,0
Serbia,95071,SNS/SDPS/NS/SPO/PS,Aleksandar Vučić  – Srbija pobedjuje,Aleksandar Vucic – Serbia wins,2014,2016,2014,50,SRB,0
Serbia,95091,KV,Koalicija Vojvodina,Vojvodina Coalition,1997,1997,1997,2.8,SRB,0
Serbia,95100,ZS,Zelena stranka,Green Party,2016,2016,2016,0.6,SRB,0
Serbia,95221,SPS,Socijalistička Partija Srbije,Socialist Party of Serbia,1990,2007,1990,48.1,SRB,0
Serbia,95222,SRSV,Reformska Demokartska - Stranka Vojvodine,Reformist Democratic Party of Vojvodina,1990,1992,1990,1.5,SRB,0
Serbia,95223,JUL,Jugoslovenska Levica,Yugoslav Left,1997,1997,1997,0,SRB,0
Serbia,95229,,"Koalicija Socijalističke Partije Srbije, Jugoslovenske Levice i Nove Demokratije","Coalition of Socialist Party of Serbia, Yugoslav Left and New Democracy",1997,1997,1997,35.7,SRB,0
Serbia,95420,DEPOS,Demokratska Pokret Srbije,Democratic Movement of Serbia,1992,1993,1992,17.9,SRB,0
Serbia,95421,GSS,Građanski Savez Srbije,Civic Alliance of Serbia,1993,1993,1993,0,SRB,0
Serbia,95422,ND,Nova Demokratija,New Democracy,1992,1997,1992,0,SRB,0
Serbia,95423,DOS,Demokratska Opozicija Srbije,Democratic Opposition of Serbia,2000,2000,2000,65.7,SRB,0
Serbia,95430,DS,Demokratska Stranka,Democratic Party,1990,2014,2007,25.5,SRB,0
Serbia,95431,LDP,Liberalno-Demokratska Partija,Liberal Democratic Party,2007,2008,2007,6,SRB,0
Serbia,95440,DJB,Dosta je bilo – Sasa Radulovic,Now it’s enough – Sasa Radulovic,2016,2016,2016,6.2,SRB,0
Serbia,95450,,G17 plus,G17plus,2003,2007,2003,11.6,SRB,0
Serbia,95451,URS,Ujedninjeni regioni Srbije – Mlađan Dinkić,United Regions of Serbia – Mlađan Dinkić,2012,2012,2012,5.8,SRB,0
Serbia,95710,SPO,Srpski Pokret Obnove,Serbian Renewal Movement,1990,1997,1997,20,SRB,0
Serbia,95711,SRS,Srpska Radikalna Stranka,Serbian Radical Party,1992,2016,2007,32.1,SRB,0
Serbia,95712,DSS,Demokratska Stranka Srbije,Democratic Party of Serbia,1993,2014,2003,18,SRB,0
Serbia,95720,,Nijedan od ponudjenih odgovora,None-of-the-above,2012,2012,2012,0.6,SRB,0
Serbia,95810,SSS,Seljačka Stranka Srbije,Peasants Party of Serbia,1990,1992,1992,2.9,SRB,0
Serbia,95901,MK,Madjarska Koalicija,Hungarian Coalition,2008,2008,2008,1.8,SRB,0
Serbia,95902,VMSZ,Vajdasági Magyar Szövetség – István Pásztor,Alliance of Vojvodina Hungarians – István Pásztor,2012,2016,2014,2.2,SRB,0
Serbia,95903,BDZ,Bošnjačka demokratska zajednica Sandžaka,Bosniak Democratic Community of Sandzak,2016,2016,2016,0.9,SRB,0
Serbia,95951,DZVM,Demokratska Zajednica Vojvođanskih Mađara,Democratic Community of Magyars of Vojvodina,1990,1993,1992,3.2,SRB,0
Serbia,95952,SDA,Stranka Demokratske Akcije,Party of Democratic Action,1990,2016,1990,1.7,SRB,0
Serbia,95954,KAP,Koalicija Albanskih Partija,Coalition of Albanian Parties,1993,1993,1993,0.7,SRB,0
Serbia,95955,PVD/PDD,Partia për veprim demokratik/Partija za Demokratsko Delovanje,Party for Democratic Activity,1993,2014,2014,0.7,SRB,0
Slovakia,96111,SZ,Strana zelených Slovenska,Green Party of Slovakia,1990,1990,1990,3.5,SVK,0
Slovakia,96210,ZRS,Zdruzenie robotníkov Slovenska,Workers’ Association of Slovakia,1994,1994,1994,7.3,SVK,0
Slovakia,96220,KSČ,Strana demokratickej l’avice,Party of the Democratic Left,1990,2002,1992,14.7,SVK,0
Slovakia,96221,SV,Spoločná Vol’ba,Common Choice,1994,1994,1994,10.4,SVK,0
Slovakia,96222,KSS,Komunistická strana Slovenska,Communist Party of Slovakia,2002,2002,2002,6.3,SVK,0
Slovakia,96420,DS,Demoratická Strana,Democratic Party,1990,1990,1990,4.4,SVK,0
Slovakia,96421,DÚS,Demokratická Únia Slovenska,Democratic Union of Slovakia,1994,1994,1994,8.6,SVK,0
Slovakia,96422,SOP,Strana občianskeho porozumenia,Party of Civic Understanding,1998,1998,1998,8,SVK,0
Slovakia,96423,Smer,Smer-Sociálna Demokracia,Direction-Social Democracy,2002,2016,2012,44.4,SVK,0
Slovakia,96424,ANO,Aliancia nového občana,Alliance of the New Citizen,2002,2002,2002,8,SVK,0
Slovakia,96430,VPN,Verejnost' proti násiliu,Public Against Violence,1990,1990,1990,29.4,SVK,0
Slovakia,96431,ADSR,Aliancia demokratov Slovenskej republiky,Alliance of Democrats of the Slovak Republic,1992,1992,1992,0,SVK,0
Slovakia,96440,SaS,Sloboda a Solidarita,Freedom and Solidarity,2010,2016,2010,12.1,SVK,0
Slovakia,96521,KDH,Krest'anskodemokratické hnutie,Christian Democratic Movement,1990,2016,1990,19.2,SVK,0
Slovakia,96522,SDK,Slovenská demokratická koalicia,Slovak Democratic Coalition,1998,1998,1998,26.3,SVK,0
Slovakia,96523,SDKÚ,Slovenská demokratická a krest’anská únia - Demokratická strana,Slovak Democratic and Christian Union - Democartic Party,2002,2012,2006,18.4,SVK,0
Slovakia,96610,OKS,Občianska konzervatívna strana,Civic Conservative Party,2010,2010,2010,2.3,SVK,0
Slovakia,96620,OL'aNO,Obyčajní Ľudia a nezávislé osobnosti,Ordinary People and Independent Personalities,2012,2016,2016,11,SVK,0
Slovakia,96630,,Sieť,Network,2016,2016,2016,5.6,SVK,0
Slovakia,96710,SNS,Slovenská národná strana,Slovak National Party,1990,2016,1990,13.9,SVK,0
Slovakia,96711,HZDS,Hnutie za demokratické Slovensko,Movement for a Democratic Slovakia,1992,2010,1992,37.3,SVK,0
Slovakia,96712,NDS,Národnodemokratická strana - Nová alternatíva,National Democratic Party - New Alternative,1994,1994,1994,0,SVK,0
Slovakia,96720,ĽSNS,Kotleba – Ľudová strana Naše Slovensko,Kotleba – People's Party Our Slovakia,2016,2016,2016,8,SVK,0
Slovakia,96725,,Sme Rodina,We Are Family,2016,2016,2016,6.6,SVK,0
Slovakia,96951,ESWS,Együttélés/Spolužitie/Wspólnota/Souižtí,Coexistence,1992,1994,1992,0,SVK,0
Slovakia,96952,ESWS-MKdH,Mad'arská koalícia,Hungarian Coalition,1990,2006,2006,11.7,SVK,0
Slovakia,96953,MKdH/MKdM,Mad'arská krest'anskodemokratické hnutie/Magyar Kereszténydemokrata Mozgalom,Hungarian Christian Democratic Movement,1994,1994,1994,0,SVK,0
Slovakia,96954,MOS/MPP,Mad’arská občianska strana/Magyar Polgári Párt,Hungarian Civic Party,1994,1994,1994,0,SVK,0
Slovakia,96955,,Most-Híd,Bridge,2010,2016,2012,6.9,SVK,0
Slovenia,97110,ZS,Zeleni Slovenije,Greens of Slovenia,1990,1992,1990,8.8,SVN,0
Slovenia,97220,ZKS,Zveza Komunistov Slovenije,League of Communists of Slovenia,1990,1990,1990,17.3,SVN,0
Slovenia,97223,ZL,Združena Lista,"Unity, Asssociated List",1992,1992,1992,13.6,SVN,0
Slovenia,97320,SDSS,Socialdemokratska Stranka Slovenije,Social-Democratic Party of Slovenia,1990,2000,1996,16.1,SVN,0
Slovenia,97321,ZLSD,Združena Lista Socialninh Demokratov,Associated List of Social Democrats,1996,2000,2000,12.1,SVN,0
Slovenia,97322,SD,Socialni Demokrati,Social Democratic Party,2004,2011,2008,30.4,SVN,0
Slovenia,97330,SDS,Slovenska Demokratska Stranka,Slovenian Democratic Party,2004,2011,2008,29.3,SVN,0
Slovenia,97340,PS,Lista Zorana Jankovića - Pozitivna Slovenija,Zoran Janković's List - Positive Slovenia,2011,2011,2011,30.9,SVN,0
Slovenia,97421,LDS,Liberalna Democracija Slovenije,Liberal Democracy of Slovenia,1990,2011,2000,36.3,SVN,0
Slovenia,97430,DSS,Demokratska Stranka Slovenje,Democratic Party of Slovenia,1990,1992,1990,9.5,SVN,0
Slovenia,97440,,Zares,For Real,2008,2011,2008,9.4,SVN,0
Slovenia,97450,LGV,Državljanska lista Gregorja Viranta,Gregor Virant's Civic List,2011,2011,2011,9.1,SVN,0
Slovenia,97520,SKD,Slovenski Krscanski Demokrati,Slovenian Christian Democrats,1990,1996,1992,14.5,SVN,0
Slovenia,97521,SLS,Slovenska Ljudska Stranka,Slovenian People's Party,1990,2011,1996,19.4,SVN,0
Slovenia,97522,Nsi,Nova Slovenija Krščanski Ljudska Stranka,New Slovenian Christian People’s Party,2000,2011,2004,9.1,SVN,0
Slovenia,97710,SNS,Slovenska Nacionalna Stranka,Slovenian National Party,1992,2011,1992,10,SVN,0
Slovenia,97810,SKZ,Slovenska Kmecka Zveza,Slovenian Peasant League,1990,1990,1990,0,SVN,0
Slovenia,97951,DeSUS,Demokraticna Stranka Upokojencev Slovenije,Democratic Party of Pensioners of Slovenia,1996,2011,2011,7.6,SVN,0
Slovenia,97952,SMS,Stranka Mladih Slovenije,Party of Slovenian Youth,2000,2000,2000,4.3,SVN,0
Ukraine,98081,LB,Blok Lytvyna,Lytvyn Bloc,2007,2007,2007,4.1,UKR,0
Ukraine,98111,PZU,Partiya Zelenykh Ukrainy,Green Party of Ukraine,1998,1998,1998,5.6,UKR,0
Ukraine,98221,KPU,Komunistychna Partiya Ukrainy,Communist Party of Ukraine,1994,2007,1998,25.4,UKR,0
Ukraine,98321,SPU,Sotsialistychna Partiya Ukrainy,Socialist Party of Ukraine,1994,2007,2002,7.1,UKR,0
Ukraine,98322,PSPU,Prohresyvna Sotsialistychna Partiya Ukrainy,Progressive Socialist Party of Ukraine,1998,1998,1998,4.2,UKR,0
Ukraine,98323,SPU-SelPU,Blok Sotsialistychna Partiya Ukrainy ta Selyans’ka Partiya Ukrainy,Bloc Socialist Party of Ukraine and Peasant Party of Ukraine,1998,1998,1998,8.8,UKR,0
Ukraine,98324,,Vseukrains`ke Ob'ednannya ‘Hromada',All-Ukrainian Association ‘Community',1998,1998,1998,4.8,UKR,0
Ukraine,98325,SDPU,Sotsial-Demokratychna Partiya Ukrainy,Social Democractic Party of Ukraine,1994,1994,1994,0.4,UKR,0
Ukraine,98421,MBR,Mizhregional`nyj Blok Reform,Interregional Reform Bloc,1994,1994,1994,0,UKR,0
Ukraine,98422,PDVU,Partiya Demokratychnoho Vidrodzhennya Ukrainy,Party of Democratic Rebirth of Ukraine,1994,1994,1994,0.9,UKR,0
Ukraine,98423,PT,Partiya Truda,Labour Party,1994,1994,1994,0.4,UKR,0
Ukraine,98424,HKU,Hrazhdanskyj Konhres Ukrainy,Civic Congress of Ukraine,1994,1994,1994,0.3,UKR,0
Ukraine,98426,NDPU,Narodno-Demokratychna Partiya Ukrainy,People’s Democratic Party of Ukraine,1998,1998,1998,5.2,UKR,0
Ukraine,98427,SDPU(O),Sotsial-Demokratychna Partiya Ukrainy (Obyednana),Social Democratic Party of Ukraine (United),1998,2002,2002,6.5,UKR,0
Ukraine,98428,,"Vpered, Ukraina","Forward, Ukraine!",1998,1998,1998,1.8,UKR,0
Ukraine,98429,ZYU,Za Yedinu Ukrainu!,For a United Ukraine!,2002,2002,2002,12.3,UKR,0
Ukraine,98521,KhDPU,Khrystyyans`ko-Demokratychna Partiya Ukrainy,Christian Democratic Party of Ukraine,1994,1998,1998,1.3,UKR,0
Ukraine,98611,Rukh,Narodnyi Rukh Ukrainy,Popular Movement of Ukraine,1994,1998,1998,9.7,UKR,0
Ukraine,98612,URP,Ukrainska Respublikanska Partiya,Ukrainian Republican Party,1994,1994,1994,2.7,UKR,0
Ukraine,98613,DPU,Demokratychna Partiya Ukrainy,Democratic Party of Ukraine,1994,1994,1994,1.2,UKR,0
Ukraine,98614,NF,Viborchyj Blok ‘Natsional`nyi Front',Electoral Bloc ‘National Front',1998,1998,1998,2.8,UKR,0
Ukraine,98615,NU,‘Nasha Ukraina - Narodna Samooborona',‘Our Ukraine - People's Self-Defense',2002,2007,2002,24.5,UKR,0
Ukraine,98616,JT,Viborchiy Blok Yuliyi Tymoshenko,Juliya Tymoshenko Election Bloc,2002,2007,2007,32.1,UKR,0
Ukraine,98711,KUN,Konhres Ukrains`kykh Natsionalistiv,Congress of Ukrainian Nationalists,1994,1994,1994,1.3,UKR,0
Ukraine,98712,UKRP,Ukrains`ka Konservatyvna Respublikans`ka Partiya,Ukrainian Conservative Republican Party,1994,1994,1994,0.4,UKR,0
Ukraine,98713,UNA,Ukrains`ka Natsional`na Asambleya,Ukrainian National Assembly,1994,1994,1994,0,UKR,0
Ukraine,98810,SelPU,Selyans’ka Partiya Ukrainy,Peasant Party of Ukraine,1994,1994,1994,2.9,UKR,0
Ukraine,98811,APU,Ahrarna Partiya Ukrainy,Agrarian Party of Ukraine,1998,1998,1998,3.8,UKR,0
Ukraine,98951,PEVK,Partiya Ekonomycheskoho Vozrozhdeniya Kryma,Party of Economic Revival of Crimea,1994,1994,1994,0,UKR,0
Ukraine,98952,PR,Partiya Rehioniv,Party of Regions,2006,2007,2007,35.9,UKR,0
South Korea,113320,DLP,Minju Nodong Dang,Democratic Labour Party,2000,2008,2004,13,KOR,0
South Korea,113321,UPP,Tonghap Jinbo Dang,United Progressive Party,2012,2012,2012,10.3,KOR,0
South Korea,113322,JP,Jeongui Dang,Justice Party,2016,2016,2016,7.2,KOR,0
South Korea,113420,DP,Minju Dang,Democratic Party,1992,1996,1992,29.2,KOR,0
South Korea,113421,NCNP,Sae Jungchi Kukmin Hoiee,National Congress for New Politics,1996,1996,1996,25.3,KOR,0
South Korea,113422,Uri,Uri Dang,Uri Party,2004,2004,2004,38.3,KOR,0
South Korea,113430,MDP,Saecheonnyeonminju Dang,Millenium Democratic Party,2000,2004,2000,35.9,KOR,0
South Korea,113440,UDP,Minju Dang,Democratic Party,2008,2012,2012,36.5,KOR,0
South Korea,113441,DPK,Deobureominju Dang,Democratic Party,2016,2016,2016,25.5,KOR,0
South Korea,113442,PP,Gungminui Dang,People's Party,2016,2016,2016,26.7,KOR,0
South Korea,113620,DLP,Minju Dayu Dang,Democratic Liberal Party,1992,1992,1992,38.5,KOR,0
South Korea,113621,NUP,Minjok T'ongil-tang,National Unification Party,1992,1992,1992,17.4,KOR,0
South Korea,113622,NKP,Shin Hankuk Dang,New Korea Party,1996,1996,1996,34.5,KOR,0
South Korea,113630,GNP,Saenuri Dang,New Frontier Party,2000,2016,2012,42.8,KOR,0
South Korea,113650,ULD,Jayu Minju Yonmaeng,United Liberal Party,1996,2004,1996,16.2,KOR,0
South Korea,113651,LFP,Jayou Seonjin Dang,Liberty Forward Party,2008,2012,2008,6.8,KOR,0
Argentina,150022,FPL + UCeDé,Frente por la Lealtad y Unión del Centro Democrático,Front for Loyalty and Union of the Democratic Centre,2003,2003,2003,24.2,ARG,0
Argentina,150023,CC,Coalición Cívica,Civic Coalition,2007,2007,2007,23.1,ARG,0
Argentina,150024,ACyS,Acuerdo Cívico y Social,Social and Civic Agreement,2009,2009,2009,28.8,ARG,0
Argentina,150025,FpV,Frente para la Victoria,Front for Victory,2003,2013,2011,49.1,ARG,0
Argentina,150026,FAP,Frente Amplio Progressista,Broad Progressive Front,2011,2013,2011,12.5,ARG,0
Argentina,150027,FREJULI,Compromiso Federal,Federal Commitment,2007,2011,2007,7.8,ARG,0
Argentina,150028,,Concertación Justicialista para el Cambio,Justicialist Coalition for Change,1999,1999,1999,35.9,ARG,0
Argentina,150029,FREJUPO,Frente Justicialista de Unidad Popular,Justicialist Party of Popular Unity,1989,1989,1989,44.7,ARG,0
Argentina,150031,UNA,Una Nación Avanzada,An Advanced Union,2007,2007,2007,17,ARG,0
Argentina,150032,ALIANZA,"Alianza pol el Trabajo, la Justiciay la Educación","Aliance for Work, Justice, and Education",1999,1999,1999,43.8,ARG,0
Argentina,150040,,Allianza de Centro,Center Alliance,1989,1989,1989,9.6,ARG,0
Argentina,150061,,Alianza Unión-PRO,Alliance Union-PRO,2009,2009,2009,19.2,ARG,0
Argentina,150201,PJ,Partido Justicialista,Justicialist Party,1995,1995,1995,43,ARG,0
Argentina,150202,FREPASO,Frente para un País Solidario,Front for a Country in Solidarity,1995,1995,1995,20.7,ARG,0
Argentina,150205,MP,Frente del Movimiento Popular,Front of the popular movement,2003,2003,2003,14.1,ARG,0
Argentina,150210,ARI,Alternativa para una República de Iguales,Alternative for a Republic of Equals,2003,2003,2003,14.1,ARG,0
Argentina,150220,,Nuevo Encuentro,New Encounter,2009,2009,2009,,ARG,0
Argentina,150221,MPN,Moviemiento Popular Neuquino,Neuquén People's Movement,2009,2009,2009,,ARG,0
Argentina,150222,,Es posible,It is possible,2009,2009,2009,,ARG,0
Argentina,150230,,Frente Popular,Popular Front,2011,2011,2011,3.7,ARG,0
Argentina,150301,UCR,Unión Cívica Radical,Civic Radical Union,1989,2013,1989,28.7,ARG,0
Argentina,150401,RECREAR,Recrear para el Crecimiento,Recreate for Growth,2003,2003,2003,16.4,ARG,0
Argentina,150601,AR,Acción por la República,Action for the Republic,1999,1999,1999,8.1,ARG,0
Bolivia,151062,PPB-CN,Plan Progreso para Bolivia–Convergencia Nacional,Plan Progress for Bolivia – National Convergence,2009,2009,2009,26.9,BOL,0
Bolivia,151250,MAS-IPSP,Movimiento Al Socialismo - Instrumento Político por la Soberanía de los Pueblos,Movement towards Socialism - Political Instrument for the Sovereignty of the Peoples,2009,2014,2014,67.6,BOL,0
Bolivia,151255,AS,Alianza Social,Social Alliance,2009,2009,2009,3.9,BOL,0
Bolivia,151540,PDC,Partido Demócrata Cristiano,Christian Democratic Party,2014,2014,2014,7.7,BOL,0
Bolivia,151610,MNR,Movimiento Nacionalista Revolucionario,Nationalist Revolutionary Movement,2009,2009,2009,0,BOL,0
Bolivia,151617,APB,Autonomía para Bolivia,Autonomy for Bolivia,2009,2009,2009,0,BOL,0
Bolivia,151640,UN,Unidad Democráta,Democratic Union,2009,2014,2014,24.6,BOL,0
Chile,155021,,Concertación de Partidos por la Democracia,Concert of Parties for Democracy,1989,2013,1993,55.3,CHL,0
Chile,155023,,Nueva Mayoría para Chile,New Majority for Chile,2009,2009,2009,4.6,CHL,0
Chile,155024,,"Si tú quieres, Chile cambia","If you want it, Chile changes",2013,2013,2013,5.4,CHL,0
Chile,155025,PODEMOS,Juntos-Podemos-Más por Chile,Together we can do more for Chile,2005,2009,2005,7.4,CHL,0
Chile,155061,,Chile Vamos,Chile let's go,1989,2013,1999,48.7,CHL,0
Chile,155601,UDI,Unión Demócrata Independiente,Independent Democratic Union,2005,2005,2005,22.4,CHL,0
Chile,155602,RN,Renovación Nacional,National Renewal,2005,2005,2005,14.1,CHL,0
Chile,155620,,Liberal-Socialista Chileno,Liberal-Socialists of Chile,1989,1989,1989,15.4,CHL,0
Uruguay,162210,UP,Unidad Popular,Popular Assembly,2014,2014,2014,1.2,URY,0
Uruguay,162310,FA,Frente Amplio,Broad Front,2014,2014,2014,49.4,URY,0
Uruguay,162410,PC,Partido Colorado,Colorado Party,2014,2014,2014,13.3,URY,0
Uruguay,162510,PI,Partido Independiente,Independent Party,2014,2014,2014,3.2,URY,0
Uruguay,162610,PN,Partido Nacional,National Party,2014,2014,2014,31.9,URY,0
Mexico,171031,AM,Alianza por México 2000,Alliance for Mexico 2000,2000,2000,2000,16.9,MEX,0
Mexico,171032,AM,Coalición ‘Primero México',Coalition ‘Mexico First',2006,2012,2006,28.9,MEX,0
Mexico,171033,,Coalición ‘Por el Bien de Todos',Coalition ‘For the Good of All',2006,2006,2006,29.7,MEX,0
Mexico,171034,,Coalición ‘Salvemos a México',Coalition ‘We save Mexico',2009,2009,2009,0,MEX,0
Mexico,171035,,Movimiento Progresista,Progressive Movement,2012,2012,2012,0,MEX,0
Mexico,171101,PVEM,Partido Verde Ecologista de México,Mexican Green Ecologist Party,1997,2015,2003,7.7,MEX,0
Mexico,171201,PCM,Partido Comunista Mexicano,Mexican Communist Party,1979,1979,1979,5.4,MEX,0
Mexico,171202,PRT,Partido Revolucionario de los Trabajadores,Revolutionary Workers’ Party,1985,1985,1985,1.7,MEX,0
Mexico,171203,PSUM,Partido Socialista Unificado de México,Unified Socialist Party of Mexico,1982,1985,1982,4.4,MEX,0
Mexico,171210,MORENA,Movimiento Regeneración Nacional,National Regeneration Movement,2015,2015,2015,8.8,MEX,0
Mexico,171301,PRI,Partido Revolucionario Institucional,Institutional Revolutionary Party,1946,2015,1961,90.7,MEX,0
Mexico,171302,PPS,Partido Popular Socialista,Popular Socialist Party,1970,1991,1982,2.2,MEX,0
Mexico,171303,PARM,Partido Auténtico de la Revolución Mexicana,Authentic Party of the Mexican Revolution,1970,1991,1985,2.5,MEX,0
Mexico,171304,PST,Partido Cardenista,Party of Cardenists,1979,1991,1991,4.3,MEX,0
Mexico,171305,PRD,Partido de la Revolución Democrática,Democratic Revolutionary Party,1991,2015,1997,25.7,MEX,0
Mexico,171306,PT,Partido del Trabajo,Labor Party,1994,2015,2012,4.8,MEX,0
Mexico,171307,FDN,Frente Democrático Nacional,National Democratic Front,1988,1988,1988,29,MEX,0
Mexico,171308,PMT,Partido Mexicano de los Trabajadores,Mexican Workers’ Party,1985,1985,1985,1.7,MEX,0
Mexico,171309,PANAL,Partido Nueva Alianza,New Alliance Party,2006,2015,2006,4.7,MEX,0
Mexico,171310,Alternativa,Partido Socialdemócrata,Social Democratic Party,2006,2009,2006,2.1,MEX,0
Mexico,171311,CD,Movimiento Ciudadano,Citizens' Movement,2003,2015,2015,6.4,MEX,0
Mexico,171601,PAN,Partido Acción Nacional,National Action Party,1946,2015,2000,34.6,MEX,0
Mexico,171611,PES,Partido Encuentro Social,Social Encounter Party,2015,2015,2015,3.5,MEX,0
Brazil,180110,PV,Partido Verde,Green Party,2010,2010,2010,19.3,BRA,0
Brazil,180230,,Coligação a Força do Povo,Coalition the People's Power,1989,2014,2010,46.9,BRA,0
Brazil,180231,,Frente de Esquerda,Left Front,2006,2006,2006,6.8,BRA,0
Brazil,180232,PPS,Partido Popular Socialista,Socialst People's Party,1998,1998,1998,11,BRA,0
Brazil,180240,,Unidos pelo Brasil,United for Brazil,2002,2014,2014,21.3,BRA,0
Brazil,180309,PSDB,Partido da Social Democracia Brasileira,Party of Brazilian Social Democracy,1989,1989,1989,4.7,BRA,0
Brazil,180310,,Coligação Grande Aliança,Coalition Big Alliance,1994,2014,1994,54.3,BRA,0
Brazil,180320,,Coligação Frente Trabalhista,Labour Front Coalition,2002,2002,2002,12,BRA,0
Brazil,180410,,Movimento Brasil Novo,New Brazil Movement,1989,1989,1989,30.5,BRA,0
Brazil,180710,PRONA,Partido da Reedificação da Ordem Nacional,Party of the Reconstruction of the National Order,1994,1994,1994,7.4,BRA,0
South Africa,181210,EEF,Economic Freedom Fighters,Economic Freedom Fighters,2014,2014,2014,6.4,ZAF,0
South Africa,181310,ANC,African National Congress,African National Congress,1994,2014,2004,69.7,ZAF,0
South Africa,181410,DP,Democratic Party,Democratic Party,1994,1999,1999,9.6,ZAF,0
South Africa,181411,DA,Democratic Alliance,Democratic Alliance,2004,2014,2014,22.2,ZAF,0
South Africa,181420,COPE,Congress of the People,Congress of the People,2009,2014,2009,7.4,ZAF,0
South Africa,181910,IFP,Inkatha Freedom Party,Inkatha Freedom Party,1999,2014,1999,8.6,ZAF,0
