ctr_n,ctr,pty_n,pty,yr_first,yr_last,pv1_share_max,pv1_share_max_yr,n_election,ctr_pty
Montenegro,499,Socialist People's Party of Montenegro,23,2009,2012,18,2009,2,499000023
Mozambique,508,Democratic Movement of Mozambique,1,2009,2014,8.4,2014,2,508000001
Mozambique,508,Labor Party,7,1999,2014,2.7,1999,4,508000007
Mozambique,508,Liberal and Democratic Party of Mozambique,8,1999,2004,2.4,1999,2,508000008
Mozambique,508,Liberation Front of Mozambique,9,1999,2014,74.5,2009,4,508000009
Mozambique,508,Mozambican National Resistance,10,2009,2014,32.7,2014,2,508000010
Mozambique,508,"Party for Peace, Democracy and Development",15,2004,2009,2,2004,2,508000015
Mozambique,508,Social Liberal and Democratic Party,22,1999,2014,2,1999,3,508000022
Namibia,516,Action Christian National,1,1989,1989,3.5,1989,1,516000001
Namibia,516,All People's Party,2,2009,2014,2.3,2014,2,516000002
Namibia,516,Congress Of Democrats,5,1999,2014,9.9,1999,4,516000005
Namibia,516,Democratic Turnhalle Alliance,8,1989,2014,28.6,1989,6,516000008
Namibia,516,National Unity Democratic Organization,16,2004,2014,4.3,2004,3,516000016
Namibia,516,Rally For Democracy And Progress,17,2009,2014,11.3,2009,2,516000017
Namibia,516,Republican Party,18,2004,2014,2,2004,3,516000018
Namibia,516,South West Africa People's Organization,19,1989,2014,80,2014,6,516000019
Namibia,516,United Democratic Front,21,1989,2014,5.6,1989,6,516000021
Nepal,524,communist party of nepal (maoist),2,2008,2008,30.5,2008,1,524000002
Nepal,524,communist party of nepal (unified-marxist- leninist),7,2008,2008,21.6,2008,1,524000007
Nepal,524,madeshi jana adhikar forum nepal,19,2008,2008,6.2,2008,1,524000019
Nepal,524,nepali congress,44,2008,2008,22.8,2008,1,524000044
Nepal,524,rastriya prajatantra party,64,2008,2008,3,2008,1,524000064
Nepal,524,terai-madesh loktantrik party,74,2008,2008,3.4,2008,1,524000074
Netherlands,528,algemeen ouderen verbond,1,1994,1998,3.6,1994,2,528000001
Netherlands,528,anti-revolutionaire partij,2,1888,1972,31.6,1888,23,528000002
Netherlands,528,boerenpartij,3,1967,1967,4.8,1967,1,528000003
Netherlands,528,bond van vrije liberalen,4,1894,1917,22.3,1894,7,528000004
Netherlands,528,centrumdemocraten,5,1994,1998,2.5,1994,2,528000005
Netherlands,528,christelijk-historische unie,6,1894,1972,10.9,1922,21,528000006
Netherlands,528,christen democratisch appel,7,1981,2012,35.3,1989,11,528000007
Netherlands,528,christen democratische unie,8,1937,1937,2.1,1937,1,528000008
Netherlands,528,christenunie,43,2002,2012,4,2006,5,528000043
Netherlands,528,communistische partij nederland,10,1933,1972,10.6,1946,11,528000010
Netherlands,528,democraten '66,12,1967,2012,15.5,1994,14,528000012
Netherlands,528,democratische socialisten '70,13,1971,1972,5.3,1971,2,528000013
Netherlands,528,groenlinks,16,1998,2012,7.3,1998,6,528000016
Netherlands,528,katholieke nationale partij,17,1952,1952,2.7,1952,1,528000017
Netherlands,528,katholieke volkspartij,18,1946,1972,31.9,1963,9,528000018
Netherlands,528,liberale staatspartij de vrijheidsbond,19,1929,1937,7.4,1929,3,528000019
Netherlands,528,liberale unie,20,1888,1917,43.1,1891,9,528000020
Netherlands,528,lijst pim fortuyn,56,2002,2003,17,2002,2,528000056
Netherlands,528,nationaal-socialistische beweging,21,1937,1937,4.2,1937,1,528000021
Netherlands,528,pacifistisch-socialistische partij,22,1963,1967,3,1963,2,528000022
Netherlands,528,partij van der arbeid,23,1948,2012,33.8,1977,20,528000023
Netherlands,528,partij voor de vrijheid,71,2006,2012,15.4,2010,3,528000071
Netherlands,528,politieke partij radicalen,25,1972,1972,4.8,1972,1,528000025
Netherlands,528,radicalen,26,1888,1897,3.6,1897,4,528000026
Netherlands,528,reformatorische politieke federatie,27,1998,1998,2,1998,1,528000027
Netherlands,528,rooms-katholieke bond van kiesverenigingen,28,1897,1917,19,1897,6,528000028
Netherlands,528,rooms-katholieke staatspartij,29,1922,1937,29.9,1922,5,528000029
Netherlands,528,rooms-katholieken,30,1888,1894,20,1888,3,528000030
Netherlands,528,sociaal-democratische arbeiders partij,31,1888,1946,28.3,1946,15,528000031
Netherlands,528,socialistische partij,33,1998,2012,16.6,2006,6,528000033
Netherlands,528,staatkundig gereformeerde partij,34,1922,2012,2.5,1933,21,528000034
Netherlands,528,volkspartij voor vrijheid en democratie,35,1946,2012,26.6,2012,21,528000035
Netherlands,528,vrije anti-revolutionaire partij,36,1897,1897,4.8,1897,1,528000036
Netherlands,528,vrijheidsbond,37,1922,1925,9.3,1922,2,528000037
Netherlands,528,vrijzinnig democratische bond,38,1901,1937,10.9,1917,10,528000038
New Zealand,554,act new zealand,100,1996,2014,6.1,1996,7,554000100
New Zealand,554,alliance,101,1993,2014,18.2,1993,8,554000101
New Zealand,554,christian coalition,170,1996,1996,4.3,1996,1,554000170
New Zealand,554,christian heritage party of new zealand,112,1990,2005,2.3,1999,5,554000112
New Zealand,554,conservative party of new zealand,115,1996,2014,3.7,2014,3,554000115
New Zealand,554,democratic,23,1984,1990,5.4,1987,3,554000023
New Zealand,554,green party of aotearoa new zealand,122,1990,2014,9.1,2011,7,554000122
New Zealand,554,m?ori party,132,2005,2014,2.9,2008,4,554000132
New Zealand,554,new labour,168,1990,1990,5.2,1990,1,554000168
New Zealand,554,new zealand first party,140,1993,2014,13.3,1996,8,554000140
New Zealand,554,new zealand labour party,34,1946,2014,51.3,1946,24,554000034
New Zealand,554,new zealand national party,49,1946,2014,54.2,1951,24,554000049
New Zealand,554,new zealand party,56,1984,1987,12.2,1984,2,554000056
New Zealand,554,social credit,77,1954,1990,20.4,1981,13,554000077
New Zealand,554,united future new zealand,164,2002,2014,5.7,2002,5,554000164
New Zealand,554,values,92,1972,1987,5.2,1975,6,554000092
Nicaragua,558,Camino Cristiano Nicaragüense,5,1996,1996,3.7,1996,1,558000005
Nicaragua,558,Frente Sandinista de Liberación Nacional,6,1990,2011,60.6,2011,5,558000006
Nicaragua,558,Movimiento de Renovación Sandinista,10,1996,2006,8.4,2006,2,558000010
Nicaragua,558,Partido Conservador de Nicaragua,16,1996,2001,4.9,2001,2,558000016
Nicaragua,558,Partido Liberal Constitucionalista,18,2001,2011,52.6,2001,3,558000018
Nicaragua,558,Partido Liberal Independiente,19,1996,2011,31.3,2011,2,558000019
Niger,562,Alliance NigÃ©rienne pour la DÃ©mocratie et le ProgrÃ¨sâ€“Zaman Lahiya,1,1993,2011,15.5,1993,3,562000001
Niger,562,Convention DÃ©mocratique et Socialeâ€“Rahama,4,1993,2011,27.3,1993,3,562000004
Niger,562,Front DÃ©mocratique Nigerien-Mutunci,6,1993,1993,2.6,1993,1,562000006
Niger,562,Mouvement DÃ©mocratique NigÃ©rien pour une FÃ©dÃ©ration Africaineâ€“ Lumana Africa,9,2011,2011,19.9,2011,1,562000009
Niger,562,Mouvement National de la SocietÃ© de DÃ©veloppementâ€“Nassara,10,1993,2011,37.1,2004,3,562000010
Niger,562,Parti Nigerien pour la Democratie et le Socialismeâ€“Tarayya,16,1993,2004,14.6,1993,2,562000016
Niger,562,Parti pour lâ€™UnitÃ© Nationale et la DÃ©veloppement-Salama,19,1993,2011,33.2,2011,3,562000019
Niger,562,Rassemblement pour la DÃ©mocratie et le ProgrÃ¨sâ€“Jama'a,25,2004,2011,6.5,2004,2,562000025
Niger,562,Rassemblement pour Sociale Democrate-Gaskiya,26,2004,2011,7.1,2004,2,562000026
Niger,562,Union des Forces Populaires pour la DÃ©mocratie et le ProgrÃ¨s-Sawaba,27,1993,2004,3.1,1993,2,562000027
Niger,562,Union des Patriotes DÃ©mocrates et Progressistes-Chamoua,29,1993,2004,2.9,1993,2,562000029
Niger,562,Union pour la DÃ©mocratie et la RÃ©publiqueâ€“Tabbat,32,2004,2011,5.3,2011,2,562000032
Nigeria,566,All Nigeria People's Party,2,2003,2003,27.4,2003,1,566000002
Nigeria,566,Alliance For Democracy,5,2003,2003,9.3,2003,1,566000005
Nigeria,566,National Democratic Party,18,2003,2003,2.3,2003,1,566000018
Nigeria,566,People's Democratic Party,28,2003,2003,52,2003,1,566000028
Nigeria,566,United Nigeria People's Party,36,2003,2003,2.7,2003,1,566000036
Norway,578,anders langes parti,1,1973,1973,5,1973,1,578000001
Norway,578,arbeiderdemokraterne,2,1906,1915,4.8,1906,3,578000002
Norway,578,bondepartiet,3,1924,1957,15.9,1930,9,578000003
Norway,578,christian people's party,13,1945,2013,13.7,1997,18,578000013
Norway,578,conservative party,12,1933,2013,31.7,1981,20,578000012
Norway,578,det norske arbeiderparti,5,1900,2013,48.4,1957,30,578000005
Norway,578,det nye folkeparti,6,1973,1973,3.4,1973,1,578000006
Norway,578,fremskrittspartiet,8,1981,2013,22.9,2009,9,578000008
Norway,578,høire,10,1882,1903,49.5,1894,6,578000010
Norway,578,høire,11,1909,1930,41.4,1909,7,578000011
Norway,578,landmandsforbundet,14,1921,1921,13.1,1921,1,578000014
Norway,578,liberal party,25,1882,2013,63.5,1885,32,578000025
Norway,578,miljøpartiet de grønne,29,2001,2013,2.8,2013,3,578000029
Norway,578,nasjonal samling,15,1933,1936,2.2,1933,2,578000015
Norway,578,norges socialdemokratiske arbeiderparti,16,1924,1924,8.8,1924,1,578000016
Norway,578,norske kommunistiske parti,17,1921,2013,11.9,1945,14,578000017
Norway,578,radikale folkeparti,18,1921,1933,2.5,1921,5,578000018
Norway,578,samfundspartiet,20,1936,1949,3.1,1936,2,578000020
Norway,578,samlingspartiet,21,1906,1906,32.7,1906,1,578000021
Norway,578,senderpartiet,22,1961,2013,16.7,1993,14,578000022
Norway,578,socialistisk folkeparti,23,1961,1969,6,1965,3,578000023
Norway,578,socialistisk venstreparti,24,1977,2013,12.5,2001,10,578000024
Pakistan,586,muttahida qaumi movement pakistan,28,2002,2008,7.6,2008,2,586000028
Pakistan,586,mutthida majlis-e-amal pakistan (mma),29,2002,2008,11.4,2002,2,586000029
Pakistan,586,national alliance,30,2002,2002,4.8,2002,1,586000030
Pakistan,586,pakistan muslim league,49,2008,2008,22.1,2008,1,586000049
Pakistan,586,pakistan muslim league (n),51,2002,2008,20.3,2008,2,586000051
Pakistan,586,pakistan muslim league(qa),53,2002,2002,25.7,2002,1,586000053
Pakistan,586,pakistan peoples party parliamentarians,58,2002,2008,31.5,2008,2,586000058
Paraguay,600,Asociacion Nacional Republicana,1,1989,2013,73.6,1989,5,600000001
Paraguay,600,Movimiento Popular Tekojoja,17,2008,2008,3.7,2008,1,600000017
Paraguay,600,Partido Encuentro Nacional,29,2003,2013,4.7,2013,3,600000029
Paraguay,600,Partido Liberal Radical Autentico,34,1989,2013,28.3,2008,4,600000034
Paraguay,600,Partido Pais Solidario,35,2003,2008,3.3,2003,2,600000035
Paraguay,600,Partido Patria Querida,37,2003,2013,15.3,2003,3,600000037
Paraguay,600,Partido Revolucionario Febrerista,38,1989,2008,2.1,1989,4,600000038
Paraguay,600,Partido Union Nacional de Ciudadanos Eticos,40,2003,2013,18.7,2008,3,600000040
Peru,604,accion popular,4,1980,2001,39.6,1980,3,604000004
Peru,604,agrupacion independiente union por el peru - social democracia,7,2001,2006,21.2,2006,2,604000007
Peru,604,alianza para el progreso,9,2006,2006,2.3,2006,1,604000009
Peru,604,cambio 90,15,1990,1990,16.9,1990,1,604000015
Peru,604,cambio radical,16,2011,2011,2.7,2011,1,604000016
Peru,604,frente independiente moralizador,39,1990,2006,11,2001,3,604000039
Peru,604,frente nacional de trabajadores y campesinos,43,1980,1990,2.4,1980,2,604000043
Peru,604,fuerza 2011,51,2011,2011,23,2011,1,604000051
Peru,604,movimiento independiente somos peru - causa democratica,86,2001,2001,5.8,2001,1,604000086
Peru,604,partido aprista peruano,101,1963,2011,50.2,1985,7,604000101
Peru,604,partido popular cristiano,110,1980,1980,9.2,1980,1,604000110
Peru,604,partido revolucionario de los trabajadores,114,1980,1980,3.9,1980,1,604000114
Peru,604,peru posible,119,2001,2011,26.3,2001,3,604000119
Peru,604,restauracion nacional,127,2006,2006,4,2006,1,604000127
Peru,604,todos por la victoria,129,2001,2001,2,2001,1,604000129
Peru,604,unidad nacional,131,2006,2006,15.3,2006,1,604000131
Peru,604,union nacional odriista 1963,140,1963,1963,24,1963,1,604000140
Philippines,608,Buhay Hayaan Yumabong,172,2013,2013,2,2013,1,608000172
Philippines,608,Democratic Alliance,227,1946,1946,2.3,1946,1,608000227
Philippines,608,Democratic Party,229,1946,1978,4.2,1953,5,608000229
Philippines,608,kabalikat ng malayang pilipino,25,1998,2007,21.2,2007,4,608000025
Philippines,608,Kilusang Bagong Lipunan (Independent),30,1978,2013,72,1978,9,608000030
Philippines,608,laban ng demokratikong pilipino,33,1992,2013,31.8,1992,7,608000033
Philippines,608,Lakas ng Bansa (Independent),243,1987,1987,12,1987,1,608000243
Philippines,608,Lakas ng Bayan (Independent),244,1978,1987,13.9,1978,2,608000244
Philippines,608,lakas-christian muslim democrats,35,2004,2013,31.2,2004,3,608000035
Philippines,608,lakas-kabalikat ng malayang pilipino-demokratikong kristiyano at muslim,36,2010,2010,37.6,2010,1,608000036
Philippines,608,lakas-national union of christian democrats-united muslim democrats of the philippines,37,1992,2001,59,1995,4,608000037
Philippines,608,nagkakaisang oposisyon,45,2007,2007,3,2007,1,608000045
Philippines,608,Nationalist Citizens' Party,256,1957,1961,2.1,1957,2,608000256
Philippines,608,nationalist people's coalition,46,1992,2013,18.3,2001,8,608000046
Philippines,608,NUP,83,2013,2013,4.5,2013,1,608000083
Philippines,608,Partido Demokratiko Pilipino-Lakas Ng Bayan (Independent),49,1987,2013,16,1987,9,608000049
Philippines,608,Partido Liberal Ng Pilipinas (Salonga Wing) (Independent),52,1946,2013,77.5,1949,17,608000052
Philippines,608,Partido Nacionalista (Farmers Labors Block),53,1946,2013,95.1,1946,17,608000053
Philippines,608,partido para sa demokratikong reporma,61,1998,2001,3.8,1998,2,608000061
Philippines,608,probinsya muna development initiatives,67,1998,2001,3,1998,2,608000067
Philippines,608,Pusyon Bisaya,272,1978,1978,3.8,1978,1,608000272
Philippines,608,pwersa ng masang pilipino,70,2001,2013,3.5,2004,5,608000070
Philippines,608,UNA,91,2013,2013,4.4,2013,1,608000091
Philippines,608,Unknown,3999,1946,2004,12.4,2004,14,608003999
Poland,616,aws,124,1997,1997,33.8,1997,1,616000124
Poland,616,awsp,137,1997,2001,5.6,2001,2,616000137
Poland,616,bbwr,115,1993,1993,5.4,1993,1,616000115
Poland,616,cd,8,1991,1991,2.4,1991,1,616000008
Poland,616,k'15,153,2015,2015,8.2,2015,1,616000153
Poland,616,kdr,116,1993,1993,2.7,1993,1,616000116
Poland,616,kld,17,1991,1993,7.5,1991,2,616000017
Poland,616,korwin,152,2015,2015,4.9,2015,1,616000152
Poland,616,kpeir,126,1997,1997,2.2,1997,1,616000126
Poland,616,kpn,22,1991,1993,7.5,1991,2,616000022
Poland,616,lpr,138,2001,2007,7.9,2001,3,616000138
Poland,616,nowo,154,2015,2015,7.6,2015,1,616000154
Poland,616,o(zchn-kk),118,1993,1993,6.4,1993,1,616000118
Poland,616,pc,119,1993,1993,4.4,1993,1,616000119
Poland,616,pis,140,2001,2015,38.6,2015,5,616000140
Poland,616,pl,54,1991,1993,5.5,1991,2,616000054
Poland,616,po,141,2001,2015,58.4,2011,5,616000141
Poland,616,poc,55,1991,1991,8.7,1991,1,616000055
Poland,616,pppp,60,1991,1993,3.3,1991,2,616000060
Poland,616,psl,62,1991,2015,15.4,1993,8,616000062
Poland,616,rop,135,1997,1997,5.6,1997,1,616000135
Poland,616,rp,150,2011,2011,2.8,2011,1,616000150
Poland,616,rzm,156,2015,2015,2.4,2015,1,616000156
Poland,616,s,85,1991,1993,5.1,1991,2,616000085
Poland,616,s-o,123,1993,1993,2.8,1993,1,616000123
Poland,616,sld,93,1991,2011,27.1,1997,5,616000093
Poland,616,sp,96,1991,1991,2.1,1991,1,616000096
Poland,616,srp,142,2001,2007,11.4,2005,3,616000142
Poland,616,ud,100,1991,1993,12.3,1991,2,616000100
Poland,616,up,101,1991,1997,7.3,1993,3,616000101
Poland,616,wak,103,1991,1991,8.7,1991,1,616000103
Poland,616,x,110,1991,1993,2.7,1993,2,616000110
Portugal,620,bloco de esquerda,9,1999,2015,10.2,2015,6,620000009
Portugal,620,centro democr‡tico e social - partido popular,4,1995,2015,12.2,2011,7,620000004
Portugal,620,centro democrático social,1,1975,1991,16.7,1976,8,620000001
Portugal,620,movimiento democrático português,2,1975,1975,4.4,1975,1,620000002
Portugal,620,partido comunista dos trabalhadores portugueses/movimento reorganizativo do partido do proletariado,3,1975,2011,15.3,1976,7,620000003
Portugal,620,partido popular democrático,5,1975,1976,28.3,1975,2,620000005
Portugal,620,partido renovador democrático,6,1985,1987,18.5,1985,2,620000006
Portugal,620,partido social democráta,7,1979,2015,51.4,1991,13,620000007
Portugal,620,partido socialista,18,1999,2015,46.4,2005,6,620000018
Portugal,620,partido socialista português,8,1975,1995,44.7,1995,8,620000008
Puerto Rico,630,partido independentista puertorrique–o,3,1992,2012,5.8,2000,6,630000003
Puerto Rico,630,partido nuevo progresista,4,1992,2012,51.4,2008,6,630000004
Puerto Rico,630,partido popular democr‡tico,5,1992,2012,49.6,2012,6,630000005
Puerto Rico,630,partido puertorrique–os por puerto rico,6,2008,2012,2.1,2008,2,630000006
Romania,642,alianta pentru romania,5,2e3,2e3,4.1,2000,1,642000005
Romania,642,frontul democrat al salvarii nationale,36,1992,1992,27.7,1992,1,642000036
Romania,642,frontul salvarii nationale,39,1990,1992,66.4,1990,2,642000039
Romania,642,miscarea ecologista din romania,49,1990,1992,2.5,1990,2,642000049
Romania,642,partidul democrat,66,2e3,2e3,7,2000,1,642000066
Romania,642,partidul democrat agrar din romania,67,1990,1992,3,1992,2,642000067
Romania,642,partidul democratiei sociale din romania,78,1996,1996,21.5,1996,1,642000078
Romania,642,partidul national liberal,112,1990,2e3,6.9,2000,3,642000112
Romania,642,partidul national taranesc crestin democrat,119,1990,1990,2.6,1990,1,642000119
Romania,642,partidul romania mare,148,1992,2e3,19.5,2000,3,642000148
Romania,642,partidul socialist,155,1996,1996,2.3,1996,1,642000155
Romania,642,partidul socialist al muncii,157,1992,2e3,3,1992,3,642000157
Romania,642,partidul unitatii nationale romane,171,1992,1996,7.7,1992,2,642000171
Romania,642,uniunea democrata a maghiarilor din romania,192,1990,2e3,7.5,1992,4,642000192
Russian Federation,643,against all,3996,2003,2003,4.8,2003,1,643003996
Russian Federation,643,agrarian party of russia,1,2003,2007,3.7,2003,2,643000001
Russian Federation,643,communist party of the russian federation,3,2003,2011,19.5,2011,3,643000003
Russian Federation,643,just russia,8,2007,2011,13.5,2011,2,643000008
Russian Federation,643,liberal democratic party of russia,9,2003,2011,11.9,2011,3,643000009
Russian Federation,643,rodina (motherland-national patriotic union),16,2003,2003,9.2,2003,1,643000016
Russian Federation,643,russian united democratic party (yabloko),19,2003,2011,4.4,2003,3,643000019
Russian Federation,643,union of right forces,21,2003,2007,4,2003,2,643000021
Russian Federation,643,united russia,22,2003,2011,65,2007,3,643000022
Rwanda,646,Liberal Party,2,2008,2008,7.5,2008,1,646000002
Rwanda,646,Social Democrat Party,3,2008,2008,13.1,2008,1,646000003
Saint Kitts and Nevis,659,Concerned Citizens’ Movement,1,1989,2010,11.5,2010,6,659000001
Saint Kitts and Nevis,659,Nevis People’s Party,2,1957,1957,2,1957,1,659000002
Saint Kitts and Nevis,659,Nevis Reformation Party,3,1971,2010,16.2,1975,10,659000003
Saint Kitts and Nevis,659,People’s Action Movement,4,1966,2010,47.6,1984,11,659000004
Saint Kitts and Nevis,659,People’s Progressive Movement,5,1961,1961,11.1,1961,1,659000005
Saint Kitts and Nevis,659,St. Kitts Democratic Party,7,1957,1957,9.2,1957,1,659000007
Saint Kitts and Nevis,659,St. Kitts Workers’ League,8,1952,1952,80.9,1952,1,659000008
Saint Kitts and Nevis,659,St. Kitts-Nevis Labour Party,9,1984,2010,53.8,2000,7,659000009
Saint Kitts and Nevis,659,St. Kitts-Nevis-Anguilla Labour Party,10,1957,1980,67.1,1961,6,659000010
Saint Kitts and Nevis,659,United Nevis Movement,12,1961,1966,9.4,1966,2,659000012
Saint Kitts and Nevis,659,United People’s Party,13,1993,1995,3.2,1993,2,659000013
Saint Lucia,662,national alliance,2,1992,2001,3.6,2001,2,662000002
Saint Lucia,662,people's progressive party,3,1951,1961,35.8,1954,4,662000003
Saint Lucia,662,progressive labour party,4,1982,1992,27.1,1982,3,662000004
Saint Lucia,662,saint lucia labour party,5,1951,2016,66.5,1957,16,662000005
Saint Lucia,662,united workers party,7,1964,2016,58.6,1969,12,662000007
Samoa,882,Human Rights Protection Party,1,2006,2016,73.8,2016,3,882000001
Samoa,882,Samoa Party,2,2006,2006,3.6,2006,1,882000002
Samoa,882,Samoan Democratic United Party,4,2006,2006,25,2006,1,882000004
Samoa,882,Tautua Samoa Party,5,2011,2016,21.4,2011,2,882000005
San Marino,674,centre democrats,11,2008,2008,2.5,2008,1,674000011
San Marino,674,new socialist party,5,2006,2006,5.4,2006,1,674000005
San Marino,674,party of democrats,3,2001,2001,20.8,2001,1,674000003
San Marino,674,party of socialists and democrats,6,2006,2008,31.8,2006,2,674000006
San Marino,674,popular alliance,7,2006,2008,12.1,2006,2,674000007
San Marino,674,popular alliance of san marino democrats,16,1998,2001,9.8,1998,2,674000016
San Marino,674,sammarinese christian democratic party/euro populars for san marino/arengo and freedom,17,2008,2008,16,2008,1,674000017
San Marino,674,sammarinese national alliance,9,2006,2006,2.3,2006,1,674000009
San Marino,674,sammarinese people,18,2006,2006,2.4,2006,1,674000018
San Marino,674,sammarinese union of moderates,13,2008,2008,2.1,2008,1,674000013
San Marino,674,san marino progressive democratic party/ideas in movement/cd,1,1998,1998,18.6,1998,1,674000001
San Marino,674,san marino socialist party,4,1998,2001,24.3,2001,2,674000004
San Marino,674,socialists for reform,19,1998,1998,4.2,1998,1,674000019
San Marino,674,total for pact for san marino coalition,14,2008,2008,27.1,2008,1,674000014
San Marino,674,total for reforms and freedom coalition,15,2008,2008,22.9,2008,1,674000015
San Marino,674,we sammarinese,10,2006,2006,2.5,2006,1,674000010
Senegal,686,Bes Du Nakk,3,2012,2012,5.8,2012,1,686000003
Senegal,686,Mouvement De La RÃ©forme Pour La DÃ©veloppement Social,8,2012,2012,3.6,2012,1,686000008
Senegal,686,Parti DÃ©mocratique SÃ©nÃ©galais,10,2012,2012,15.2,2012,1,686000010
Senegal,686,Parti Pour La VÃ©ritÃ© Et Le DÃ©veloppement,12,2012,2012,2.5,2012,1,686000012
Serbia,688,Choice for a Better Life,4,2012,2012,23.1,2012,1,688000004
Serbia,688,Democratic Alternative,7,2003,2003,2.2,2003,1,688000007
Serbia,688,Democratic Party,9,2003,2007,23.1,2007,2,688000009
Serbia,688,Democratic Party of Serbia,10,2003,2012,18,2003,2,688000010
Serbia,688,Dveri for the Life of Serbia,11,2012,2012,4.5,2012,1,688000011
Serbia,688,For a European Serbia,12,2008,2008,39.3,2008,1,688000012
Serbia,688,G17 Plus,13,2003,2007,11.6,2003,2,688000013
Serbia,688,Let’s Get Serbia Moving,18,2012,2012,25.2,2012,1,688000018
Serbia,688,Liberal Democratic Party,19,2008,2008,5.4,2008,1,688000019
Serbia,688,Serbian Radical Party,32,2003,2012,30.1,2008,4,688000032
Serbia,688,Serbian Renewal Movement,33,2007,2007,3.4,2007,1,688000033
Serbia,688,Serbian Renewal Movement-New Serbia,34,2003,2003,7.8,2003,1,688000034
Serbia,688,Socialist Party of Serbia,37,2003,2007,7.7,2003,2,688000037
Serbia,688,Turnover,39,2012,2012,6.8,2012,1,688000039
Serbia,688,United Regions of Serbia,40,2012,2012,5.8,2012,1,688000040
Seychelles,690,people's party,3,2011,2011,88.6,2011,1,690000003
Seychelles,690,popular democratic movement,4,2011,2011,10.9,2011,1,690000004
Seychelles,690,seychelles national partyÊ,1,2007,2007,43.8,2007,1,690000001
Seychelles,690,seychelles people's progressive front,2,2007,2007,56.2,2007,1,690000002
Sierra Leone,694,All People's Congress (APC),1,2007,2012,53.7,2012,2,694000001
Sierra Leone,694,People's Movement for Democratic Change (PMDC),5,2007,2012,15.4,2007,2,694000005
Sierra Leone,694,Sierra Leone People's Party (SLPP),6,2007,2012,39.5,2007,2,694000006
Singapore,702,barisan sosialis,8,1963,1984,33.2,1963,5,702000008
Singapore,702,justice party singapore,11,1984,1991,2.9,1988,3,702000011
Singapore,702,national solidarity party,2,1988,2015,12,2011,5,702000002
Singapore,702,people's action party,3,1963,2015,86.7,1968,13,702000003
Singapore,702,people's front,14,1972,1976,3,1972,2,702000014
Singapore,702,pertubohan kebangsaan melayu singapura,15,1972,1991,2.1,1980,6,702000015
Singapore,702,Reform Party,31,2011,2015,4.3,2011,2,702000031
Singapore,702,singapore alliance,19,1963,1963,8.4,1963,1,702000019
Singapore,702,singapore democratic party,4,1980,2015,12,1991,9,702000004
Singapore,702,singapore people's party,5,1997,2015,3.1,2011,3,702000005
Singapore,702,singapore united front,24,1984,1984,10,1984,1,702000024
Singapore,702,Singaporeans First,32,2015,2015,2.3,2015,1,702000032
Singapore,702,united front,25,1976,1980,6.7,1976,2,702000025
Singapore,702,united national front,26,1972,1972,7.3,1972,1,702000026
Singapore,702,united people's front,27,1976,1988,4.4,1980,4,702000027
Singapore,702,united people's party,28,1963,1963,8.4,1963,1,702000028
Singapore,702,workers' party,6,1963,2015,16.3,2006,13,702000006
Slovakia,703,#SIET,101,2016,2016,6.4,2016,1,703000101
Slovakia,703,aliancia noveho obcana,51,2002,2006,9.8,2002,2,703000051
Slovakia,703,demokraticka strana,30,1994,1994,3.4,1994,1,703000030
Slovakia,703,demokraticka unia slovenska,31,1994,1994,8.6,1994,1,703000031
Slovakia,703,demokratiska strana,3,1990,1990,4.4,1990,1,703000003
Slovakia,703,hnutie za demokraticke slovensko,15,1992,2002,37.3,1992,3,703000015
Slovakia,703,komunisticka strana ceskoslovenska,5,1990,1990,13.3,1990,1,703000005
Slovakia,703,komunisticka strana slovenska,33,1994,2016,7.9,2002,7,703000033
Slovakia,703,kotleba - l'udova strana nase slovensko,104,2016,2016,9.2,2016,1,703000104
Slovakia,703,krestanska socialna unia slovenska,34,1994,1994,2.1,1994,1,703000034
Slovakia,703,krestanskodemokraticke hnutie,6,1990,1994,19.2,1990,3,703000006
Slovakia,703,l'udova strana - hnutie za demokraticke slovensko,67,2006,2012,8.8,2006,3,703000067
Slovakia,703,madarska obcianska strana,20,1992,1992,2.3,1992,1,703000020
Slovakia,703,most-hid,80,2010,2016,8.1,2010,3,703000080
Slovakia,703,obcianska demokraticka unia,22,1992,1992,4,1992,1,703000022
Slovakia,703,obycajni l'udia a nezavisle osobnosti,90,2012,2016,12.7,2016,2,703000090
Slovakia,703,sloboda a solidarita,83,2010,2016,13.9,2016,3,703000083
Slovakia,703,slobodne forum,71,2006,2006,3.5,2006,1,703000071
Slovakia,703,slovenska demokraticka a krest'anska unia,61,2002,2002,17.6,2002,1,703000061
Slovakia,703,slovenska demokraticka a krest'anska unia - demokraticka strana,72,2006,2016,18.4,2006,4,703000072
Slovakia,703,slovenska narodna strana,9,1990,2016,13.9,1990,9,703000009
Slovakia,703,slovenske krestanskodemokraticke hnutie,25,1992,2016,10.2,2002,6,703000025
Slovakia,703,sme rodina,110,2016,2016,7.7,2016,1,703000110
Slovakia,703,smer,62,2002,2002,16.6,2002,1,703000062
Slovakia,703,smer - socialna demokracia,74,2006,2016,44.4,2012,4,703000074
Slovakia,703,socialnodemokraticka strana na slovensku,26,1992,1992,4,1992,1,703000026
Slovakia,703,spojenestvo pol'nohospodarov a vidieka,11,1990,1990,2.5,1990,1,703000011
